Well Row,Well Col,Content,Raw Data (No filter),
A,1,Sample X1,269278,
A,2,Sample X2,227996,
A,3,Sample X3,217059,
A,4,Sample X4,288980,
A,5,Sample X5,208701,
A,6,Sample X6,269169,
A,7,Sample X7,251458,
A,8,Sample X8,238609,
A,9,Sample X9,248,
A,10,Sample X10,174,
A,11,Sample X11,197,
A,12,Sample X12,219,
A,13,Sample X13,12127,
A,14,Sample X14,193967,
A,15,Sample X15,205868,
A,16,Sample X16,217408,
A,17,Sample X17,231122,
A,18,Sample X18,266436,
A,19,Sample X19,242094,
A,20,Sample X20,223605,
A,21,Sample X21,233655,
A,22,Sample X22,234644,
A,23,Sample X23,264336,
A,24,Sample X24,301158,
B,1,Sample X25,269372,
B,2,Sample X26,270368,
B,3,Sample X27,257641,
B,4,Sample X28,276808,
B,5,Sample X29,256096,
B,6,Sample X30,247079,
B,7,Sample X31,251308,
B,8,Sample X32,263081,
B,9,Sample X33,9568,
B,10,Sample X34,9839,
B,11,Sample X35,10725,
B,12,Sample X36,9835,
B,13,Sample X37,20467,
B,14,Sample X38,22422,
B,15,Sample X39,44936,
B,16,Sample X40,52683,
B,17,Sample X41,99794,
B,18,Sample X42,143434,
B,19,Sample X43,199545,
B,20,Sample X44,236333,
B,21,Sample X45,258620,
B,22,Sample X46,216843,
B,23,Sample X47,240457,
B,24,Sample X48,301484,
C,1,Sample X49,212412,
C,2,Sample X50,1790,
C,3,Sample X51,1680,
C,4,Sample X52,1937,
C,5,Sample X53,31681,
C,6,Sample X54,102498,
C,7,Sample X55,137892,
C,8,Sample X56,194754,
C,9,Sample X57,219002,
C,10,Sample X58,236541,
C,11,Sample X59,248346,
C,12,Sample X60,240796,
C,13,Sample X61,209128,
C,14,Sample X62,269993,
C,15,Sample X63,255666,
C,16,Sample X64,265021,
C,17,Sample X65,253739,
C,18,Sample X66,250356,
C,19,Sample X67,245729,
C,20,Sample X68,246514,
C,21,Sample X69,205094,
C,22,Sample X70,243974,
C,23,Sample X71,246704,
C,24,Sample X72,253069,
D,1,Sample X73,284977,
D,2,Sample X74,49709,
D,3,Sample X75,122455,
D,4,Sample X76,217366,
D,5,Sample X77,237894,
D,6,Sample X78,249074,
D,7,Sample X79,207046,
D,8,Sample X80,231893,
D,9,Sample X81,228213,
D,10,Sample X82,238914,
D,11,Sample X83,228289,
D,12,Sample X84,260081,
D,13,Sample X85,236005,
D,14,Sample X86,181458,
D,15,Sample X87,189018,
D,16,Sample X88,206860,
D,17,Sample X89,257263,
D,18,Sample X90,237301,
D,19,Sample X91,245441,
D,20,Sample X92,223556,
D,21,Sample X93,237856,
D,22,Sample X94,228025,
D,23,Sample X95,259740,
D,24,Sample X96,250278,
E,1,Sample X97,252000,
E,2,Sample X98,5495,
E,3,Sample X99,19189,
E,4,Sample X100,58985,
E,5,Sample X101,143172,
E,6,Sample X102,166200,
E,7,Sample X103,201140,
E,8,Sample X104,216549,
E,9,Sample X105,209295,
E,10,Sample X106,203641,
E,11,Sample X107,228729,
E,12,Sample X108,238620,
E,13,Sample X109,1598,
E,14,Sample X110,1538,
E,15,Sample X111,1494,
E,16,Sample X112,1690,
E,17,Sample X113,1742,
E,18,Sample X114,1742,
E,19,Sample X115,2301,
E,20,Sample X116,58177,
E,21,Sample X117,210827,
E,22,Sample X118,223349,
E,23,Sample X119,266750,
E,24,Sample X120,267905,
F,1,Sample X121,273425,
F,2,Sample X122,1499,
F,3,Sample X123,2877,
F,4,Sample X124,13819,
F,5,Sample X125,82890,
F,6,Sample X126,153336,
F,7,Sample X127,199269,
F,8,Sample X128,230954,
F,9,Sample X129,240248,
F,10,Sample X130,237056,
F,11,Sample X131,231187,
F,12,Sample X132,225046,
F,13,Sample X133,11994,
F,14,Sample X134,40309,
F,15,Sample X135,52119,
F,16,Sample X136,59656,
F,17,Sample X137,115713,
F,18,Sample X138,82513,
F,19,Sample X139,193586,
F,20,Sample X140,223823,
F,21,Sample X141,243056,
F,22,Sample X142,239361,
F,23,Sample X143,230007,
F,24,Sample X144,271498,
G,1,Sample X145,241252,
G,2,Sample X146,2409,
G,3,Sample X147,4657,
G,4,Sample X148,23375,
G,5,Sample X149,84984,
G,6,Sample X150,146726,
G,7,Sample X151,167220,
G,8,Sample X152,204948,
G,9,Sample X153,228911,
G,10,Sample X154,233833,
G,11,Sample X155,249266,
G,12,Sample X156,216065,
G,13,Sample X157,211497,
G,14,Sample X158,212245,
G,15,Sample X159,248079,
G,16,Sample X160,230132,
G,17,Sample X161,229688,
G,18,Sample X162,180921,
G,19,Sample X163,222213,
G,20,Sample X164,212795,
G,21,Sample X165,258045,
G,22,Sample X166,257788,
G,23,Sample X167,227121,
G,24,Sample X168,290081,
H,1,Sample X169,228798,
H,2,Sample X170,217863,
H,3,Sample X171,239897,
H,4,Sample X172,260862,
