Well Row,Well Col,Content,Raw Data (No filter),
A,1,Sample X1,268479,
A,2,Sample X2,244219,
A,3,Sample X3,240998,
A,4,Sample X4,194460,
A,5,Sample X5,229430,
A,6,Sample X6,282640,
A,7,Sample X7,270677,
A,8,Sample X8,246664,
A,9,Sample X9,328,
A,10,Sample X10,191,
A,11,Sample X11,247,
A,12,Sample X12,213,
A,13,Sample X13,15674,
A,14,Sample X14,180312,
A,15,Sample X15,231894,
A,16,Sample X16,226335,
A,17,Sample X17,194903,
A,18,Sample X18,225601,
A,19,Sample X19,267971,
A,20,Sample X20,242147,
A,21,Sample X21,226556,
A,22,Sample X22,212570,
A,23,Sample X23,294079,
A,24,Sample X24,194095,
B,1,Sample X25,236244,
B,2,Sample X26,265442,
B,3,Sample X27,280543,
B,4,Sample X28,265006,
B,5,Sample X29,285409,
B,6,Sample X30,228432,
B,7,Sample X31,240520,
B,8,Sample X32,227000,
B,9,Sample X33,11388,
B,10,Sample X34,11160,
B,11,Sample X35,10890,
B,12,Sample X36,13630,
B,13,Sample X37,19053,
B,14,Sample X38,34467,
B,15,Sample X39,42109,
B,16,Sample X40,63446,
B,17,Sample X41,101944,
B,18,Sample X42,147701,
B,19,Sample X43,198820,
B,20,Sample X44,268707,
B,21,Sample X45,228399,
B,22,Sample X46,267818,
B,23,Sample X47,257309,
B,24,Sample X48,267101,
C,1,Sample X49,303605,
C,2,Sample X50,43402,
C,3,Sample X51,99081,
C,4,Sample X52,183995,
C,5,Sample X53,234167,
C,6,Sample X54,256070,
C,7,Sample X55,224316,
C,8,Sample X56,255189,
C,9,Sample X57,252156,
C,10,Sample X58,231432,
C,11,Sample X59,287320,
C,12,Sample X60,232171,
C,13,Sample X61,108228,
C,14,Sample X62,172623,
C,15,Sample X63,244165,
C,16,Sample X64,214572,
C,17,Sample X65,259229,
C,18,Sample X66,220710,
C,19,Sample X67,232735,
C,20,Sample X68,238811,
C,21,Sample X69,249484,
C,22,Sample X70,241240,
C,23,Sample X71,231513,
C,24,Sample X72,265497,
D,1,Sample X73,272464,
D,2,Sample X74,2583,
D,3,Sample X75,11919,
D,4,Sample X76,42727,
D,5,Sample X77,119243,
D,6,Sample X78,179316,
D,7,Sample X79,183192,
D,8,Sample X80,240193,
D,9,Sample X81,209439,
D,10,Sample X82,241263,
D,11,Sample X83,245571,
D,12,Sample X84,256950,
D,13,Sample X85,215117,
D,14,Sample X86,214259,
D,15,Sample X87,240929,
D,16,Sample X88,200031,
D,17,Sample X89,165859,
D,18,Sample X90,181604,
D,19,Sample X91,137478,
D,20,Sample X92,117895,
D,21,Sample X93,185090,
D,22,Sample X94,187286,
D,23,Sample X95,237666,
D,24,Sample X96,248503,
E,1,Sample X97,284761,
E,2,Sample X98,96775,
E,3,Sample X99,89566,
E,4,Sample X100,145830,
E,5,Sample X101,193351,
E,6,Sample X102,247223,
E,7,Sample X103,220836,
E,8,Sample X104,236610,
E,9,Sample X105,252793,
E,10,Sample X106,282747,
E,11,Sample X107,234457,
E,12,Sample X108,248515,
E,13,Sample X109,1362,
E,14,Sample X110,1246,
E,15,Sample X111,1519,
E,16,Sample X112,23344,
E,17,Sample X113,172046,
E,18,Sample X114,215410,
E,19,Sample X115,264080,
E,20,Sample X116,284591,
E,21,Sample X117,271744,
E,22,Sample X118,267618,
E,23,Sample X119,288468,
E,24,Sample X120,267939,
F,1,Sample X121,278976,
F,2,Sample X122,3385,
F,3,Sample X123,6926,
F,4,Sample X124,29373,
F,5,Sample X125,106237,
F,6,Sample X126,189039,
F,7,Sample X127,191052,
F,8,Sample X128,264804,
F,9,Sample X129,240508,
F,10,Sample X130,287955,
F,11,Sample X131,264144,
F,12,Sample X132,290156,
F,13,Sample X133,4449,
F,14,Sample X134,12653,
F,15,Sample X135,29081,
F,16,Sample X136,67136,
F,17,Sample X137,119429,
F,18,Sample X138,169873,
F,19,Sample X139,223998,
F,20,Sample X140,235006,
F,21,Sample X141,279187,
F,22,Sample X142,242487,
F,23,Sample X143,275170,
F,24,Sample X144,235389,
G,1,Sample X145,304885,
G,2,Sample X146,198864,
G,3,Sample X147,216519,
G,4,Sample X148,213759,
G,5,Sample X149,218945,
G,6,Sample X150,262881,
G,7,Sample X151,264285,
G,8,Sample X152,273027,
G,9,Sample X153,307917,
G,10,Sample X154,271407,
G,11,Sample X155,272350,
G,12,Sample X156,273173,
G,13,Sample X157,3698,
G,14,Sample X158,8169,
G,15,Sample X159,28198,
G,16,Sample X160,81426,
G,17,Sample X161,132240,
G,18,Sample X162,162401,
G,19,Sample X163,207116,
G,20,Sample X164,250773,
G,21,Sample X165,290318,
G,22,Sample X166,259288,
G,23,Sample X167,252312,
G,24,Sample X168,273968,
H,1,Sample X169,270219,
H,2,Sample X170,283571,
H,3,Sample X171,258896,
H,4,Sample X172,282066,
H,5,Sample X173,247499,
H,6,Sample X174,236941,
H,7,Sample X175,222244,
H,8,Sample X176,252530,
H,9,Sample X177,233376,
H,10,Sample X178,234400,
H,11,Sample X179,238457,
H,12,Sample X180,285647,
H,13,Sample X181,185302,
H,14,Sample X182,243159,
H,15,Sample X183,236342,
H,16,Sample X184,249904,
H,17,Sample X185,299088,
H,18,Sample X186,273637,
H,19,Sample X187,277501,
H,20,Sample X188,269584,
H,21,Sample X189,294109,
H,22,Sample X190,299875,
H,23,Sample X191,250082,
H,24,Sample X192,267748,
I,1,Sample X193,241951,
I,2,Sample X194,137591,
I,3,Sample X195,167292,
I,4,Sample X196,191498,
I,5,Sample X197,210867,
I,6,Sample X198,257364,
I,7,Sample X199,255297,
I,8,Sample X200,273355,
I,9,Sample X201,309298,
I,10,Sample X202,290076,
I,11,Sample X203,264089,
I,12,Sample X204,286224,
I,13,Sample X205,1634,
I,14,Sample X206,1494,
I,15,Sample X207,2582,
I,16,Sample X208,113656,
I,17,Sample X209,169549,
I,18,Sample X210,233156,
I,19,Sample X211,301740,
I,20,Sample X212,286701,
I,21,Sample X213,277296,
I,22,Sample X214,260926,
I,23,Sample X215,259579,
