Well Row,Well Col,Content, Raw Data (530-15/590-20),
A,1,Sample X1,145336,
A,2,Sample X2,144957,
A,3,Sample X3,143774,
A,4,Sample X4,145997,
A,5,Sample X5,147698,
A,6,Sample X6,141568,
A,7,Sample X7,146837,
A,8,Sample X8,147744,
A,9,Sample X9,2573,
A,10,Sample X10,2565,
A,11,Sample X11,2547,
A,12,Sample X12,2310,
A,13,Sample X13,26801,
A,14,Sample X14,123770,
A,15,Sample X15,130903,
A,16,Sample X16,139199,
A,17,Sample X17,141084,
A,18,Sample X18,156349,
A,19,Sample X19,147444,
A,20,Sample X20,146881,
A,21,Sample X21,155032,
A,22,Sample X22,150872,
A,23,Sample X23,159499,
A,24,Sample X24,152267,
B,1,Sample X25,148323,
B,2,Sample X26,159933,
B,3,Sample X27,143684,
B,4,Sample X28,152139,
B,5,Sample X29,145490,
B,6,Sample X30,143088,
B,7,Sample X31,147778,
B,8,Sample X32,144459,
B,9,Sample X33,98731,
B,10,Sample X34,92068,
B,11,Sample X35,95055,
B,12,Sample X36,103244,
B,13,Sample X37,143972,
B,14,Sample X38,148807,
B,15,Sample X39,149907,
B,16,Sample X40,143770,
B,17,Sample X41,151570,
B,18,Sample X42,156119,
B,19,Sample X43,148773,
B,20,Sample X44,146440,
B,21,Sample X45,152535,
B,22,Sample X46,154955,
B,23,Sample X47,158305,
B,24,Sample X48,154469,
C,1,Sample X49,147946,
C,2,Sample X50,2905,
C,3,Sample X51,3023,
C,4,Sample X52,89422,
C,5,Sample X53,153224,
C,6,Sample X54,144428,
C,7,Sample X55,142525,
C,8,Sample X56,136630,
C,9,Sample X57,128571,
C,10,Sample X58,135240,
C,11,Sample X59,138624,
C,12,Sample X60,143188,
C,13,Sample X61,135205,
C,14,Sample X62,132266,
C,15,Sample X63,143645,
C,16,Sample X64,149508,
C,17,Sample X65,145270,
C,18,Sample X66,137723,
C,19,Sample X67,148294,
C,20,Sample X68,154521,
C,21,Sample X69,137410,
C,22,Sample X70,150073,
C,23,Sample X71,154233,
C,24,Sample X72,150754,
D,1,Sample X73,142567,
D,2,Sample X74,154228,
D,3,Sample X75,145022,
D,4,Sample X76,134421,
D,5,Sample X77,132718,
D,6,Sample X78,148761,
D,7,Sample X79,134255,
D,8,Sample X80,131744,
D,9,Sample X81,114246,
D,10,Sample X82,143345,
D,11,Sample X83,137174,
D,12,Sample X84,125034,
D,13,Sample X85,132715,
D,14,Sample X86,133884,
D,15,Sample X87,139740,
D,16,Sample X88,141068,
D,17,Sample X89,141664,
D,18,Sample X90,141398,
D,19,Sample X91,144825,
D,20,Sample X92,151533,
D,21,Sample X93,144082,
D,22,Sample X94,150228,
D,23,Sample X95,148185,
D,24,Sample X96,146034,
E,1,Sample X97,143773,
E,2,Sample X98,110031,
E,3,Sample X99,141873,
E,4,Sample X100,139001,
E,5,Sample X101,143528,
E,6,Sample X102,142234,
