Well Row,Well Col,Content, Raw Data (530-15/590-20),
A,1,Sample X1,163537,
A,2,Sample X2,161858,
A,3,Sample X3,167636,
A,4,Sample X4,150681,
A,5,Sample X5,165920,
A,6,Sample X6,154969,
A,7,Sample X7,163483,
A,8,Sample X8,165765,
A,9,Sample X9,2727,
A,10,Sample X10,2766,
A,11,Sample X11,2727,
A,12,Sample X12,2738,
A,13,Sample X13,17076,
A,14,Sample X14,118270,
A,15,Sample X15,127533,
A,16,Sample X16,145483,
A,17,Sample X17,158522,
A,18,Sample X18,151615,
A,19,Sample X19,158480,
A,20,Sample X20,167412,
A,21,Sample X21,180979,
A,22,Sample X22,179526,
A,23,Sample X23,179936,
A,24,Sample X24,183844,
B,1,Sample X25,168332,
B,2,Sample X26,168391,
B,3,Sample X27,168550,
B,4,Sample X28,160257,
B,5,Sample X29,168081,
B,6,Sample X30,165550,
B,7,Sample X31,163184,
B,8,Sample X32,167387,
B,9,Sample X33,126796,
B,10,Sample X34,123315,
B,11,Sample X35,124606,
B,12,Sample X36,124755,
B,13,Sample X37,165298,
B,14,Sample X38,172434,
B,15,Sample X39,166676,
B,16,Sample X40,178128,
B,17,Sample X41,168610,
B,18,Sample X42,179652,
B,19,Sample X43,170519,
B,20,Sample X44,168808,
B,21,Sample X45,147610,
B,22,Sample X46,172861,
B,23,Sample X47,177722,
B,24,Sample X48,177359,
C,1,Sample X49,170941,
C,2,Sample X50,169364,
C,3,Sample X51,167286,
C,4,Sample X52,159822,
C,5,Sample X53,164019,
C,6,Sample X54,154083,
C,7,Sample X55,161820,
C,8,Sample X56,155507,
C,9,Sample X57,166319,
C,10,Sample X58,147567,
C,11,Sample X59,155695,
C,12,Sample X60,152950,
C,13,Sample X61,156847,
C,14,Sample X62,154050,
C,15,Sample X63,161552,
C,16,Sample X64,165766,
C,17,Sample X65,170564,
C,18,Sample X66,173973,
C,19,Sample X67,169970,
C,20,Sample X68,168312,
C,21,Sample X69,170773,
C,22,Sample X70,165420,
C,23,Sample X71,171887,
C,24,Sample X72,168159,
D,1,Sample X73,167389,
D,2,Sample X74,151598,
D,3,Sample X75,161261,
D,4,Sample X76,168956,
D,5,Sample X77,161739,
D,6,Sample X78,160093,
D,7,Sample X79,166156,
D,8,Sample X80,155478,
D,9,Sample X81,153365,
D,10,Sample X82,155414,
D,11,Sample X83,162288,
D,12,Sample X84,159245,
D,13,Sample X85,159796,
D,14,Sample X86,162785,
D,15,Sample X87,163079,
D,16,Sample X88,162509,
D,17,Sample X89,166135,
D,18,Sample X90,166360,
D,19,Sample X91,164232,
D,20,Sample X92,164502,
D,21,Sample X93,176977,
D,22,Sample X94,177607,
D,23,Sample X95,179843,
D,24,Sample X96,183348,
E,1,Sample X97,167475,
E,2,Sample X98,181763,
E,3,Sample X99,177523,
E,4,Sample X100,164531,
E,5,Sample X101,145819,
E,6,Sample X102,157987,
E,7,Sample X103,149399,
