Well Row,Well Col,Content,Raw Data (No filter),
A,1,Sample X1,208748,
A,2,Sample X2,210388,
A,3,Sample X3,219066,
A,4,Sample X4,207065,
A,5,Sample X5,154571,
A,6,Sample X6,234647,
A,7,Sample X7,201586,
A,8,Sample X8,211847,
A,9,Sample X9,320,
A,10,Sample X10,252,
A,11,Sample X11,222,
A,12,Sample X12,3537,
A,13,Sample X13,76070,
A,14,Sample X14,232064,
A,15,Sample X15,204055,
A,16,Sample X16,191682,
A,17,Sample X17,188846,
A,18,Sample X18,204365,
A,19,Sample X19,177943,
A,20,Sample X20,196821,
A,21,Sample X21,199043,
A,22,Sample X22,198273,
A,23,Sample X23,238698,
A,24,Sample X24,212739,
B,1,Sample X25,203360,
B,2,Sample X26,223221,
B,3,Sample X27,208516,
B,4,Sample X28,205244,
B,5,Sample X29,237554,
B,6,Sample X30,239647,
B,7,Sample X31,201506,
B,8,Sample X32,222255,
B,9,Sample X33,10827,
B,10,Sample X34,12030,
B,11,Sample X35,12217,
B,12,Sample X36,12492,
B,13,Sample X37,17733,
B,14,Sample X38,25848,
B,15,Sample X39,30653,
B,16,Sample X40,57563,
B,17,Sample X41,81711,
B,18,Sample X42,118908,
B,19,Sample X43,161852,
B,20,Sample X44,186859,
B,21,Sample X45,224966,
B,22,Sample X46,203309,
B,23,Sample X47,192907,
B,24,Sample X48,161699,
C,1,Sample X49,233123,
C,2,Sample X50,49844,
C,3,Sample X51,116479,
C,4,Sample X52,164991,
C,5,Sample X53,178611,
C,6,Sample X54,214687,
C,7,Sample X55,237190,
C,8,Sample X56,227295,
C,9,Sample X57,229769,
C,10,Sample X58,226511,
C,11,Sample X59,212197,
C,12,Sample X60,207353,
C,13,Sample X61,106738,
C,14,Sample X62,163541,
C,15,Sample X63,206078,
C,16,Sample X64,220418,
C,17,Sample X65,217172,
C,18,Sample X66,230405,
C,19,Sample X67,219295,
C,20,Sample X68,201944,
C,21,Sample X69,236498,
C,22,Sample X70,218110,
C,23,Sample X71,224479,
C,24,Sample X72,204005,
D,1,Sample X73,220565,
D,2,Sample X74,1984,
D,3,Sample X75,9231,
D,4,Sample X76,41666,
D,5,Sample X77,112460,
D,6,Sample X78,147982,
D,7,Sample X79,183368,
D,8,Sample X80,219898,
D,9,Sample X81,235787,
D,10,Sample X82,218098,
D,11,Sample X83,216435,
D,12,Sample X84,204089,
D,13,Sample X85,117284,
D,14,Sample X86,148862,
D,15,Sample X87,177679,
D,16,Sample X88,211239,
D,17,Sample X89,160774,
D,18,Sample X90,145226,
D,19,Sample X91,121980,
D,20,Sample X92,121789,
D,21,Sample X93,153701,
D,22,Sample X94,175687,
D,23,Sample X95,216521,
D,24,Sample X96,227138,
E,1,Sample X97,242108,
E,2,Sample X98,78917,
E,3,Sample X99,78951,
E,4,Sample X100,113808,
E,5,Sample X101,167506,
E,6,Sample X102,194733,
E,7,Sample X103,215278,
E,8,Sample X104,238258,
E,9,Sample X105,233816,
E,10,Sample X106,234075,
E,11,Sample X107,237393,
E,12,Sample X108,246034,
E,13,Sample X109,1248,
E,14,Sample X110,1056,
E,15,Sample X111,1428,
E,16,Sample X112,38557,
E,17,Sample X113,135602,
E,18,Sample X114,186532,
E,19,Sample X115,221357,
E,20,Sample X116,220106,
E,21,Sample X117,217674,
E,22,Sample X118,215111,
E,23,Sample X119,238597,
E,24,Sample X120,202874,
F,1,Sample X121,182619,
F,2,Sample X122,2836,
F,3,Sample X123,9225,
F,4,Sample X124,26852,
F,5,Sample X125,79718,
F,6,Sample X126,136963,
F,7,Sample X127,143643,
F,8,Sample X128,216016,
F,9,Sample X129,202749,
F,10,Sample X130,235524,
F,11,Sample X131,248382,
F,12,Sample X132,206119,
F,13,Sample X133,4890,
F,14,Sample X134,12214,
F,15,Sample X135,20103,
F,16,Sample X136,59695,
F,17,Sample X137,95403,
F,18,Sample X138,138999,
