Well Row,Well Col,Content,Raw Data (No filter),
A,1,Sample X1,406924,
A,2,Sample X2,339086,
A,3,Sample X3,400761,
A,4,Sample X4,389138,
A,5,Sample X5,403533,
A,6,Sample X6,369346,
A,7,Sample X7,395709,
A,8,Sample X8,402094,
A,9,Sample X9,431,
A,10,Sample X10,260,
A,11,Sample X11,241,
A,12,Sample X12,246,
A,13,Sample X13,13588,
A,14,Sample X14,274664,
A,15,Sample X15,330716,
A,16,Sample X16,360018,
A,17,Sample X17,361075,
A,18,Sample X18,365891,
A,19,Sample X19,388184,
A,20,Sample X20,376756,
A,21,Sample X21,383252,
A,22,Sample X22,388296,
A,23,Sample X23,415366,
A,24,Sample X24,415326,
B,1,Sample X25,395844,
B,2,Sample X26,373542,
B,3,Sample X27,401120,
B,4,Sample X28,393077,
B,5,Sample X29,379190,
B,6,Sample X30,375072,
B,7,Sample X31,382240,
B,8,Sample X32,397413,
B,9,Sample X33,18843,
B,10,Sample X34,19052,
B,11,Sample X35,20483,
B,12,Sample X36,18255,
B,13,Sample X37,37909,
B,14,Sample X38,42331,
B,15,Sample X39,63846,
B,16,Sample X40,104074,
B,17,Sample X41,149856,
B,18,Sample X42,230306,
B,19,Sample X43,324452,
B,20,Sample X44,319255,
B,21,Sample X45,362999,
B,22,Sample X46,388977,
B,23,Sample X47,374314,
B,24,Sample X48,403984,
C,1,Sample X49,395222,
C,2,Sample X50,2187,
C,3,Sample X51,2036,
C,4,Sample X52,2621,
C,5,Sample X53,45156,
C,6,Sample X54,146582,
C,7,Sample X55,206316,
C,8,Sample X56,310453,
C,9,Sample X57,351758,
C,10,Sample X58,408522,
C,11,Sample X59,365422,
C,12,Sample X60,386451,
C,13,Sample X61,403978,
C,14,Sample X62,364879,
C,15,Sample X63,334605,
C,16,Sample X64,361249,
C,17,Sample X65,380842,
C,18,Sample X66,358208,
C,19,Sample X67,377138,
C,20,Sample X68,386233,
C,21,Sample X69,370014,
C,22,Sample X70,392543,
C,23,Sample X71,400269,
C,24,Sample X72,410888,
D,1,Sample X73,409036,
D,2,Sample X74,85616,
D,3,Sample X75,195391,
D,4,Sample X76,358676,
D,5,Sample X77,394170,
D,6,Sample X78,387219,
D,7,Sample X79,368144,
D,8,Sample X80,387730,
D,9,Sample X81,398516,
D,10,Sample X82,357351,
D,11,Sample X83,392487,
D,12,Sample X84,369070,
D,13,Sample X85,192345,
D,14,Sample X86,275123,
D,15,Sample X87,292315,
D,16,Sample X88,284200,
D,17,Sample X89,332710,
D,18,Sample X90,368906,
