Well Row,Well Col,Content,Raw Data (No filter),
A,1,Sample X1,429184,
A,2,Sample X2,390568,
A,3,Sample X3,366232,
A,4,Sample X4,398619,
A,5,Sample X5,381596,
A,6,Sample X6,341866,
A,7,Sample X7,380121,
A,8,Sample X8,371127,
A,9,Sample X9,399,
A,10,Sample X10,242,
A,11,Sample X11,239,
A,12,Sample X12,302,
A,13,Sample X13,72821,
A,14,Sample X14,240995,
A,15,Sample X15,336839,
A,16,Sample X16,371389,
A,17,Sample X17,364515,
A,18,Sample X18,381763,
A,19,Sample X19,367690,
A,20,Sample X20,400162,
A,21,Sample X21,386009,
A,22,Sample X22,386655,
A,23,Sample X23,407350,
A,24,Sample X24,433032,
B,1,Sample X25,419403,
B,2,Sample X26,395053,
B,3,Sample X27,405143,
B,4,Sample X28,383053,
B,5,Sample X29,377297,
B,6,Sample X30,388201,
B,7,Sample X31,408846,
B,8,Sample X32,380015,
B,9,Sample X33,19159,
B,10,Sample X34,22107,
B,11,Sample X35,19889,
B,12,Sample X36,20622,
B,13,Sample X37,37951,
B,14,Sample X38,41161,
B,15,Sample X39,69569,
B,16,Sample X40,109554,
B,17,Sample X41,172782,
B,18,Sample X42,248291,
B,19,Sample X43,307618,
B,20,Sample X44,360533,
B,21,Sample X45,361896,
B,22,Sample X46,377821,
B,23,Sample X47,414140,
B,24,Sample X48,423187,
C,1,Sample X49,373897,
C,2,Sample X50,89401,
C,3,Sample X51,172178,
C,4,Sample X52,268516,
C,5,Sample X53,368641,
C,6,Sample X54,390084,
C,7,Sample X55,402553,
C,8,Sample X56,404343,
C,9,Sample X57,409375,
C,10,Sample X58,402715,
C,11,Sample X59,409577,
C,12,Sample X60,397611,
C,13,Sample X61,167900,
C,14,Sample X62,270156,
C,15,Sample X63,355999,
C,16,Sample X64,390421,
C,17,Sample X65,401770,
C,18,Sample X66,377507,
C,19,Sample X67,367984,
C,20,Sample X68,392458,
C,21,Sample X69,406579,
C,22,Sample X70,386828,
C,23,Sample X71,404480,
C,24,Sample X72,415943,
D,1,Sample X73,402572,
D,2,Sample X74,2780,
D,3,Sample X75,13101,
D,4,Sample X76,64639,
D,5,Sample X77,178348,
D,6,Sample X78,249528,
D,7,Sample X79,296599,
D,8,Sample X80,344158,
D,9,Sample X81,385937,
D,10,Sample X82,368501,
D,11,Sample X83,403808,
D,12,Sample X84,398413,
D,13,Sample X85,289663,
D,14,Sample X86,315942,
D,15,Sample X87,300250,
D,16,Sample X88,266887,
D,17,Sample X89,223907,
D,18,Sample X90,255710,
D,19,Sample X91,217437,
D,20,Sample X92,218594,
D,21,Sample X93,278386,
D,22,Sample X94,338211,
D,23,Sample X95,414613,
D,24,Sample X96,403974,
E,1,Sample X97,395032,
E,2,Sample X98,140024,
E,3,Sample X99,185434,
E,4,Sample X100,214773,
E,5,Sample X101,325157,
E,6,Sample X102,340514,
E,7,Sample X103,378095,
E,8,Sample X104,364813,
E,9,Sample X105,397522,
E,10,Sample X106,404495,
E,11,Sample X107,410710,
E,12,Sample X108,390164,
E,13,Sample X109,1634,
E,14,Sample X110,1427,
E,15,Sample X111,1882,
E,16,Sample X112,48882,
E,17,Sample X113,216834,
E,18,Sample X114,293275,
E,19,Sample X115,385233,
E,20,Sample X116,391065,
E,21,Sample X117,415559,
E,22,Sample X118,432992,
E,23,Sample X119,431056,
E,24,Sample X120,405538,
F,1,Sample X121,365610,
F,2,Sample X122,6355,
F,3,Sample X123,10611,
F,4,Sample X124,54771,
F,5,Sample X125,180134,
F,6,Sample X126,248812,
F,7,Sample X127,309657,
F,8,Sample X128,355683,
F,9,Sample X129,393963,
