Well Row,Well Col,Content,Raw Data (No filter),
A,1,Sample X1,353039,
A,2,Sample X2,351733,
A,3,Sample X3,350671,
A,4,Sample X4,351123,
A,5,Sample X5,315905,
A,6,Sample X6,343720,
A,7,Sample X7,344165,
A,8,Sample X8,321161,
A,9,Sample X9,336,
A,10,Sample X10,202,
A,11,Sample X11,213,
A,12,Sample X12,209,
A,13,Sample X13,73385,
A,14,Sample X14,253611,
A,15,Sample X15,301714,
A,16,Sample X16,300748,
A,17,Sample X17,294550,
A,18,Sample X18,326141,
A,19,Sample X19,320551,
A,20,Sample X20,352450,
A,21,Sample X21,307412,
A,22,Sample X22,340390,
A,23,Sample X23,339016,
A,24,Sample X24,330147,
B,1,Sample X25,354690,
B,2,Sample X26,354823,
B,3,Sample X27,331044,
B,4,Sample X28,363953,
B,5,Sample X29,348128,
B,6,Sample X30,309339,
B,7,Sample X31,343931,
B,8,Sample X32,336193,
B,9,Sample X33,15931,
B,10,Sample X34,17243,
B,11,Sample X35,16715,
B,12,Sample X36,17670,
B,13,Sample X37,29140,
B,14,Sample X38,39095,
B,15,Sample X39,58487,
B,16,Sample X40,87512,
B,17,Sample X41,111387,
B,18,Sample X42,204111,
B,19,Sample X43,282417,
B,20,Sample X44,297791,
B,21,Sample X45,299624,
B,22,Sample X46,311084,
B,23,Sample X47,324742,
B,24,Sample X48,319777,
C,1,Sample X49,356853,
C,2,Sample X50,58718,
C,3,Sample X51,130952,
C,4,Sample X52,206652,
C,5,Sample X53,285738,
C,6,Sample X54,307823,
C,7,Sample X55,338213,
C,8,Sample X56,306385,
C,9,Sample X57,341556,
C,10,Sample X58,350860,
C,11,Sample X59,358347,
C,12,Sample X60,340432,
C,13,Sample X61,144342,
C,14,Sample X62,224149,
C,15,Sample X63,297818,
C,16,Sample X64,335066,
C,17,Sample X65,332719,
C,18,Sample X66,316996,
C,19,Sample X67,362650,
C,20,Sample X68,316093,
C,21,Sample X69,339760,
C,22,Sample X70,342464,
C,23,Sample X71,347474,
C,24,Sample X72,339576,
D,1,Sample X73,349656,
D,2,Sample X74,2597,
D,3,Sample X75,11539,
D,4,Sample X76,53747,
D,5,Sample X77,151719,
D,6,Sample X78,233653,
D,7,Sample X79,267091,
D,8,Sample X80,309192,
D,9,Sample X81,342004,
D,10,Sample X82,314323,
D,11,Sample X83,336141,
D,12,Sample X84,377617,
D,13,Sample X85,222217,
D,14,Sample X86,265837,
D,15,Sample X87,287564,
D,16,Sample X88,228640,
D,17,Sample X89,199034,
D,18,Sample X90,216643,
D,19,Sample X91,201406,
D,20,Sample X92,175537,
D,21,Sample X93,215556,
D,22,Sample X94,277089,
D,23,Sample X95,337617,
D,24,Sample X96,348952,
E,1,Sample X97,357523,
E,2,Sample X98,108488,
E,3,Sample X99,139886,
E,4,Sample X100,197208,
E,5,Sample X101,284917,
E,6,Sample X102,307220,
E,7,Sample X103,292899,
E,8,Sample X104,321296,
E,9,Sample X105,293688,
E,10,Sample X106,353954,
E,11,Sample X107,333189,
E,12,Sample X108,336836,
E,13,Sample X109,1268,
E,14,Sample X110,1238,
E,15,Sample X111,1595,
E,16,Sample X112,40866,
E,17,Sample X113,207872,
E,18,Sample X114,283595,
E,19,Sample X115,313103,
E,20,Sample X116,332666,
E,21,Sample X117,320163,
E,22,Sample X118,348384,
E,23,Sample X119,358011,
E,24,Sample X120,350369,
F,1,Sample X121,362695,
F,2,Sample X122,5559,
F,3,Sample X123,8586,
F,4,Sample X124,50294,
F,5,Sample X125,155633,
F,6,Sample X126,236958,
F,7,Sample X127,260786,
F,8,Sample X128,345097,
F,9,Sample X129,333701,
F,10,Sample X130,340911,
F,11,Sample X131,368864,
F,12,Sample X132,349254,
F,13,Sample X133,10524,
F,14,Sample X134,24188,
F,15,Sample X135,54645,
F,16,Sample X136,141980,
F,17,Sample X137,178733,
F,18,Sample X138,223922,
F,19,Sample X139,281677,
F,20,Sample X140,319161,
F,21,Sample X141,345287,
F,22,Sample X142,312000,
F,23,Sample X143,366139,
F,24,Sample X144,339054,
G,1,Sample X145,362368,
G,2,Sample X146,286878,
G,3,Sample X147,313824,
G,4,Sample X148,322501,
G,5,Sample X149,341932,
G,6,Sample X150,322568,
G,7,Sample X151,358340,
G,8,Sample X152,366352,
G,9,Sample X153,374691,
G,10,Sample X154,294327,
G,11,Sample X155,328201,
G,12,Sample X156,357101,
G,13,Sample X157,4780,
G,14,Sample X158,14543,
G,15,Sample X159,40761,
G,16,Sample X160,119286,
G,17,Sample X161,194202,
G,18,Sample X162,213894,
G,19,Sample X163,283328,
G,20,Sample X164,304581,
G,21,Sample X165,345337,
G,22,Sample X166,349264,
G,23,Sample X167,341836,
G,24,Sample X168,364314,
H,1,Sample X169,377959,
H,2,Sample X170,307085,
H,3,Sample X171,299580,
H,4,Sample X172,314901,
H,5,Sample X173,301560,
H,6,Sample X174,301075,
H,7,Sample X175,325927,
H,8,Sample X176,298111,
H,9,Sample X177,306008,
H,10,Sample X178,273186,
H,11,Sample X179,295931,
H,12,Sample X180,346744,
H,13,Sample X181,208121,
H,14,Sample X182,267276,
H,15,Sample X183,320648,
H,16,Sample X184,338938,
H,17,Sample X185,372581,
H,18,Sample X186,339433,
H,19,Sample X187,347861,
H,20,Sample X188,362641,
H,21,Sample X189,344302,
H,22,Sample X190,361995,
H,23,Sample X191,330226,
H,24,Sample X192,372507,
I,1,Sample X193,330773,
I,2,Sample X194,178939,
I,3,Sample X195,220669,
I,4,Sample X196,274356,
I,5,Sample X197,299140,
I,6,Sample X198,332064,
I,7,Sample X199,319085,
I,8,Sample X200,362156,
I,9,Sample X201,357989,
I,10,Sample X202,380720,
I,11,Sample X203,361972,
I,12,Sample X204,340745,
I,13,Sample X205,1640,
I,14,Sample X206,1535,
I,15,Sample X207,3509,
I,16,Sample X208,159534,
I,17,Sample X209,255773,
I,18,Sample X210,276047,
I,19,Sample X211,346410,
I,20,Sample X212,357545,
I,21,Sample X213,348779,
I,22,Sample X214,376056,
I,23,Sample X215,357677,
I,24,Sample X216,376383,
J,1,Sample X217,331980,
J,2,Sample X218,305586,
J,3,Sample X219,309533,
J,4,Sample X220,324224,
J,5,Sample X221,334343,
J,6,Sample X222,354672,
J,7,Sample X223,335738,
J,8,Sample X224,335514,
J,9,Sample X225,355037,
J,10,Sample X226,371707,
J,11,Sample X227,343775,
J,12,Sample X228,359817,
J,13,Sample X229,302029,
J,14,Sample X230,369050,
J,15,Sample X231,372351,
J,16,Sample X232,296402,
J,17,Sample X233,343929,
J,18,Sample X234,298665,
J,19,Sample X235,332771,
J,20,Sample X236,350409,
J,21,Sample X237,317070,
J,22,Sample X238,376327,
J,23,Sample X239,353304,
J,24,Sample X240,342608,
K,1,Sample X241,359738,
K,2,Sample X242,345345,
K,3,Sample X243,349007,
K,4,Sample X244,366391,
K,5,Sample X245,360039,
K,6,Sample X246,363312,
K,7,Sample X247,324749,
K,8,Sample X248,364046,
K,9,Sample X249,382261,
K,10,Sample X250,362689,
K,11,Sample X251,354351,
K,12,Sample X252,355149,
K,13,Sample X253,303408,
K,14,Sample X254,329652,
K,15,Sample X255,323608,
K,16,Sample X256,373187,
K,17,Sample X257,368785,
K,18,Sample X258,352724,
K,19,Sample X259,336795,
K,20,Sample X260,364713,
K,21,Sample X261,371609,
K,22,Sample X262,361964,
K,23,Sample X263,361862,
K,24,Sample X264,388277,
L,1,Sample X265,350733,
L,2,Sample X266,19714,
L,3,Sample X267,68271,
L,4,Sample X268,115578,
L,5,Sample X269,264962,
L,6,Sample X270,283463,
L,7,Sample X271,337722,
L,8,Sample X272,367892,
L,9,Sample X273,349550,
L,10,Sample X274,327368,
L,11,Sample X275,356498,
L,12,Sample X276,341569,
L,13,Sample X277,186345,
