Well Row,Well Col,Content,Raw Data (No filter),
A,1,Sample X1,163812,
A,2,Sample X2,158737,
A,3,Sample X3,108925,
A,4,Sample X4,138489,
A,5,Sample X5,141269,
A,6,Sample X6,139254,
A,7,Sample X7,148637,
A,8,Sample X8,119250,
A,9,Sample X9,254,
A,10,Sample X10,207,
A,11,Sample X11,221,
A,12,Sample X12,214,
A,13,Sample X13,62050,
A,14,Sample X14,89349,
A,15,Sample X15,116741,
A,16,Sample X16,110010,
A,17,Sample X17,125861,
A,18,Sample X18,147123,
A,19,Sample X19,119620,
A,20,Sample X20,142095,
A,21,Sample X21,149112,
A,22,Sample X22,138650,
A,23,Sample X23,163580,
A,24,Sample X24,182869,
B,1,Sample X25,179822,
B,2,Sample X26,159586,
B,3,Sample X27,124319,
B,4,Sample X28,126317,
B,5,Sample X29,148390,
B,6,Sample X30,138367,
B,7,Sample X31,154695,
B,8,Sample X32,133207,
B,9,Sample X33,10024,
B,10,Sample X34,9565,
B,11,Sample X35,10130,
B,12,Sample X36,9438,
B,13,Sample X37,13719,
B,14,Sample X38,15387,
B,15,Sample X39,15490,
B,16,Sample X40,31182,
B,17,Sample X41,44828,
B,18,Sample X42,80136,
B,19,Sample X43,118787,
B,20,Sample X44,120198,
B,21,Sample X45,146461,
B,22,Sample X46,137190,
B,23,Sample X47,138654,
B,24,Sample X48,185858,
C,1,Sample X49,161056,
C,2,Sample X50,41378,
C,3,Sample X51,71001,
C,4,Sample X52,93546,
C,5,Sample X53,121103,
C,6,Sample X54,126133,
C,7,Sample X55,134410,
C,8,Sample X56,118563,
C,9,Sample X57,120384,
C,10,Sample X58,134517,
C,11,Sample X59,136535,
C,12,Sample X60,120097,
C,13,Sample X61,102074,
C,14,Sample X62,120265,
C,15,Sample X63,125964,
C,16,Sample X64,130184,
C,17,Sample X65,116855,
C,18,Sample X66,121508,
C,19,Sample X67,131973,
C,20,Sample X68,126244,
C,21,Sample X69,121016,
C,22,Sample X70,125208,
C,23,Sample X71,138309,
C,24,Sample X72,152823,
D,1,Sample X73,142500,
D,2,Sample X74,16951,
D,3,Sample X75,17976,
D,4,Sample X76,22107,
D,5,Sample X77,20718,
D,6,Sample X78,27598,
D,7,Sample X79,33452,
D,8,Sample X80,86506,
D,9,Sample X81,94588,
D,10,Sample X82,125333,
D,11,Sample X83,115367,
D,12,Sample X84,140268,
D,13,Sample X85,23795,
D,14,Sample X86,24570,
D,15,Sample X87,87070,
D,16,Sample X88,136651,
D,17,Sample X89,119377,
D,18,Sample X90,130473,
D,19,Sample X91,114542,
D,20,Sample X92,131589,
D,21,Sample X93,137879,
D,22,Sample X94,131752,
D,23,Sample X95,120888,
D,24,Sample X96,148788,
E,1,Sample X97,143944,
E,2,Sample X98,7274,
E,3,Sample X99,10433,
E,4,Sample X100,25883,
E,5,Sample X101,48861,
E,6,Sample X102,91996,
E,7,Sample X103,76280,
E,8,Sample X104,100656,
E,9,Sample X105,146776,
E,10,Sample X106,107117,
E,11,Sample X107,128434,
E,12,Sample X108,150443,
E,13,Sample X109,1315,
E,14,Sample X110,1234,
E,15,Sample X111,1970,
E,16,Sample X112,66238,
E,17,Sample X113,97082,
E,18,Sample X114,99423,
E,19,Sample X115,123757,
E,20,Sample X116,123640,
E,21,Sample X117,137213,
E,22,Sample X118,161224,
E,23,Sample X119,159257,
E,24,Sample X120,161209,
F,1,Sample X121,150812,
F,2,Sample X122,16170,
F,3,Sample X123,21222,
F,4,Sample X124,20294,
F,5,Sample X125,31423,
F,6,Sample X126,60483,
F,7,Sample X127,73949,
F,8,Sample X128,87153,
F,9,Sample X129,130308,
F,10,Sample X130,125526,
F,11,Sample X131,144432,
F,12,Sample X132,132704,
F,13,Sample X133,49424,
F,14,Sample X134,78064,
F,15,Sample X135,105345,
F,16,Sample X136,121818,
F,17,Sample X137,122524,
F,18,Sample X138,151500,
F,19,Sample X139,133299,
F,20,Sample X140,122830,
F,21,Sample X141,136393,
F,22,Sample X142,125708,
F,23,Sample X143,137980,
F,24,Sample X144,171855,
G,1,Sample X145,153692,
G,2,Sample X146,1408,
G,3,Sample X147,1508,
G,4,Sample X148,132275,
G,5,Sample X149,127048,
G,6,Sample X150,144187,
G,7,Sample X151,130349,
G,8,Sample X152,142536,
G,9,Sample X153,160749,
G,10,Sample X154,139842,
G,11,Sample X155,145788,
G,12,Sample X156,149685,
G,13,Sample X157,57995,
G,14,Sample X158,64720,
G,15,Sample X159,90097,
G,16,Sample X160,88345,
G,17,Sample X161,119122,
G,18,Sample X162,118828,
G,19,Sample X163,125946,
G,20,Sample X164,126711,
G,21,Sample X165,117177,
G,22,Sample X166,123856,
G,23,Sample X167,146417,
G,24,Sample X168,173131,
H,1,Sample X169,145719,
H,2,Sample X170,7039,
H,3,Sample X171,15632,
H,4,Sample X172,75561,
H,5,Sample X173,162737,
H,6,Sample X174,159428,
H,7,Sample X175,148200,
H,8,Sample X176,122952,
H,9,Sample X177,136698,
H,10,Sample X178,120988,
H,11,Sample X179,128386,
H,12,Sample X180,150786,
H,13,Sample X181,9646,
H,14,Sample X182,13468,
H,15,Sample X183,93720,
H,16,Sample X184,66478,
H,17,Sample X185,166350,
H,18,Sample X186,119244,
H,19,Sample X187,144365,
H,20,Sample X188,128704,
H,21,Sample X189,2599,
H,22,Sample X190,126206,
H,23,Sample X191,119289,
H,24,Sample X192,162153,
I,1,Sample X193,151618,
I,2,Sample X194,35803,
I,3,Sample X195,40404,
I,4,Sample X196,54513,
I,5,Sample X197,93354,
I,6,Sample X198,129189,
I,7,Sample X199,132621,
I,8,Sample X200,139670,
I,9,Sample X201,148781,
I,10,Sample X202,146269,
I,11,Sample X203,148052,
I,12,Sample X204,137560,
I,13,Sample X205,118787,
I,14,Sample X206,127822,
I,15,Sample X207,121783,
I,16,Sample X208,125414,
I,17,Sample X209,146013,
I,18,Sample X210,47024,
I,19,Sample X211,102475,
I,20,Sample X212,110501,
I,21,Sample X213,132153,
I,22,Sample X214,102037,
I,23,Sample X215,135223,
I,24,Sample X216,159129,
J,1,Sample X217,176531,
J,2,Sample X218,8449,
J,3,Sample X219,15241,
J,4,Sample X220,28243,
J,5,Sample X221,54378,
J,6,Sample X222,90072,
J,7,Sample X223,102582,
J,8,Sample X224,129778,
J,9,Sample X225,126802,
J,10,Sample X226,137471,
J,11,Sample X227,125099,
J,12,Sample X228,133700,
J,13,Sample X229,174774,
J,14,Sample X230,169561,
J,15,Sample X231,136389,
J,16,Sample X232,123521,
J,17,Sample X233,141340,
J,18,Sample X234,144106,
J,19,Sample X235,150886,
J,20,Sample X236,139624,
J,21,Sample X237,170226,
J,22,Sample X238,143282,
J,23,Sample X239,122305,
J,24,Sample X240,141112,
K,1,Sample X241,158508,
K,2,Sample X242,78068,
K,3,Sample X243,94103,
K,4,Sample X244,129558,
K,5,Sample X245,119647,
K,6,Sample X246,123606,
K,7,Sample X247,143733,
K,8,Sample X248,136910,
K,9,Sample X249,131652,
K,10,Sample X250,121454,
K,11,Sample X251,139339,
K,12,Sample X252,132949,
K,13,Sample X253,1499,
K,14,Sample X254,1459,
K,15,Sample X255,6867,
K,16,Sample X256,55301,
K,17,Sample X257,119321,
K,18,Sample X258,110829,
