Well Row,Well Col,Content,Raw Data (No filter),
A,1,Sample X1,304254,
A,2,Sample X2,339036,
A,3,Sample X3,303230,
A,4,Sample X4,286126,
A,5,Sample X5,309263,
A,6,Sample X6,315038,
A,7,Sample X7,302087,
A,8,Sample X8,317997,
A,9,Sample X9,352,
A,10,Sample X10,262,
A,11,Sample X11,198,
A,12,Sample X12,230,
A,13,Sample X13,45834,
A,14,Sample X14,204471,
A,15,Sample X15,279962,
A,16,Sample X16,275441,
A,17,Sample X17,264153,
A,18,Sample X18,287165,
A,19,Sample X19,311735,
A,20,Sample X20,318968,
A,21,Sample X21,343402,
A,22,Sample X22,280268,
A,23,Sample X23,333541,
A,24,Sample X24,304420,
B,1,Sample X25,287384,
B,2,Sample X26,347263,
B,3,Sample X27,265072,
B,4,Sample X28,329884,
B,5,Sample X29,275462,
B,6,Sample X30,301280,
B,7,Sample X31,315673,
B,8,Sample X32,313060,
B,9,Sample X33,14450,
B,10,Sample X34,14842,
B,11,Sample X35,12892,
B,12,Sample X36,15540,
B,13,Sample X37,26691,
B,14,Sample X38,33754,
B,15,Sample X39,50457,
B,16,Sample X40,77997,
B,17,Sample X41,119687,
B,18,Sample X42,206973,
B,19,Sample X43,279865,
B,20,Sample X44,288786,
B,21,Sample X45,268012,
B,22,Sample X46,265203,
B,23,Sample X47,342617,
B,24,Sample X48,300339,
C,1,Sample X49,298448,
C,2,Sample X50,172350,
C,3,Sample X51,200132,
C,4,Sample X52,229982,
C,5,Sample X53,306046,
C,6,Sample X54,318442,
C,7,Sample X55,308409,
C,8,Sample X56,295422,
C,9,Sample X57,313471,
C,10,Sample X58,274451,
C,11,Sample X59,309462,
C,12,Sample X60,254376,
C,13,Sample X61,200088,
C,14,Sample X62,257774,
C,15,Sample X63,263432,
C,16,Sample X64,266769,
C,17,Sample X65,305107,
C,18,Sample X66,299883,
C,19,Sample X67,328273,
C,20,Sample X68,299131,
C,21,Sample X69,313330,
C,22,Sample X70,309075,
C,23,Sample X71,327566,
C,24,Sample X72,338799,
D,1,Sample X73,246636,
D,2,Sample X74,16123,
D,3,Sample X75,24260,
D,4,Sample X76,32382,
D,5,Sample X77,60442,
D,6,Sample X78,86867,
D,7,Sample X79,116927,
D,8,Sample X80,200461,
D,9,Sample X81,255188,
D,10,Sample X82,296607,
D,11,Sample X83,291761,
D,12,Sample X84,280631,
D,13,Sample X85,248844,
D,14,Sample X86,303924,
D,15,Sample X87,304460,
D,16,Sample X88,313840,
D,17,Sample X89,309727,
D,18,Sample X90,353166,
D,19,Sample X91,317850,
D,20,Sample X92,320288,
D,21,Sample X93,286101,
D,22,Sample X94,328817,
D,23,Sample X95,318896,
D,24,Sample X96,370691,
E,1,Sample X97,282314,
E,2,Sample X98,119835,
E,3,Sample X99,107297,
E,4,Sample X100,204762,
E,5,Sample X101,258707,
E,6,Sample X102,283250,
E,7,Sample X103,266291,
E,8,Sample X104,282259,
E,9,Sample X105,299195,
E,10,Sample X106,306905,
E,11,Sample X107,267587,
E,12,Sample X108,239239,
E,13,Sample X109,26664,
E,14,Sample X110,64591,
E,15,Sample X111,139137,
E,16,Sample X112,215818,
E,17,Sample X113,178418,
E,18,Sample X114,298111,
E,19,Sample X115,300123,
E,20,Sample X116,320567,
E,21,Sample X117,344084,
E,22,Sample X118,314412,
E,23,Sample X119,307331,
E,24,Sample X120,300378,
F,1,Sample X121,303722,
F,2,Sample X122,197285,
F,3,Sample X123,248531,
F,4,Sample X124,240020,
F,5,Sample X125,291829,
F,6,Sample X126,307933,
F,7,Sample X127,300583,
F,8,Sample X128,289855,
F,9,Sample X129,286676,
F,10,Sample X130,298581,
F,11,Sample X131,284329,
F,12,Sample X132,181388,
F,13,Sample X133,2389,
F,14,Sample X134,2090,
F,15,Sample X135,91437,
F,16,Sample X136,224232,
F,17,Sample X137,289967,
F,18,Sample X138,286613,
F,19,Sample X139,318925,
F,20,Sample X140,319881,
F,21,Sample X141,309318,
F,22,Sample X142,327988,
F,23,Sample X143,275952,
F,24,Sample X144,312102,
G,1,Sample X145,290503,
G,2,Sample X146,2062,
G,3,Sample X147,2024,
G,4,Sample X148,2359,
G,5,Sample X149,98844,
G,6,Sample X150,193454,
G,7,Sample X151,239466,
G,8,Sample X152,292515,
G,9,Sample X153,314202,
G,10,Sample X154,312532,
G,11,Sample X155,297062,
G,12,Sample X156,249796,
G,13,Sample X157,179638,
G,14,Sample X158,185201,
G,15,Sample X159,225712,
G,16,Sample X160,277683,
G,17,Sample X161,278545,
G,18,Sample X162,276939,
G,19,Sample X163,294409,
G,20,Sample X164,355754,
G,21,Sample X165,354898,
G,22,Sample X166,317075,
G,23,Sample X167,314730,
G,24,Sample X168,335611,
H,1,Sample X169,291616,
