Well Row,Well Col,Content, Raw Data (530-15/590-20),
A,1,Sample X1,151433,
A,2,Sample X2,152467,
A,3,Sample X3,151172,
A,4,Sample X4,144994,
A,5,Sample X5,152682,
A,6,Sample X6,146072,
A,7,Sample X7,146900,
A,8,Sample X8,138703,
A,9,Sample X9,1798,
A,10,Sample X10,1781,
A,11,Sample X11,1775,
A,12,Sample X12,1782,
A,13,Sample X13,62883,
A,14,Sample X14,107438,
A,15,Sample X15,117745,
A,16,Sample X16,124436,
A,17,Sample X17,131131,
A,18,Sample X18,144541,
A,19,Sample X19,140543,
A,20,Sample X20,139270,
A,21,Sample X21,147763,
A,22,Sample X22,152506,
A,23,Sample X23,149426,
A,24,Sample X24,140683,
B,1,Sample X25,157701,
B,2,Sample X26,154809,
B,3,Sample X27,152182,
B,4,Sample X28,150110,
B,5,Sample X29,144369,
B,6,Sample X30,150582,
B,7,Sample X31,147627,
B,8,Sample X32,144774,
B,9,Sample X33,106244,
B,10,Sample X34,104219,
B,11,Sample X35,102566,
B,12,Sample X36,103350,
B,13,Sample X37,136661,
B,14,Sample X38,144564,
B,15,Sample X39,147790,
B,16,Sample X40,146042,
B,17,Sample X41,147746,
B,18,Sample X42,145636,
B,19,Sample X43,143220,
B,20,Sample X44,147870,
B,21,Sample X45,153120,
B,22,Sample X46,147907,
B,23,Sample X47,146057,
B,24,Sample X48,150156,
C,1,Sample X49,163710,
C,2,Sample X50,158799,
C,3,Sample X51,156636,
C,4,Sample X52,155698,
C,5,Sample X53,148905,
C,6,Sample X54,152461,
C,7,Sample X55,150136,
C,8,Sample X56,151896,
C,9,Sample X57,147128,
C,10,Sample X58,143506,
C,11,Sample X59,146775,
C,12,Sample X60,139200,
C,13,Sample X61,145210,
C,14,Sample X62,146383,
C,15,Sample X63,145285,
C,16,Sample X64,145346,
C,17,Sample X65,147878,
C,18,Sample X66,140954,
C,19,Sample X67,144194,
C,20,Sample X68,145296,
C,21,Sample X69,135121,
C,22,Sample X70,146104,
C,23,Sample X71,147636,
C,24,Sample X72,148894,
D,1,Sample X73,156164,
D,2,Sample X74,130410,
D,3,Sample X75,143212,
D,4,Sample X76,144107,
D,5,Sample X77,146888,
D,6,Sample X78,148891,
D,7,Sample X79,148761,
D,8,Sample X80,149599,
D,9,Sample X81,146460,
D,10,Sample X82,148449,
D,11,Sample X83,146954,
D,12,Sample X84,143904,
D,13,Sample X85,134783,
D,14,Sample X86,137967,
D,15,Sample X87,138512,
D,16,Sample X88,143292,
D,17,Sample X89,146129,
D,18,Sample X90,140236,
D,19,Sample X91,142792,
D,20,Sample X92,141372,
D,21,Sample X93,140805,
D,22,Sample X94,143773,
D,23,Sample X95,148555,
D,24,Sample X96,151469,
E,1,Sample X97,154785,
E,2,Sample X98,165289,
E,3,Sample X99,161689,
E,4,Sample X100,153861,
E,5,Sample X101,157323,
E,6,Sample X102,154113,
E,7,Sample X103,146545,
E,8,Sample X104,150649,
E,9,Sample X105,145034,
E,10,Sample X106,136626,
E,11,Sample X107,144958,
E,12,Sample X108,144075,
E,13,Sample X109,133912,
E,14,Sample X110,147749,
E,15,Sample X111,140634,
E,16,Sample X112,140176,
E,17,Sample X113,143710,
E,18,Sample X114,141290,
E,19,Sample X115,144239,
E,20,Sample X116,140059,
E,21,Sample X117,142894,
E,22,Sample X118,146132,
E,23,Sample X119,145345,
E,24,Sample X120,151073,
F,1,Sample X121,158625,
F,2,Sample X122,151873,
F,3,Sample X123,154044,
F,4,Sample X124,155672,
F,5,Sample X125,154892,
F,6,Sample X126,147194,
F,7,Sample X127,142344,
F,8,Sample X128,147024,
F,9,Sample X129,140731,
F,10,Sample X130,139456,
F,11,Sample X131,142506,
F,12,Sample X132,146251,
F,13,Sample X133,2275,
F,14,Sample X134,2245,
F,15,Sample X135,111869,
F,16,Sample X136,144843,
F,17,Sample X137,140549,
F,18,Sample X138,134823,
F,19,Sample X139,138911,
F,20,Sample X140,138299,
F,21,Sample X141,142587,
F,22,Sample X142,143460,
F,23,Sample X143,148462,
F,24,Sample X144,146354,
G,1,Sample X145,156495,
G,2,Sample X146,2551,
G,3,Sample X147,2507,
G,4,Sample X148,2673,
G,5,Sample X149,122384,
G,6,Sample X150,137980,
G,7,Sample X151,147382,
G,8,Sample X152,145684,
G,9,Sample X153,136659,
G,10,Sample X154,144186,
G,11,Sample X155,141521,
G,12,Sample X156,144627,
G,13,Sample X157,137286,
G,14,Sample X158,135964,
G,15,Sample X159,135232,
G,16,Sample X160,128289,
G,17,Sample X161,132756,
G,18,Sample X162,126805,
G,19,Sample X163,141180,
G,20,Sample X164,137943,
G,21,Sample X165,142656,
G,22,Sample X166,139923,
G,23,Sample X167,144314,
G,24,Sample X168,147353,
H,1,Sample X169,150812,
H,2,Sample X170,150815,
H,3,Sample X171,152936,
H,4,Sample X172,150346,
H,5,Sample X173,145764,
H,6,Sample X174,142841,
H,7,Sample X175,142214,
H,8,Sample X176,142378,
H,9,Sample X177,142393,
H,10,Sample X178,144805,
H,11,Sample X179,144792,
H,12,Sample X180,139170,
H,13,Sample X181,139333,
H,14,Sample X182,139306,
H,15,Sample X183,129509,
H,16,Sample X184,135428,
H,17,Sample X185,126224,
H,18,Sample X186,132181,
H,19,Sample X187,135613,
H,20,Sample X188,138379,
H,21,Sample X189,141367,
H,22,Sample X190,144929,
H,23,Sample X191,145035,
H,24,Sample X192,145769,
I,1,Sample X193,157523,
I,2,Sample X194,83410,
I,3,Sample X195,126326,
I,4,Sample X196,146067,
I,5,Sample X197,147462,
I,6,Sample X198,150699,
I,7,Sample X199,140642,
I,8,Sample X200,143113,
I,9,Sample X201,149272,
I,10,Sample X202,149734,
I,11,Sample X203,149802,
I,12,Sample X204,146686,
I,13,Sample X205,106550,
I,14,Sample X206,120889,
I,15,Sample X207,121351,
I,16,Sample X208,136910,
I,17,Sample X209,122380,
I,18,Sample X210,116944,
I,19,Sample X211,118817,
I,20,Sample X212,136633,
I,21,Sample X213,141351,
I,22,Sample X214,146520,
I,23,Sample X215,147807,
I,24,Sample X216,148107,
J,1,Sample X217,160685,
J,2,Sample X218,148565,
J,3,Sample X219,151669,
J,4,Sample X220,149044,
J,5,Sample X221,151721,
J,6,Sample X222,149831,
J,7,Sample X223,143961,
J,8,Sample X224,144217,
J,9,Sample X225,148893,
J,10,Sample X226,144997,
J,11,Sample X227,142022,
J,12,Sample X228,143961,
J,13,Sample X229,143386,
J,14,Sample X230,138385,
J,15,Sample X231,143306,
J,16,Sample X232,140922,
J,17,Sample X233,141742,
J,18,Sample X234,129132,
J,19,Sample X235,125066,
J,20,Sample X236,130319,
J,21,Sample X237,142216,
J,22,Sample X238,141518,
J,23,Sample X239,145671,
J,24,Sample X240,145609,
K,1,Sample X241,157069,
K,2,Sample X242,124781,
K,3,Sample X243,129151,
K,4,Sample X244,142785,
K,5,Sample X245,145899,
K,6,Sample X246,146092,
K,7,Sample X247,139612,
K,8,Sample X248,144142,
K,9,Sample X249,140504,
K,10,Sample X250,146021,
K,11,Sample X251,143558,
K,12,Sample X252,142629,
K,13,Sample X253,140799,
K,14,Sample X254,141011,
K,15,Sample X255,141470,
K,16,Sample X256,142794,
K,17,Sample X257,133578,
K,18,Sample X258,127084,
K,19,Sample X259,131672,
K,20,Sample X260,136775,
K,21,Sample X261,138363,
K,22,Sample X262,143243,
K,23,Sample X263,147223,
K,24,Sample X264,148600,
L,1,Sample X265,160058,
L,2,Sample X266,145172,
L,3,Sample X267,147807,
L,4,Sample X268,150761,
L,5,Sample X269,150693,
L,6,Sample X270,143237,
L,7,Sample X271,148741,
L,8,Sample X272,142512,
L,9,Sample X273,146848,
L,10,Sample X274,134781,
L,11,Sample X275,144284,
L,12,Sample X276,139386,
L,13,Sample X277,138100,
L,14,Sample X278,134719,
L,15,Sample X279,148658,
L,16,Sample X280,137750,
L,17,Sample X281,142286,
L,18,Sample X282,129148,
L,19,Sample X283,132682,
L,20,Sample X284,142886,
L,21,Sample X285,142418,
L,22,Sample X286,144421,
L,23,Sample X287,149859,
L,24,Sample X288,145155,
M,1,Sample X289,159833,
M,2,Sample X290,151027,
M,3,Sample X291,153895,
M,4,Sample X292,154018,
M,5,Sample X293,156521,
M,6,Sample X294,148060,
M,7,Sample X295,141939,
M,8,Sample X296,147428,
M,9,Sample X297,143030,
M,10,Sample X298,138349,
M,11,Sample X299,146532,
M,12,Sample X300,141211,
M,13,Sample X301,139925,
