Well Row,Well Col,Content,Raw Data (No filter),
A,1,Sample X1,268156,
A,2,Sample X2,207160,
A,3,Sample X3,210157,
A,4,Sample X4,188352,
A,5,Sample X5,163301,
A,6,Sample X6,184203,
A,7,Sample X7,174194,
A,8,Sample X8,151340,
A,9,Sample X9,312,
A,10,Sample X10,217,
A,11,Sample X11,221,
A,12,Sample X12,241,
A,13,Sample X13,75537,
A,14,Sample X14,126753,
A,15,Sample X15,147954,
A,16,Sample X16,164555,
A,17,Sample X17,141536,
A,18,Sample X18,150904,
A,19,Sample X19,149544,
A,20,Sample X20,161810,
A,21,Sample X21,169945,
A,22,Sample X22,182871,
A,23,Sample X23,197785,
A,24,Sample X24,182022,
B,1,Sample X25,198754,
B,2,Sample X26,138810,
B,3,Sample X27,143245,
B,4,Sample X28,152077,
B,5,Sample X29,161956,
B,6,Sample X30,137894,
B,7,Sample X31,165391,
B,8,Sample X32,139408,
B,9,Sample X33,9222,
B,10,Sample X34,9490,
B,11,Sample X35,8739,
B,12,Sample X36,8759,
B,13,Sample X37,13203,
B,14,Sample X38,16092,
B,15,Sample X39,19863,
B,16,Sample X40,36661,
B,17,Sample X41,53098,
B,18,Sample X42,95545,
B,19,Sample X43,121789,
B,20,Sample X44,134926,
B,21,Sample X45,119769,
B,22,Sample X46,154582,
B,23,Sample X47,154557,
B,24,Sample X48,226894,
C,1,Sample X49,145534,
C,2,Sample X50,95220,
C,3,Sample X51,107587,
C,4,Sample X52,115219,
C,5,Sample X53,171034,
C,6,Sample X54,164515,
C,7,Sample X55,141322,
C,8,Sample X56,127797,
C,9,Sample X57,165676,
C,10,Sample X58,141323,
C,11,Sample X59,158217,
C,12,Sample X60,120402,
C,13,Sample X61,103193,
C,14,Sample X62,115630,
C,15,Sample X63,134670,
C,16,Sample X64,129360,
C,17,Sample X65,139752,
C,18,Sample X66,156435,
C,19,Sample X67,151747,
C,20,Sample X68,155842,
C,21,Sample X69,174448,
C,22,Sample X70,156787,
C,23,Sample X71,150478,
C,24,Sample X72,193630,
D,1,Sample X73,125054,
D,2,Sample X74,8821,
