Well Row,Well Col,Content,Raw Data (No filter),
A,1,Sample X1,253413,
A,2,Sample X2,252005,
A,3,Sample X3,281396,
A,4,Sample X4,306126,
A,5,Sample X5,281091,
A,6,Sample X6,282607,
A,7,Sample X7,270706,
A,8,Sample X8,287192,
A,9,Sample X9,383,
A,10,Sample X10,283,
A,11,Sample X11,237,
A,12,Sample X12,306,
A,13,Sample X13,88536,
A,14,Sample X14,304486,
A,15,Sample X15,270552,
A,16,Sample X16,269215,
A,17,Sample X17,260267,
A,18,Sample X18,276570,
A,19,Sample X19,260973,
A,20,Sample X20,286052,
A,21,Sample X21,243882,
A,22,Sample X22,310460,
A,23,Sample X23,286856,
A,24,Sample X24,336323,
B,1,Sample X25,304993,
B,2,Sample X26,310491,
B,3,Sample X27,259743,
B,4,Sample X28,270529,
B,5,Sample X29,294688,
B,6,Sample X30,224059,
B,7,Sample X31,263641,
B,8,Sample X32,250125,
B,9,Sample X33,14018,
B,10,Sample X34,13580,
B,11,Sample X35,13475,
B,12,Sample X36,13101,
B,13,Sample X37,18027,
B,14,Sample X38,24246,
B,15,Sample X39,45648,
B,16,Sample X40,72772,
B,17,Sample X41,89202,
B,18,Sample X42,149662,
B,19,Sample X43,211224,
B,20,Sample X44,266831,
B,21,Sample X45,260487,
B,22,Sample X46,318175,
B,23,Sample X47,304178,
B,24,Sample X48,311096,
C,1,Sample X49,266718,
C,2,Sample X50,50165,
C,3,Sample X51,124691,
C,4,Sample X52,174360,
C,5,Sample X53,231472,
C,6,Sample X54,229688,
C,7,Sample X55,241928,
C,8,Sample X56,265193,
C,9,Sample X57,280967,
C,10,Sample X58,303338,
C,11,Sample X59,275854,
C,12,Sample X60,273017,
C,13,Sample X61,112816,
C,14,Sample X62,163159,
C,15,Sample X63,228123,
C,16,Sample X64,307321,
C,17,Sample X65,227956,
C,18,Sample X66,240116,
C,19,Sample X67,269807,
C,20,Sample X68,250728,
C,21,Sample X69,241490,
C,22,Sample X70,241541,
C,23,Sample X71,276580,
C,24,Sample X72,304034,
D,1,Sample X73,326747,
D,2,Sample X74,2354,
D,3,Sample X75,9996,
D,4,Sample X76,41887,
D,5,Sample X77,126966,
D,6,Sample X78,188179,
D,7,Sample X79,215359,
D,8,Sample X80,250601,
D,9,Sample X81,271429,
D,10,Sample X82,261878,
D,11,Sample X83,268744,
D,12,Sample X84,299542,
D,13,Sample X85,146858,
D,14,Sample X86,182285,
D,15,Sample X87,196641,
D,16,Sample X88,220464,
D,17,Sample X89,223608,
D,18,Sample X90,180591,
D,19,Sample X91,155841,
D,20,Sample X92,137073,
D,21,Sample X93,191393,
D,22,Sample X94,229954,
D,23,Sample X95,262490,
D,24,Sample X96,335377,
E,1,Sample X97,289160,
E,2,Sample X98,104661,
E,3,Sample X99,126649,
E,4,Sample X100,154762,
E,5,Sample X101,201251,
E,6,Sample X102,241581,
E,7,Sample X103,235213,
E,8,Sample X104,287361,
E,9,Sample X105,249596,
E,10,Sample X106,254974,
E,11,Sample X107,258562,
E,12,Sample X108,264169,
E,13,Sample X109,1354,
E,14,Sample X110,1211,
E,15,Sample X111,1552,
E,16,Sample X112,54388,
E,17,Sample X113,203091,
E,18,Sample X114,237482,
E,19,Sample X115,260011,
E,20,Sample X116,269807,
E,21,Sample X117,237486,
E,22,Sample X118,294479,
E,23,Sample X119,289092,
E,24,Sample X120,312263,
F,1,Sample X121,271089,
F,2,Sample X122,6019,
F,3,Sample X123,12220,
F,4,Sample X124,29691,
F,5,Sample X125,102185,
F,6,Sample X126,147059,
F,7,Sample X127,193111,
F,8,Sample X128,257308,
F,9,Sample X129,289878,
F,10,Sample X130,310904,
F,11,Sample X131,250984,
F,12,Sample X132,294308,
F,13,Sample X133,16404,
F,14,Sample X134,24309,
F,15,Sample X135,26259,
F,16,Sample X136,67940,
F,17,Sample X137,159220,
F,18,Sample X138,186455,
F,19,Sample X139,236494,
F,20,Sample X140,222482,
F,21,Sample X141,245681,
F,22,Sample X142,278634,
F,23,Sample X143,307031,
F,24,Sample X144,315772,
