Well Row,Well Col,Content, Raw Data (530-15/590-20),
A,1,Sample X1,125625,
A,2,Sample X2,134972,
A,3,Sample X3,128586,
A,4,Sample X4,141320,
A,5,Sample X5,123147,
A,6,Sample X6,131672,
A,7,Sample X7,126787,
A,8,Sample X8,129882,
A,9,Sample X9,2153,
A,10,Sample X10,2260,
A,11,Sample X11,2271,
A,12,Sample X12,2270,
A,13,Sample X13,23737,
A,14,Sample X14,99232,
A,15,Sample X15,114328,
A,16,Sample X16,77547,
A,17,Sample X17,113171,
A,18,Sample X18,125060,
A,19,Sample X19,113817,
A,20,Sample X20,122992,
A,21,Sample X21,127941,
A,22,Sample X22,117344,
A,23,Sample X23,117218,
A,24,Sample X24,119843,
B,1,Sample X25,137092,
B,2,Sample X26,141850,
B,3,Sample X27,122268,
B,4,Sample X28,128796,
B,5,Sample X29,127807,
B,6,Sample X30,131573,
B,7,Sample X31,125303,
B,8,Sample X32,126150,
B,9,Sample X33,70726,
B,10,Sample X34,78146,
B,11,Sample X35,78995,
B,12,Sample X36,77148,
B,13,Sample X37,108561,
B,14,Sample X38,126670,
B,15,Sample X39,119046,
B,16,Sample X40,117442,
B,17,Sample X41,114069,
B,18,Sample X42,118596,
B,19,Sample X43,114257,
B,20,Sample X44,118424,
B,21,Sample X45,108632,
B,22,Sample X46,125739,
B,23,Sample X47,123261,
B,24,Sample X48,120929,
C,1,Sample X49,140455,
C,2,Sample X50,2594,
C,3,Sample X51,2672,
C,4,Sample X52,85303,
C,5,Sample X53,131979,
C,6,Sample X54,136004,
C,7,Sample X55,127670,
C,8,Sample X56,125006,
C,9,Sample X57,122170,
C,10,Sample X58,104547,
C,11,Sample X59,113334,
C,12,Sample X60,104011,
C,13,Sample X61,90200,
C,14,Sample X62,87265,
C,15,Sample X63,74044,
C,16,Sample X64,71460,
C,17,Sample X65,81661,
C,18,Sample X66,65385,
C,19,Sample X67,69083,
C,20,Sample X68,53318,
C,21,Sample X69,70173,
C,22,Sample X70,104948,
C,23,Sample X71,119453,
C,24,Sample X72,114567,
D,1,Sample X73,132975,
D,2,Sample X74,132679,
D,3,Sample X75,140372,
D,4,Sample X76,137154,
D,5,Sample X77,130342,
D,6,Sample X78,126563,
D,7,Sample X79,124083,
D,8,Sample X80,125370,
D,9,Sample X81,116489,
D,10,Sample X82,116538,
D,11,Sample X83,122030,
D,12,Sample X84,103437,
D,13,Sample X85,102184,
D,14,Sample X86,68030,
D,15,Sample X87,70043,
D,16,Sample X88,80907,
D,17,Sample X89,81747,
D,18,Sample X90,74279,
D,19,Sample X91,58733,
D,20,Sample X92,64853,
D,21,Sample X93,87404,
