Well Row,Well Col,Content,Raw Data (No filter),
A,1,Sample X1,312190,
A,2,Sample X2,263617,
A,3,Sample X3,267975,
A,4,Sample X4,258797,
A,5,Sample X5,258532,
A,6,Sample X6,233683,
A,7,Sample X7,241155,
A,8,Sample X8,233463,
A,9,Sample X9,264,
A,10,Sample X10,200,
A,11,Sample X11,180,
A,12,Sample X12,263,
A,13,Sample X13,34638,
A,14,Sample X14,167238,
A,15,Sample X15,197207,
A,16,Sample X16,223323,
A,17,Sample X17,226416,
A,18,Sample X18,195308,
A,19,Sample X19,226051,
A,20,Sample X20,245787,
A,21,Sample X21,241768,
A,22,Sample X22,233238,
A,23,Sample X23,245738,
A,24,Sample X24,274599,
B,1,Sample X25,241511,
B,2,Sample X26,241418,
B,3,Sample X27,215097,
B,4,Sample X28,240199,
B,5,Sample X29,258615,
B,6,Sample X30,261985,
B,7,Sample X31,251915,
B,8,Sample X32,231854,
B,9,Sample X33,9446,
B,10,Sample X34,9445,
B,11,Sample X35,9661,
B,12,Sample X36,9544,
B,13,Sample X37,19251,
B,14,Sample X38,24174,
B,15,Sample X39,33334,
B,16,Sample X40,55092,
B,17,Sample X41,87643,
B,18,Sample X42,129382,
B,19,Sample X43,176389,
B,20,Sample X44,210965,
B,21,Sample X45,228430,
B,22,Sample X46,255942,
B,23,Sample X47,237284,
B,24,Sample X48,260670,
C,1,Sample X49,274238,
C,2,Sample X50,52927,
C,3,Sample X51,94228,
C,4,Sample X52,135672,
C,5,Sample X53,176329,
C,6,Sample X54,244401,
C,7,Sample X55,205417,
C,8,Sample X56,250139,
C,9,Sample X57,203059,
C,10,Sample X58,217963,
C,11,Sample X59,204992,
C,12,Sample X60,252947,
C,13,Sample X61,29039,
C,14,Sample X62,60368,
C,15,Sample X63,102956,
C,16,Sample X64,130840,
C,17,Sample X65,165863,
C,18,Sample X66,103033,
C,19,Sample X67,147008,
C,20,Sample X68,206903,
C,21,Sample X69,218490,
C,22,Sample X70,223603,
C,23,Sample X71,248935,
C,24,Sample X72,219602,
D,1,Sample X73,280269,
D,2,Sample X74,133587,
D,3,Sample X75,154682,
D,4,Sample X76,157572,
D,5,Sample X77,191661,
D,6,Sample X78,246354,
D,7,Sample X79,208329,
D,8,Sample X80,213525,
D,9,Sample X81,227643,
D,10,Sample X82,246081,
D,11,Sample X83,227069,
D,12,Sample X84,228726,
D,13,Sample X85,177633,
D,14,Sample X86,202887,
D,15,Sample X87,223251,
D,16,Sample X88,236855,
D,17,Sample X89,247249,
D,18,Sample X90,204632,
D,19,Sample X91,272791,
D,20,Sample X92,209538,
D,21,Sample X93,221324,
D,22,Sample X94,199229,
D,23,Sample X95,250354,
D,24,Sample X96,258715,
E,1,Sample X97,266459,
E,2,Sample X98,89779,
E,3,Sample X99,99462,
E,4,Sample X100,145553,
E,5,Sample X101,175907,
E,6,Sample X102,193546,
E,7,Sample X103,215326,
E,8,Sample X104,214383,
E,9,Sample X105,219772,
E,10,Sample X106,198580,
E,11,Sample X107,207992,
E,12,Sample X108,214729,
E,13,Sample X109,129242,
E,14,Sample X110,172019,
E,15,Sample X111,212248,
E,16,Sample X112,244540,
E,17,Sample X113,200400,
E,18,Sample X114,209957,
E,19,Sample X115,209250,
E,20,Sample X116,224683,
E,21,Sample X117,200893,
E,22,Sample X118,216916,
E,23,Sample X119,230398,
E,24,Sample X120,202392,
F,1,Sample X121,260135,
F,2,Sample X122,7131,
F,3,Sample X123,17585,
F,4,Sample X124,45483,
F,5,Sample X125,104869,
F,6,Sample X126,196412,
F,7,Sample X127,225901,
F,8,Sample X128,225639,
F,9,Sample X129,216844,
F,10,Sample X130,180583,
F,11,Sample X131,210644,
F,12,Sample X132,215660,
F,13,Sample X133,167807,
F,14,Sample X134,210174,
F,15,Sample X135,249882,
F,16,Sample X136,239896,
F,17,Sample X137,281608,
F,18,Sample X138,279593,
F,19,Sample X139,289223,
F,20,Sample X140,263425,
F,21,Sample X141,266523,
F,22,Sample X142,264977,
F,23,Sample X143,234695,
F,24,Sample X144,266922,
G,1,Sample X145,282624,
G,2,Sample X146,214875,
G,3,Sample X147,233899,
G,4,Sample X148,275033,
G,5,Sample X149,221194,
G,6,Sample X150,245835,
G,7,Sample X151,242506,
G,8,Sample X152,248287,
G,9,Sample X153,226081,
G,10,Sample X154,237989,
G,11,Sample X155,185436,
G,12,Sample X156,216953,
G,13,Sample X157,34444,
G,14,Sample X158,36556,
G,15,Sample X159,29673,
G,16,Sample X160,28408,
G,17,Sample X161,28631,
G,18,Sample X162,31454,
G,19,Sample X163,51173,
G,20,Sample X164,93613,
G,21,Sample X165,175719,
G,22,Sample X166,181679,
G,23,Sample X167,253680,
G,24,Sample X168,246121,
H,1,Sample X169,249595,
H,2,Sample X170,223908,
H,3,Sample X171,234993,
H,4,Sample X172,219480,
H,5,Sample X173,235511,
H,6,Sample X174,207950,
H,7,Sample X175,188151,
H,8,Sample X176,189370,
H,9,Sample X177,173938,
H,10,Sample X178,200100,
H,11,Sample X179,206228,
H,12,Sample X180,215746,
H,13,Sample X181,94409,
H,14,Sample X182,154922,
H,15,Sample X183,231677,
H,16,Sample X184,281863,
H,17,Sample X185,282673,
H,18,Sample X186,266247,
H,19,Sample X187,240595,
H,20,Sample X188,218465,
H,21,Sample X189,198008,
H,22,Sample X190,207134,
H,23,Sample X191,234800,
H,24,Sample X192,251314,
I,1,Sample X193,258403,
I,2,Sample X194,186089,
I,3,Sample X195,198959,
I,4,Sample X196,200746,
I,5,Sample X197,186862,
I,6,Sample X198,155393,
I,7,Sample X199,151930,
I,8,Sample X200,175573,
I,9,Sample X201,218067,
I,10,Sample X202,200847,
I,11,Sample X203,210493,
I,12,Sample X204,228676,
I,13,Sample X205,3166,
I,14,Sample X206,3807,
I,15,Sample X207,8266,
I,16,Sample X208,10514,
I,17,Sample X209,12905,
I,18,Sample X210,17590,
I,19,Sample X211,32346,
I,20,Sample X212,76930,
I,21,Sample X213,179415,
I,22,Sample X214,235455,
I,23,Sample X215,261325,
I,24,Sample X216,226748,
J,1,Sample X217,249909,
J,2,Sample X218,26484,
J,3,Sample X219,29832,
J,4,Sample X220,30011,
J,5,Sample X221,26421,
J,6,Sample X222,35657,
J,7,Sample X223,25018,
J,8,Sample X224,33193,
J,9,Sample X225,58055,
J,10,Sample X226,147536,
J,11,Sample X227,194325,
J,12,Sample X228,188916,
J,13,Sample X229,26244,
J,14,Sample X230,26605,
J,15,Sample X231,28986,
J,16,Sample X232,34544,
J,17,Sample X233,45982,
J,18,Sample X234,58453,
J,19,Sample X235,93300,
J,20,Sample X236,148003,
J,21,Sample X237,215859,
J,22,Sample X238,209905,
J,23,Sample X239,223226,
J,24,Sample X240,242001,
K,1,Sample X241,237479,
K,2,Sample X242,53254,
K,3,Sample X243,48420,
K,4,Sample X244,47486,
K,5,Sample X245,48195,
K,6,Sample X246,52867,
K,7,Sample X247,51855,
K,8,Sample X248,80903,
K,9,Sample X249,129308,
K,10,Sample X250,184123,
K,11,Sample X251,198947,
K,12,Sample X252,226403,
K,13,Sample X253,228691,
K,14,Sample X254,235318,
K,15,Sample X255,213784,
K,16,Sample X256,218413,
K,17,Sample X257,202620,
K,18,Sample X258,224685,
K,19,Sample X259,208881,
K,20,Sample X260,225414,
K,21,Sample X261,238429,
K,22,Sample X262,237855,
K,23,Sample X263,211488,
K,24,Sample X264,261344,
L,1,Sample X265,251293,
L,2,Sample X266,1909,
L,3,Sample X267,2230,
L,4,Sample X268,163365,
L,5,Sample X269,175657,
L,6,Sample X270,202554,
