Well Row,Well Col,Content,Raw Data (No filter),
A,1,Sample X1,449827,
A,2,Sample X2,414574,
A,3,Sample X3,405468,
A,4,Sample X4,420916,
A,5,Sample X5,418133,
A,6,Sample X6,386130,
A,7,Sample X7,432949,
A,8,Sample X8,414548,
A,9,Sample X9,468,
A,10,Sample X10,315,
A,11,Sample X11,304,
A,12,Sample X12,330,
A,13,Sample X13,108800,
A,14,Sample X14,300667,
A,15,Sample X15,360166,
A,16,Sample X16,407176,
A,17,Sample X17,390122,
A,18,Sample X18,411310,
A,19,Sample X19,395395,
A,20,Sample X20,414961,
A,21,Sample X21,418304,
A,22,Sample X22,447542,
A,23,Sample X23,437893,
A,24,Sample X24,487772,
B,1,Sample X25,419692,
B,2,Sample X26,417882,
B,3,Sample X27,412339,
B,4,Sample X28,428872,
B,5,Sample X29,395058,
B,6,Sample X30,400661,
B,7,Sample X31,404851,
B,8,Sample X32,422703,
B,9,Sample X33,21555,
B,10,Sample X34,22105,
B,11,Sample X35,22124,
B,12,Sample X36,20890,
B,13,Sample X37,40260,
B,14,Sample X38,48546,
B,15,Sample X39,67993,
B,16,Sample X40,109528,
B,17,Sample X41,172938,
B,18,Sample X42,253699,
B,19,Sample X43,313938,
B,20,Sample X44,401920,
B,21,Sample X45,393192,
B,22,Sample X46,411052,
B,23,Sample X47,426735,
B,24,Sample X48,443236,
C,1,Sample X49,440408,
C,2,Sample X50,87710,
C,3,Sample X51,184720,
C,4,Sample X52,294143,
C,5,Sample X53,391353,
C,6,Sample X54,404048,
C,7,Sample X55,417397,
C,8,Sample X56,444352,
C,9,Sample X57,407837,
C,10,Sample X58,443058,
C,11,Sample X59,401140,
C,12,Sample X60,429393,
C,13,Sample X61,200701,
C,14,Sample X62,311032,
C,15,Sample X63,395854,
C,16,Sample X64,437773,
C,17,Sample X65,415347,
C,18,Sample X66,424911,
C,19,Sample X67,426529,
C,20,Sample X68,412157,
C,21,Sample X69,430138,
C,22,Sample X70,428418,
C,23,Sample X71,428945,
C,24,Sample X72,461674,
D,1,Sample X73,465432,
D,2,Sample X74,3579,
D,3,Sample X75,15301,
D,4,Sample X76,72813,
D,5,Sample X77,191441,
D,6,Sample X78,277399,
D,7,Sample X79,337917,
D,8,Sample X80,382720,
D,9,Sample X81,418373,
D,10,Sample X82,421352,
D,11,Sample X83,399983,
D,12,Sample X84,420643,
D,13,Sample X85,323304,
D,14,Sample X86,350037,
D,15,Sample X87,333355,
D,16,Sample X88,291842,
D,17,Sample X89,259000,
D,18,Sample X90,280679,
D,19,Sample X91,240411,
D,20,Sample X92,221526,
D,21,Sample X93,279978,
D,22,Sample X94,364722,
D,23,Sample X95,444024,
D,24,Sample X96,445299,
E,1,Sample X97,455764,
E,2,Sample X98,150629,
E,3,Sample X99,188583,
E,4,Sample X100,203822,
E,5,Sample X101,332474,
E,6,Sample X102,412190,
E,7,Sample X103,385644,
E,8,Sample X104,434437,
