Well Row,Well Col,Content,Raw Data (No filter),
A,1,Sample X1,491168,
A,2,Sample X2,494851,
A,3,Sample X3,460808,
A,4,Sample X4,432401,
A,5,Sample X5,442848,
A,6,Sample X6,437268,
A,7,Sample X7,452326,
A,8,Sample X8,461974,
A,9,Sample X9,568,
A,10,Sample X10,340,
A,11,Sample X11,297,
A,12,Sample X12,402,
A,13,Sample X13,132575,
A,14,Sample X14,229800,
A,15,Sample X15,375650,
A,16,Sample X16,371072,
A,17,Sample X17,443110,
A,18,Sample X18,446238,
A,19,Sample X19,429166,
A,20,Sample X20,451520,
A,21,Sample X21,425881,
A,22,Sample X22,393005,
A,23,Sample X23,506660,
A,24,Sample X24,491019,
B,1,Sample X25,472093,
B,2,Sample X26,457611,
B,3,Sample X27,462865,
B,4,Sample X28,471621,
B,5,Sample X29,497991,
B,6,Sample X30,401344,
B,7,Sample X31,482866,
B,8,Sample X32,464027,
B,9,Sample X33,22919,
B,10,Sample X34,26920,
B,11,Sample X35,25648,
B,12,Sample X36,23812,
B,13,Sample X37,47097,
B,14,Sample X38,40247,
B,15,Sample X39,66645,
B,16,Sample X40,121368,
B,17,Sample X41,184431,
B,18,Sample X42,289910,
B,19,Sample X43,393698,
B,20,Sample X44,431290,
B,21,Sample X45,448554,
B,22,Sample X46,432517,
B,23,Sample X47,455135,
B,24,Sample X48,463505,
C,1,Sample X49,458800,
C,2,Sample X50,132769,
C,3,Sample X51,219096,
C,4,Sample X52,357276,
C,5,Sample X53,398193,
C,6,Sample X54,455671,
C,7,Sample X55,460330,
C,8,Sample X56,483031,
C,9,Sample X57,431864,
C,10,Sample X58,439215,
C,11,Sample X59,481843,
C,12,Sample X60,454762,
C,13,Sample X61,367774,
C,14,Sample X62,413493,
C,15,Sample X63,439102,
C,16,Sample X64,457309,
C,17,Sample X65,463815,
C,18,Sample X66,466421,
C,19,Sample X67,481121,
C,20,Sample X68,474532,
C,21,Sample X69,437494,
C,22,Sample X70,442749,
C,23,Sample X71,466702,
C,24,Sample X72,459516,
D,1,Sample X73,455093,
D,2,Sample X74,23459,
D,3,Sample X75,40076,
D,4,Sample X76,65594,
D,5,Sample X77,82961,
D,6,Sample X78,87800,
D,7,Sample X79,103098,
D,8,Sample X80,201661,
D,9,Sample X81,327844,
D,10,Sample X82,428306,
