Well Row,Well Col,Content, Raw Data (530-15/590-20),
A,1,Sample X1,127018,
A,2,Sample X2,127815,
A,3,Sample X3,124869,
A,4,Sample X4,129760,
A,5,Sample X5,131544,
A,6,Sample X6,129745,
A,7,Sample X7,129236,
A,8,Sample X8,127185,
A,9,Sample X9,1833,
A,10,Sample X10,1839,
A,11,Sample X11,1826,
A,12,Sample X12,1835,
A,13,Sample X13,72649,
A,14,Sample X14,96751,
A,15,Sample X15,106620,
A,16,Sample X16,110253,
A,17,Sample X17,115097,
A,18,Sample X18,121725,
A,19,Sample X19,126106,
A,20,Sample X20,129524,
A,21,Sample X21,130613,
A,22,Sample X22,133732,
A,23,Sample X23,130200,
A,24,Sample X24,127630,
B,1,Sample X25,135417,
B,2,Sample X26,134115,
B,3,Sample X27,132447,
B,4,Sample X28,126784,
B,5,Sample X29,130851,
B,6,Sample X30,135256,
B,7,Sample X31,129587,
B,8,Sample X32,130123,
B,9,Sample X33,81732,
B,10,Sample X34,79139,
B,11,Sample X35,84218,
B,12,Sample X36,79840,
B,13,Sample X37,118472,
B,14,Sample X38,128777,
B,15,Sample X39,131668,
B,16,Sample X40,135533,
B,17,Sample X41,132461,
B,18,Sample X42,129258,
B,19,Sample X43,126901,
B,20,Sample X44,132289,
B,21,Sample X45,135673,
B,22,Sample X46,135925,
B,23,Sample X47,137098,
B,24,Sample X48,135317,
C,1,Sample X49,131418,
C,2,Sample X50,2232,
C,3,Sample X51,2414,
C,4,Sample X52,70025,
C,5,Sample X53,123732,
C,6,Sample X54,130050,
C,7,Sample X55,122614,
C,8,Sample X56,123430,
C,9,Sample X57,113925,
C,10,Sample X58,119687,
C,11,Sample X59,117907,
C,12,Sample X60,124467,
C,13,Sample X61,115543,
C,14,Sample X62,121640,
C,15,Sample X63,125221,
C,16,Sample X64,123562,
C,17,Sample X65,132004,
C,18,Sample X66,133670,
C,19,Sample X67,129264,
C,20,Sample X68,131400,
C,21,Sample X69,133427,
C,22,Sample X70,135837,
C,23,Sample X71,137310,
C,24,Sample X72,133393,
D,1,Sample X73,134050,
D,2,Sample X74,77153,
D,3,Sample X75,116838,
D,4,Sample X76,131812,
D,5,Sample X77,128607,
D,6,Sample X78,110083,
D,7,Sample X79,107395,
D,8,Sample X80,109908,
D,9,Sample X81,103227,
D,10,Sample X82,115854,
D,11,Sample X83,121332,
D,12,Sample X84,117881,
D,13,Sample X85,104282,
D,14,Sample X86,107995,
D,15,Sample X87,108153,
D,16,Sample X88,112080,
D,17,Sample X89,123396,
D,18,Sample X90,133100,
D,19,Sample X91,130487,
D,20,Sample X92,133635,
D,21,Sample X93,132778,
D,22,Sample X94,137593,
D,23,Sample X95,135199,
D,24,Sample X96,134730,
E,1,Sample X97,126000,
E,2,Sample X98,99425,
E,3,Sample X99,123649,
E,4,Sample X100,125881,
E,5,Sample X101,122911,
E,6,Sample X102,105146,
