Well Row,Well Col,Content,Raw Data (No filter),
A,1,Sample X1,262924,
A,2,Sample X2,267858,
A,3,Sample X3,296308,
A,4,Sample X4,252786,
A,5,Sample X5,277107,
A,6,Sample X6,273460,
A,7,Sample X7,247468,
A,8,Sample X8,288932,
A,9,Sample X9,347,
A,10,Sample X10,213,
A,11,Sample X11,223,
A,12,Sample X12,262,
A,13,Sample X13,49027,
A,14,Sample X14,211639,
A,15,Sample X15,240979,
A,16,Sample X16,234585,
A,17,Sample X17,236759,
A,18,Sample X18,310424,
A,19,Sample X19,250169,
A,20,Sample X20,249818,
A,21,Sample X21,296749,
A,22,Sample X22,266128,
A,23,Sample X23,285436,
A,24,Sample X24,288975,
B,1,Sample X25,258855,
B,2,Sample X26,245990,
B,3,Sample X27,231069,
B,4,Sample X28,258027,
B,5,Sample X29,294405,
B,6,Sample X30,255257,
B,7,Sample X31,227852,
B,8,Sample X32,286687,
B,9,Sample X33,10405,
B,10,Sample X34,11900,
B,11,Sample X35,10608,
B,12,Sample X36,11345,
B,13,Sample X37,22196,
B,14,Sample X38,25881,
B,15,Sample X39,36985,
B,16,Sample X40,48779,
B,17,Sample X41,93454,
B,18,Sample X42,142463,
B,19,Sample X43,211106,
B,20,Sample X44,240432,
B,21,Sample X45,212287,
B,22,Sample X46,206663,
B,23,Sample X47,249757,
B,24,Sample X48,234394,
C,1,Sample X49,242957,
C,2,Sample X50,77460,
C,3,Sample X51,117019,
C,4,Sample X52,203077,
C,5,Sample X53,205635,
C,6,Sample X54,248075,
C,7,Sample X55,230878,
C,8,Sample X56,246014,
C,9,Sample X57,301254,
C,10,Sample X58,243913,
C,11,Sample X59,253721,
C,12,Sample X60,270572,
C,13,Sample X61,190390,
C,14,Sample X62,192070,
C,15,Sample X63,239885,
C,16,Sample X64,251283,
C,17,Sample X65,239012,
C,18,Sample X66,230183,
C,19,Sample X67,215243,
C,20,Sample X68,282034,
C,21,Sample X69,237465,
C,22,Sample X70,231042,
C,23,Sample X71,230712,
C,24,Sample X72,267349,
D,1,Sample X73,260240,
D,2,Sample X74,11941,
D,3,Sample X75,15347,
D,4,Sample X76,24820,
D,5,Sample X77,37780,
D,6,Sample X78,38432,
D,7,Sample X79,56908,
D,8,Sample X80,89121,
D,9,Sample X81,178898,
D,10,Sample X82,213316,
D,11,Sample X83,254200,
D,12,Sample X84,244776,
D,13,Sample X85,33794,
D,14,Sample X86,44369,
D,15,Sample X87,180723,
D,16,Sample X88,217287,
D,17,Sample X89,296630,
D,18,Sample X90,243328,
