Well Row,Well Col,Content,Raw Data (No filter),
A,1,Sample X1,194724,
A,2,Sample X2,166164,
A,3,Sample X3,205110,
A,4,Sample X4,199207,
A,5,Sample X5,186123,
A,6,Sample X6,207254,
A,7,Sample X7,197613,
A,8,Sample X8,177004,
A,9,Sample X9,302,
A,10,Sample X10,191,
A,11,Sample X11,200,
A,12,Sample X12,203,
A,13,Sample X13,32157,
A,14,Sample X14,145162,
A,15,Sample X15,179579,
A,16,Sample X16,158799,
A,17,Sample X17,182581,
A,18,Sample X18,149544,
A,19,Sample X19,155461,
A,20,Sample X20,167880,
A,21,Sample X21,201321,
A,22,Sample X22,196417,
A,23,Sample X23,156416,
A,24,Sample X24,197906,
B,1,Sample X25,201456,
B,2,Sample X26,175769,
B,3,Sample X27,173492,
B,4,Sample X28,189889,
B,5,Sample X29,198168,
B,6,Sample X30,164844,
B,7,Sample X31,175546,
B,8,Sample X32,167504,
B,9,Sample X33,5672,
B,10,Sample X34,5856,
B,11,Sample X35,6734,
B,12,Sample X36,6142,
B,13,Sample X37,13675,
B,14,Sample X38,19044,
B,15,Sample X39,37855,
B,16,Sample X40,57287,
B,17,Sample X41,84788,
B,18,Sample X42,93257,
B,19,Sample X43,116215,
B,20,Sample X44,163122,
B,21,Sample X45,190097,
B,22,Sample X46,166965,
B,23,Sample X47,149051,
B,24,Sample X48,209487,
C,1,Sample X49,221304,
C,2,Sample X50,60122,
C,3,Sample X51,71732,
C,4,Sample X52,106471,
C,5,Sample X53,162452,
C,6,Sample X54,166651,
C,7,Sample X55,168842,
C,8,Sample X56,163509,
C,9,Sample X57,184602,
C,10,Sample X58,179829,
C,11,Sample X59,149073,
C,12,Sample X60,178325,
C,13,Sample X61,138447,
C,14,Sample X62,165702,
C,15,Sample X63,138989,
C,16,Sample X64,221956,
C,17,Sample X65,184702,
C,18,Sample X66,154198,
C,19,Sample X67,191065,
C,20,Sample X68,211275,
C,21,Sample X69,151719,
C,22,Sample X70,139453,
C,23,Sample X71,202763,
C,24,Sample X72,166676,
D,1,Sample X73,197058,
D,2,Sample X74,14824,
D,3,Sample X75,16747,
D,4,Sample X76,25226,
D,5,Sample X77,30613,
D,6,Sample X78,29610,
D,7,Sample X79,49982,
D,8,Sample X80,82604,
D,9,Sample X81,119460,
D,10,Sample X82,181866,
D,11,Sample X83,175674,
D,12,Sample X84,153309,
D,13,Sample X85,34799,
D,14,Sample X86,33160,
D,15,Sample X87,98990,
D,16,Sample X88,173400,
D,17,Sample X89,183183,
D,18,Sample X90,156822,
D,19,Sample X91,187720,
D,20,Sample X92,153605,
D,21,Sample X93,178932,
D,22,Sample X94,178568,
D,23,Sample X95,168942,
D,24,Sample X96,195098,
E,1,Sample X97,186306,
E,2,Sample X98,9518,
E,3,Sample X99,17369,
E,4,Sample X100,37514,
E,5,Sample X101,76418,
E,6,Sample X102,134693,
E,7,Sample X103,160676,
E,8,Sample X104,153162,
E,9,Sample X105,197978,
E,10,Sample X106,193656,
E,11,Sample X107,162847,
E,12,Sample X108,166779,
E,13,Sample X109,1614,
E,14,Sample X110,1446,
E,15,Sample X111,2237,
E,16,Sample X112,45418,
E,17,Sample X113,110290,
E,18,Sample X114,150161,
E,19,Sample X115,201883,
E,20,Sample X116,196787,
E,21,Sample X117,166285,
E,22,Sample X118,219785,
E,23,Sample X119,185705,
E,24,Sample X120,191004,
F,1,Sample X121,182566,
F,2,Sample X122,20513,
F,3,Sample X123,26887,
F,4,Sample X124,30612,
F,5,Sample X125,44568,
F,6,Sample X126,92628,
F,7,Sample X127,86018,
F,8,Sample X128,124383,
F,9,Sample X129,161141,
F,10,Sample X130,184120,
F,11,Sample X131,157761,
F,12,Sample X132,191176,
F,13,Sample X133,82416,
F,14,Sample X134,97351,
F,15,Sample X135,144385,
F,16,Sample X136,156023,
F,17,Sample X137,152836,
F,18,Sample X138,154520,
F,19,Sample X139,168647,
F,20,Sample X140,160640,
F,21,Sample X141,156656,
F,22,Sample X142,162246,
F,23,Sample X143,197307,
F,24,Sample X144,189380,
G,1,Sample X145,195446,
G,2,Sample X146,1349,
G,3,Sample X147,2193,
G,4,Sample X148,131423,
G,5,Sample X149,178077,
G,6,Sample X150,161939,
G,7,Sample X151,173241,
G,8,Sample X152,168466,
G,9,Sample X153,159266,
G,10,Sample X154,182226,
G,11,Sample X155,201016,
G,12,Sample X156,158299,
G,13,Sample X157,84650,
G,14,Sample X158,107686,
G,15,Sample X159,145070,
G,16,Sample X160,190479,
G,17,Sample X161,168307,
G,18,Sample X162,165606,
G,19,Sample X163,159206,
G,20,Sample X164,148754,
G,21,Sample X165,172487,
G,22,Sample X166,148817,
G,23,Sample X167,218175,
G,24,Sample X168,198962,
H,1,Sample X169,193605,
H,2,Sample X170,10565,
H,3,Sample X171,27450,
H,4,Sample X172,98439,
H,5,Sample X173,178497,
H,6,Sample X174,235354,
H,7,Sample X175,191904,
H,8,Sample X176,149177,
H,9,Sample X177,177938,
H,10,Sample X178,213783,
H,11,Sample X179,214910,
H,12,Sample X180,216431,
H,13,Sample X181,19761,
H,14,Sample X182,39081,
H,15,Sample X183,168179,
H,16,Sample X184,147619,
H,17,Sample X185,144719,
H,18,Sample X186,189799,
H,19,Sample X187,178082,
H,20,Sample X188,157941,
H,21,Sample X189,186795,
H,22,Sample X190,160294,
H,23,Sample X191,162300,
H,24,Sample X192,165521,
I,1,Sample X193,148350,
I,2,Sample X194,62303,
I,3,Sample X195,67937,
I,4,Sample X196,80340,
I,5,Sample X197,138141,
I,6,Sample X198,190807,
I,7,Sample X199,187196,
I,8,Sample X200,192610,
I,9,Sample X201,209045,
I,10,Sample X202,194647,
I,11,Sample X203,157846,
I,12,Sample X204,178410,
I,13,Sample X205,167760,
I,14,Sample X206,167131,
I,15,Sample X207,203814,
I,16,Sample X208,191867,
I,17,Sample X209,191491,
I,18,Sample X210,66785,
I,19,Sample X211,108015,
I,20,Sample X212,120148,
I,21,Sample X213,183295,
I,22,Sample X214,172188,
I,23,Sample X215,216498,
I,24,Sample X216,158076,
J,1,Sample X217,181401,
J,2,Sample X218,13800,
J,3,Sample X219,20320,
J,4,Sample X220,59879,
J,5,Sample X221,104303,
J,6,Sample X222,142683,
J,7,Sample X223,143104,
J,8,Sample X224,183675,
J,9,Sample X225,170806,
J,10,Sample X226,234077,
J,11,Sample X227,182601,
J,12,Sample X228,227795,
J,13,Sample X229,167204,
J,14,Sample X230,175084,
J,15,Sample X231,201560,
J,16,Sample X232,195514,
J,17,Sample X233,186838,
J,18,Sample X234,172669,
J,19,Sample X235,157855,
J,20,Sample X236,183528,
J,21,Sample X237,179378,
J,22,Sample X238,186469,
J,23,Sample X239,179776,
J,24,Sample X240,179679,
K,1,Sample X241,207039,
K,2,Sample X242,105165,
K,3,Sample X243,136641,
K,4,Sample X244,164909,
K,5,Sample X245,162177,
K,6,Sample X246,167539,
K,7,Sample X247,164486,
K,8,Sample X248,190147,
K,9,Sample X249,186214,
K,10,Sample X250,153230,
K,11,Sample X251,206305,
K,12,Sample X252,170067,
K,13,Sample X253,1579,
K,14,Sample X254,1671,
K,15,Sample X255,4948,
K,16,Sample X256,46592,
K,17,Sample X257,99886,
K,18,Sample X258,139663,
K,19,Sample X259,205417,
K,20,Sample X260,216266,
K,21,Sample X261,165943,
K,22,Sample X262,162717,
K,23,Sample X263,179090,
K,24,Sample X264,158812,
L,1,Sample X265,189997,
L,2,Sample X266,65425,
L,3,Sample X267,116809,
L,4,Sample X268,137236,
L,5,Sample X269,132219,
L,6,Sample X270,138510,
L,7,Sample X271,118543,
L,8,Sample X272,162151,
L,9,Sample X273,201158,
L,10,Sample X274,214775,
L,11,Sample X275,151345,
L,12,Sample X276,207137,
L,13,Sample X277,158934,
L,14,Sample X278,177363,
L,15,Sample X279,184626,
L,16,Sample X280,196214,
L,17,Sample X281,182325,
L,18,Sample X282,173510,
L,19,Sample X283,212076,
L,20,Sample X284,218705,
L,21,Sample X285,147052,
L,22,Sample X286,176465,
L,23,Sample X287,202954,
L,24,Sample X288,186439,
M,1,Sample X289,184923,
M,2,Sample X290,4697,
M,3,Sample X291,4245,
M,4,Sample X292,8054,
M,5,Sample X293,18002,
M,6,Sample X294,33383,
M,7,Sample X295,62562,
M,8,Sample X296,117516,
M,9,Sample X297,166774,
M,10,Sample X298,170648,
M,11,Sample X299,208465,
M,12,Sample X300,176806,
M,13,Sample X301,2263,
M,14,Sample X302,9085,
M,15,Sample X303,30991,
M,16,Sample X304,116470,
M,17,Sample X305,119806,
M,18,Sample X306,169105,
M,19,Sample X307,164966,
M,20,Sample X308,204361,
M,21,Sample X309,217309,
M,22,Sample X310,223963,
M,23,Sample X311,170868,
M,24,Sample X312,195606,
N,1,Sample X313,221584,
N,2,Sample X314,6639,
N,3,Sample X315,32607,
N,4,Sample X316,65984,
N,5,Sample X317,126323,
N,6,Sample X318,173406,
N,7,Sample X319,126003,
N,8,Sample X320,182090,
N,9,Sample X321,194294,
N,10,Sample X322,196718,
N,11,Sample X323,183811,
N,12,Sample X324,195590,
N,13,Sample X325,18612,
N,14,Sample X326,71615,
N,15,Sample X327,110269,
N,16,Sample X328,188654,
N,17,Sample X329,185733,
N,18,Sample X330,159122,
N,19,Sample X331,221461,
N,20,Sample X332,192947,
N,21,Sample X333,157318,
N,22,Sample X334,228983,
N,23,Sample X335,166079,
N,24,Sample X336,179742,
O,1,Sample X337,197862,
O,2,Sample X338,186299,
O,3,Sample X339,190554,
O,4,Sample X340,173206,
O,5,Sample X341,208463,
O,6,Sample X342,165279,
O,7,Sample X343,30525,
O,8,Sample X344,57565,
O,9,Sample X345,129888,
O,10,Sample X346,160959,
O,11,Sample X347,216587,
O,12,Sample X348,221827,
O,13,Sample X349,77241,
O,14,Sample X350,82078,
O,15,Sample X351,133637,
O,16,Sample X352,170409,
O,17,Sample X353,208391,
O,18,Sample X354,154021,
O,19,Sample X355,172282,
O,20,Sample X356,162571,
O,21,Sample X357,210753,
O,22,Sample X358,193127,
O,23,Sample X359,187561,
O,24,Sample X360,166340,
P,1,Sample X361,260778,
P,2,Sample X362,228991,
P,3,Sample X363,243407,
P,4,Sample X364,205664,
P,5,Sample X365,219412,
P,6,Sample X366,220952,
P,7,Sample X367,209920,
P,8,Sample X368,199901,
P,9,Sample X369,200423,
P,10,Sample X370,192890,
P,11,Sample X371,177912,
P,12,Sample X372,204305,
P,13,Sample X373,188695,
P,14,Sample X374,181927,
P,15,Sample X375,171420,
P,16,Sample X376,180988,
P,17,Sample X377,196885,
P,18,Sample X378,197520,
P,19,Sample X379,184249,
P,20,Sample X380,185288,
P,21,Sample X381,207957,
P,22,Sample X382,204461,
P,23,Sample X383,221354,
P,24,Sample X384,210489,
