Well Row,Well Col,Content, Raw Data (530-15/590-20),
A,1,Sample X1,137940,
A,2,Sample X2,139251,
A,3,Sample X3,129954,
A,4,Sample X4,132853,
A,5,Sample X5,113602,
A,6,Sample X6,129880,
A,7,Sample X7,75571,
A,8,Sample X8,73854,
A,9,Sample X9,2182,
A,10,Sample X10,3140,
A,11,Sample X11,3108,
A,12,Sample X12,3149,
A,13,Sample X13,45515,
A,14,Sample X14,91599,
A,15,Sample X15,109821,
A,16,Sample X16,110018,
A,17,Sample X17,106666,
A,18,Sample X18,119663,
A,19,Sample X19,127898,
A,20,Sample X20,128088,
A,21,Sample X21,134739,
A,22,Sample X22,129688,
A,23,Sample X23,125713,
A,24,Sample X24,119913,
B,1,Sample X25,87662,
B,2,Sample X26,148318,
B,3,Sample X27,132577,
B,4,Sample X28,139767,
B,5,Sample X29,57210,
B,6,Sample X30,135710,
B,7,Sample X31,120554,
B,8,Sample X32,120779,
B,9,Sample X33,87371,
B,10,Sample X34,83013,
B,11,Sample X35,67139,
B,12,Sample X36,50708,
B,13,Sample X37,69925,
B,14,Sample X38,138955,
B,15,Sample X39,137980,
B,16,Sample X40,95829,
B,17,Sample X41,122500,
B,18,Sample X42,86692,
B,19,Sample X43,119458,
B,20,Sample X44,110411,
B,21,Sample X45,126510,
B,22,Sample X46,123993,
B,23,Sample X47,125586,
B,24,Sample X48,122492,
C,1,Sample X49,149381,
C,2,Sample X50,144612,
C,3,Sample X51,150516,
C,4,Sample X52,138119,
C,5,Sample X53,139785,
C,6,Sample X54,94501,
C,7,Sample X55,129277,
C,8,Sample X56,124710,
C,9,Sample X57,134412,
C,10,Sample X58,124374,
C,11,Sample X59,124108,
C,12,Sample X60,116980,
C,13,Sample X61,104308,
C,14,Sample X62,101935,
C,15,Sample X63,97690,
C,16,Sample X64,101827,
C,17,Sample X65,99624,
C,18,Sample X66,109424,
C,19,Sample X67,82030,
C,20,Sample X68,115275,
C,21,Sample X69,128138,
C,22,Sample X70,133533,
C,23,Sample X71,131039,
C,24,Sample X72,127041,
D,1,Sample X73,91889,
D,2,Sample X74,119077,
D,3,Sample X75,131809,
D,4,Sample X76,117297,
D,5,Sample X77,129967,
D,6,Sample X78,150392,
D,7,Sample X79,126043,
D,8,Sample X80,133148,
D,9,Sample X81,90811,
D,10,Sample X82,99206,
D,11,Sample X83,117940,
D,12,Sample X84,104182,
D,13,Sample X85,56959,
D,14,Sample X86,55086,
D,15,Sample X87,59553,
D,16,Sample X88,85404,
D,17,Sample X89,100591,
D,18,Sample X90,92402,
D,19,Sample X91,94372,
D,20,Sample X92,96792,
D,21,Sample X93,93881,
D,22,Sample X94,125812,
D,23,Sample X95,82409,
D,24,Sample X96,121215,
E,1,Sample X97,143570,
E,2,Sample X98,32625,
E,3,Sample X99,96909,
E,4,Sample X100,121425,
E,5,Sample X101,130284,
E,6,Sample X102,126273,
E,7,Sample X103,98023,
E,8,Sample X104,123628,
E,9,Sample X105,79395,
E,10,Sample X106,85526,
E,11,Sample X107,78285,
E,12,Sample X108,122412,
E,13,Sample X109,3657,
E,14,Sample X110,3632,
E,15,Sample X111,3729,
E,16,Sample X112,36976,
E,17,Sample X113,38935,
E,18,Sample X114,86479,
E,19,Sample X115,99031,
E,20,Sample X116,66422,
E,21,Sample X117,92230,
E,22,Sample X118,132563,
E,23,Sample X119,76300,
E,24,Sample X120,129656,
F,1,Sample X121,125416,
F,2,Sample X122,150221,
F,3,Sample X123,148556,
F,4,Sample X124,135795,
F,5,Sample X125,108102,
F,6,Sample X126,105194,
F,7,Sample X127,55140,
F,8,Sample X128,104231,
F,9,Sample X129,65670,
F,10,Sample X130,81666,
F,11,Sample X131,64787,
F,12,Sample X132,61936,
F,13,Sample X133,80406,
F,14,Sample X134,74200,
F,15,Sample X135,75773,
F,16,Sample X136,59025,
F,17,Sample X137,76596,
F,18,Sample X138,61573,
F,19,Sample X139,101691,
F,20,Sample X140,71164,
F,21,Sample X141,65744,
F,22,Sample X142,117712,
F,23,Sample X143,120167,
F,24,Sample X144,119062,
G,1,Sample X145,138274,
G,2,Sample X146,3598,
G,3,Sample X147,3536,
G,4,Sample X148,105037,
G,5,Sample X149,119005,
G,6,Sample X150,112614,
G,7,Sample X151,116754,
G,8,Sample X152,111096,
G,9,Sample X153,101003,
G,10,Sample X154,73357,
G,11,Sample X155,76841,
G,12,Sample X156,57307,
G,13,Sample X157,84499,
G,14,Sample X158,64839,
G,15,Sample X159,62452,
G,16,Sample X160,72057,
G,17,Sample X161,51422,
G,18,Sample X162,60498,
G,19,Sample X163,104785,
G,20,Sample X164,100746,
G,21,Sample X165,94737,
G,22,Sample X166,115146,
G,23,Sample X167,125041,
G,24,Sample X168,83523,
H,1,Sample X169,139953,
H,2,Sample X170,78181,
H,3,Sample X171,95142,
H,4,Sample X172,91311,
H,5,Sample X173,126255,
H,6,Sample X174,125609,
H,7,Sample X175,102238,
H,8,Sample X176,99260,
H,9,Sample X177,75164,
H,10,Sample X178,63769,
H,11,Sample X179,68616,
H,12,Sample X180,62052,
H,13,Sample X181,30300,
H,14,Sample X182,36371,
H,15,Sample X183,46666,
H,16,Sample X184,21885,
H,17,Sample X185,58457,
H,18,Sample X186,65217,
H,19,Sample X187,58586,
H,20,Sample X188,88893,
H,21,Sample X189,101811,
H,22,Sample X190,94404,
H,23,Sample X191,75362,
H,24,Sample X192,125697,
I,1,Sample X193,136457,
I,2,Sample X194,145734,
I,3,Sample X195,135699,
I,4,Sample X196,125328,
I,5,Sample X197,141023,
I,6,Sample X198,130956,
I,7,Sample X199,112657,
I,8,Sample X200,76301,
I,9,Sample X201,70799,
I,10,Sample X202,97486,
I,11,Sample X203,69061,
I,12,Sample X204,55595,
I,13,Sample X205,73430,
I,14,Sample X206,52958,
I,15,Sample X207,60384,
I,16,Sample X208,87162,
I,17,Sample X209,60163,
I,18,Sample X210,77194,
I,19,Sample X211,81410,
I,20,Sample X212,76971,
I,21,Sample X213,114088,
I,22,Sample X214,136646,
I,23,Sample X215,110970,
I,24,Sample X216,128821,
J,1,Sample X217,136926,
J,2,Sample X218,150582,
J,3,Sample X219,141552,
J,4,Sample X220,129246,
J,5,Sample X221,132998,
J,6,Sample X222,121041,
J,7,Sample X223,111672,
J,8,Sample X224,104206,
J,9,Sample X225,68284,
J,10,Sample X226,67142,
J,11,Sample X227,70944,
J,12,Sample X228,53756,
J,13,Sample X229,78088,
J,14,Sample X230,66104,
J,15,Sample X231,75511,
J,16,Sample X232,73635,
J,17,Sample X233,57658,
J,18,Sample X234,54885,
J,19,Sample X235,65692,
J,20,Sample X236,87230,
J,21,Sample X237,105366,
J,22,Sample X238,106943,
J,23,Sample X239,127856,
J,24,Sample X240,126009,
K,1,Sample X241,145452,
K,2,Sample X242,128083,
K,3,Sample X243,129166,
K,4,Sample X244,125133,
K,5,Sample X245,127707,
K,6,Sample X246,110695,
K,7,Sample X247,85045,
K,8,Sample X248,97667,
K,9,Sample X249,109014,
K,10,Sample X250,112419,
K,11,Sample X251,59086,
K,12,Sample X252,54886,
K,13,Sample X253,3323,
K,14,Sample X254,4454,
K,15,Sample X255,71684,
K,16,Sample X256,82809,
K,17,Sample X257,59835,
K,18,Sample X258,60682,
K,19,Sample X259,89660,
K,20,Sample X260,109717,
K,21,Sample X261,123104,
K,22,Sample X262,127923,
K,23,Sample X263,138865,
K,24,Sample X264,140280,
L,1,Sample X265,137767,
L,2,Sample X266,152050,
L,3,Sample X267,156941,
L,4,Sample X268,137299,
L,5,Sample X269,113182,
L,6,Sample X270,119054,
L,7,Sample X271,83105,
L,8,Sample X272,123413,
L,9,Sample X273,100622,
L,10,Sample X274,80565,
L,11,Sample X275,87709,
L,12,Sample X276,72456,
L,13,Sample X277,84723,
L,14,Sample X278,81385,
L,15,Sample X279,76324,
L,16,Sample X280,76384,
L,17,Sample X281,76537,
L,18,Sample X282,83441,
L,19,Sample X283,75220,
L,20,Sample X284,111817,
L,21,Sample X285,105474,
L,22,Sample X286,86491,
L,23,Sample X287,130924,
L,24,Sample X288,133900,
M,1,Sample X289,135964,
M,2,Sample X290,137040,
M,3,Sample X291,146950,
M,4,Sample X292,121039,
M,5,Sample X293,134999,
M,6,Sample X294,124838,
M,7,Sample X295,123607,
M,8,Sample X296,98367,
M,9,Sample X297,127434,
M,10,Sample X298,111292,
M,11,Sample X299,110096,
M,12,Sample X300,97683,
M,13,Sample X301,3364,
M,14,Sample X302,83937,
M,15,Sample X303,88272,
M,16,Sample X304,96891,
M,17,Sample X305,94624,
M,18,Sample X306,89527,
M,19,Sample X307,114889,
M,20,Sample X308,100787,
M,21,Sample X309,110117,
M,22,Sample X310,124287,
M,23,Sample X311,137109,
M,24,Sample X312,131512,
N,1,Sample X313,138214,
N,2,Sample X314,120851,
N,3,Sample X315,138287,
N,4,Sample X316,142650,
N,5,Sample X317,132160,
N,6,Sample X318,138657,
N,7,Sample X319,110504,
N,8,Sample X320,129424,
N,9,Sample X321,93482,
N,10,Sample X322,107265,
N,11,Sample X323,136460,
N,12,Sample X324,113425,
N,13,Sample X325,124779,
N,14,Sample X326,118863,
N,15,Sample X327,127573,
N,16,Sample X328,110512,
N,17,Sample X329,103096,
N,18,Sample X330,134040,
N,19,Sample X331,100461,
N,20,Sample X332,128191,
N,21,Sample X333,118958,
N,22,Sample X334,136638,
N,23,Sample X335,141254,
N,24,Sample X336,129007,
O,1,Sample X337,143583,
O,2,Sample X338,141207,
O,3,Sample X339,138870,
O,4,Sample X340,127861,
O,5,Sample X341,136503,
O,6,Sample X342,138377,
O,7,Sample X343,163134,
O,8,Sample X344,154527,
O,9,Sample X345,111747,
O,10,Sample X346,138693,
O,11,Sample X347,96520,
O,12,Sample X348,136716,
O,13,Sample X349,131047,
O,14,Sample X350,142847,
O,15,Sample X351,117593,
O,16,Sample X352,137914,
O,17,Sample X353,123721,
O,18,Sample X354,141554,
O,19,Sample X355,132443,
O,20,Sample X356,135319,
O,21,Sample X357,114669,
O,22,Sample X358,135544,
O,23,Sample X359,151171,
O,24,Sample X360,124414,
P,1,Sample X361,132611,
P,2,Sample X362,138168,
P,3,Sample X363,136919,
P,4,Sample X364,138369,
P,5,Sample X365,131183,
P,6,Sample X366,133113,
P,7,Sample X367,132534,
P,8,Sample X368,127720,
P,9,Sample X369,130005,
P,10,Sample X370,120955,
P,11,Sample X371,131727,
P,12,Sample X372,129097,
P,13,Sample X373,136373,
P,14,Sample X374,129097,
P,15,Sample X375,130506,
P,16,Sample X376,128997,
P,17,Sample X377,133316,
P,18,Sample X378,133033,
P,19,Sample X379,129527,
P,20,Sample X380,126681,
P,21,Sample X381,135518,
P,22,Sample X382,128679,
P,23,Sample X383,115516,
P,24,Sample X384,126988,
