Well Row,Well Col,Content,Raw Data (No filter),
A,1,Sample X1,227236,
A,2,Sample X2,245435,
A,3,Sample X3,201449,
A,4,Sample X4,247647,
A,5,Sample X5,274053,
A,6,Sample X6,198796,
A,7,Sample X7,235377,
A,8,Sample X8,250156,
A,9,Sample X9,469,
A,10,Sample X10,225,
A,11,Sample X11,261,
A,12,Sample X12,633,
A,13,Sample X13,84409,
A,14,Sample X14,197089,
A,15,Sample X15,223817,
A,16,Sample X16,181305,
A,17,Sample X17,232634,
A,18,Sample X18,235232,
A,19,Sample X19,4746,
A,20,Sample X20,234794,
A,21,Sample X21,248780,
A,22,Sample X22,251730,
A,23,Sample X23,231937,
A,24,Sample X24,269003,
B,1,Sample X25,288346,
B,2,Sample X26,248348,
B,3,Sample X27,232531,
B,4,Sample X28,272436,
B,5,Sample X29,260899,
B,6,Sample X30,188033,
B,7,Sample X31,204561,
B,8,Sample X32,236049,
B,9,Sample X33,12147,
B,10,Sample X34,14433,
B,11,Sample X35,13360,
B,12,Sample X36,14382,
B,13,Sample X37,21180,
B,14,Sample X38,36719,
B,15,Sample X39,60988,
B,16,Sample X40,22450,
B,17,Sample X41,124891,
B,18,Sample X42,195251,
B,19,Sample X43,211655,
B,20,Sample X44,241447,
B,21,Sample X45,194361,
B,22,Sample X46,180644,
B,23,Sample X47,253876,
B,24,Sample X48,261166,
C,1,Sample X49,261612,
C,2,Sample X50,2158,
C,3,Sample X51,1914,
C,4,Sample X52,2095,
C,5,Sample X53,26142,
C,6,Sample X54,93114,
C,7,Sample X55,129263,
C,8,Sample X56,193175,
C,9,Sample X57,235949,
C,10,Sample X58,251357,
C,11,Sample X59,252129,
C,12,Sample X60,284535,
C,13,Sample X61,304678,
C,14,Sample X62,245682,
C,15,Sample X63,257917,
C,16,Sample X64,261969,
C,17,Sample X65,237695,
C,18,Sample X66,225681,
C,19,Sample X67,264193,
C,20,Sample X68,243355,
C,21,Sample X69,239350,
C,22,Sample X70,247481,
C,23,Sample X71,255430,
C,24,Sample X72,261071,
D,1,Sample X73,265522,
D,2,Sample X74,56494,
D,3,Sample X75,100961,
D,4,Sample X76,194159,
D,5,Sample X77,257241,
D,6,Sample X78,233458,
D,7,Sample X79,214251,
D,8,Sample X80,219155,
D,9,Sample X81,238622,
D,10,Sample X82,256396,
D,11,Sample X83,282363,
D,12,Sample X84,243152,
D,13,Sample X85,171893,
D,14,Sample X86,202707,
D,15,Sample X87,239948,
D,16,Sample X88,236347,
D,17,Sample X89,254202,
D,18,Sample X90,249231,
D,19,Sample X91,212724,
D,20,Sample X92,266633,
D,21,Sample X93,245368,
D,22,Sample X94,226448,
D,23,Sample X95,230863,
D,24,Sample X96,252908,
E,1,Sample X97,249252,
E,2,Sample X98,9750,
E,3,Sample X99,24261,
E,4,Sample X100,61398,
E,5,Sample X101,141197,
E,6,Sample X102,176086,
E,7,Sample X103,186124,
E,8,Sample X104,254807,
E,9,Sample X105,261557,
E,10,Sample X106,291082,
E,11,Sample X107,228601,
E,12,Sample X108,216079,
E,13,Sample X109,1707,
E,14,Sample X110,1606,
E,15,Sample X111,1699,
E,16,Sample X112,1741,
E,17,Sample X113,2158,
E,18,Sample X114,1951,
E,19,Sample X115,2172,
E,20,Sample X116,63898,
E,21,Sample X117,252062,
E,22,Sample X118,273717,
E,23,Sample X119,247031,
E,24,Sample X120,263639,
F,1,Sample X121,263914,
F,2,Sample X122,1780,
F,3,Sample X123,4471,
F,4,Sample X124,23738,
F,5,Sample X125,119342,
F,6,Sample X126,209226,
F,7,Sample X127,218207,
F,8,Sample X128,257195,
F,9,Sample X129,243441,
F,10,Sample X130,291298,
F,11,Sample X131,234317,
F,12,Sample X132,271237,
F,13,Sample X133,45141,
F,14,Sample X134,41666,
F,15,Sample X135,68212,
F,16,Sample X136,80484,
F,17,Sample X137,224199,
F,18,Sample X138,91322,
F,19,Sample X139,192463,
F,20,Sample X140,252460,
F,21,Sample X141,211041,
F,22,Sample X142,259208,
F,23,Sample X143,251862,
F,24,Sample X144,260522,
G,1,Sample X145,275033,
G,2,Sample X146,2983,
G,3,Sample X147,5421,
G,4,Sample X148,26875,
G,5,Sample X149,125798,
G,6,Sample X150,148736,
G,7,Sample X151,178205,
G,8,Sample X152,182942,
G,9,Sample X153,267707,
G,10,Sample X154,257730,
G,11,Sample X155,251250,
G,12,Sample X156,281887,
G,13,Sample X157,265311,
G,14,Sample X158,267943,
G,15,Sample X159,278162,
G,16,Sample X160,283962,
G,17,Sample X161,272197,
G,18,Sample X162,281837,
G,19,Sample X163,263897,
G,20,Sample X164,262897,
G,21,Sample X165,299171,
G,22,Sample X166,262722,
G,23,Sample X167,224616,
G,24,Sample X168,276681,
H,1,Sample X169,252953,
H,2,Sample X170,192230,
H,3,Sample X171,252398,
H,4,Sample X172,233795,
H,5,Sample X173,239999,
H,6,Sample X174,237066,
H,7,Sample X175,222023,
H,8,Sample X176,241081,
H,9,Sample X177,228622,
H,10,Sample X178,248793,
H,11,Sample X179,286160,
H,12,Sample X180,294242,
H,13,Sample X181,291816,
H,14,Sample X182,290451,
H,15,Sample X183,269311,
H,16,Sample X184,260926,
H,17,Sample X185,242850,
H,18,Sample X186,276471,
H,19,Sample X187,252812,
H,20,Sample X188,284525,
H,21,Sample X189,261856,
H,22,Sample X190,278544,
H,23,Sample X191,266558,
H,24,Sample X192,230132,
I,1,Sample X193,222400,
I,2,Sample X194,32152,
I,3,Sample X195,58456,
I,4,Sample X196,109295,
I,5,Sample X197,116719,
I,6,Sample X198,163038,
I,7,Sample X199,236349,
I,8,Sample X200,252832,
I,9,Sample X201,244843,
I,10,Sample X202,295731,
I,11,Sample X203,278334,
I,12,Sample X204,276629,
I,13,Sample X205,2024,
I,14,Sample X206,9613,
I,15,Sample X207,69501,
I,16,Sample X208,250245,
I,17,Sample X209,231193,
I,18,Sample X210,256085,
I,19,Sample X211,263779,
I,20,Sample X212,261363,
I,21,Sample X213,272152,
I,22,Sample X214,241052,
I,23,Sample X215,277280,
I,24,Sample X216,270308,
J,1,Sample X217,271293,
J,2,Sample X218,140039,
J,3,Sample X219,160493,
J,4,Sample X220,178312,
J,5,Sample X221,186593,
J,6,Sample X222,224319,
J,7,Sample X223,212727,
J,8,Sample X224,311178,
J,9,Sample X225,262028,
J,10,Sample X226,272188,
J,11,Sample X227,280658,
J,12,Sample X228,294454,
J,13,Sample X229,5704,
J,14,Sample X230,15464,
J,15,Sample X231,28026,
J,16,Sample X232,37440,
J,17,Sample X233,40751,
J,18,Sample X234,48649,
J,19,Sample X235,109537,
J,20,Sample X236,193626,
J,21,Sample X237,223824,
J,22,Sample X238,208810,
J,23,Sample X239,251630,
J,24,Sample X240,246978,
K,1,Sample X241,203518,
K,2,Sample X242,43868,
K,3,Sample X243,126918,
K,4,Sample X244,173032,
K,5,Sample X245,237640,
K,6,Sample X246,205345,
K,7,Sample X247,218772,
K,8,Sample X248,260464,
K,9,Sample X249,243581,
K,10,Sample X250,289012,
K,11,Sample X251,254953,
K,12,Sample X252,229192,
K,13,Sample X253,289607,
K,14,Sample X254,264341,
K,15,Sample X255,280908,
K,16,Sample X256,224364,
K,17,Sample X257,244580,
K,18,Sample X258,299313,
K,19,Sample X259,246203,
K,20,Sample X260,285798,
K,21,Sample X261,281317,
K,22,Sample X262,285128,
K,23,Sample X263,236203,
K,24,Sample X264,279552,
L,1,Sample X265,214387,
L,2,Sample X266,96675,
L,3,Sample X267,150716,
L,4,Sample X268,197429,
L,5,Sample X269,226861,
L,6,Sample X270,218652,
L,7,Sample X271,244712,
L,8,Sample X272,253931,
L,9,Sample X273,239605,
L,10,Sample X274,260063,
L,11,Sample X275,237512,
L,12,Sample X276,265573,
L,13,Sample X277,245355,
L,14,Sample X278,267059,
L,15,Sample X279,275797,
L,16,Sample X280,292575,
L,17,Sample X281,262303,
L,18,Sample X282,253242,
L,19,Sample X283,277838,
L,20,Sample X284,240357,
L,21,Sample X285,227678,
L,22,Sample X286,256109,
L,23,Sample X287,234683,
L,24,Sample X288,252767,
M,1,Sample X289,250451,
M,2,Sample X290,43055,
M,3,Sample X291,61242,
M,4,Sample X292,84020,
M,5,Sample X293,115633,
M,6,Sample X294,134485,
M,7,Sample X295,157523,
M,8,Sample X296,228289,
M,9,Sample X297,249988,
M,10,Sample X298,262612,
M,11,Sample X299,275614,
M,12,Sample X300,249180,
M,13,Sample X301,38105,
M,14,Sample X302,49710,
M,15,Sample X303,71266,
M,16,Sample X304,80090,
M,17,Sample X305,82695,
M,18,Sample X306,82717,
M,19,Sample X307,176704,
M,20,Sample X308,245865,
M,21,Sample X309,262238,
M,22,Sample X310,273892,
M,23,Sample X311,272391,
M,24,Sample X312,274693,
N,1,Sample X313,222481,
N,2,Sample X314,1477,
N,3,Sample X315,2296,
N,4,Sample X316,7016,
N,5,Sample X317,18178,
N,6,Sample X318,23215,
N,7,Sample X319,28075,
N,8,Sample X320,78863,
N,9,Sample X321,100707,
N,10,Sample X322,225571,
N,11,Sample X323,243110,
N,12,Sample X324,277955,
N,13,Sample X325,36188,
N,14,Sample X326,47720,
N,15,Sample X327,93187,
N,16,Sample X328,100846,
N,17,Sample X329,160550,
N,18,Sample X330,200118,
N,19,Sample X331,218998,
N,20,Sample X332,266173,
N,21,Sample X333,244173,
N,22,Sample X334,268559,
N,23,Sample X335,294876,
N,24,Sample X336,303670,
O,1,Sample X337,252826,
O,2,Sample X338,20723,
O,3,Sample X339,23581,
O,4,Sample X340,30425,
O,5,Sample X341,106446,
O,6,Sample X342,142285,
O,7,Sample X343,146592,
O,8,Sample X344,244055,
O,9,Sample X345,262288,
O,10,Sample X346,255921,
O,11,Sample X347,233682,
O,12,Sample X348,287745,
O,13,Sample X349,183199,
O,14,Sample X350,215820,
O,15,Sample X351,211054,
O,16,Sample X352,259010,
O,17,Sample X353,218836,
O,18,Sample X354,211488,
O,19,Sample X355,239446,
O,20,Sample X356,284629,
O,21,Sample X357,273605,
O,22,Sample X358,257598,
O,23,Sample X359,228796,
O,24,Sample X360,256070,
P,1,Sample X361,255177,
P,2,Sample X362,255938,
P,3,Sample X363,258830,
P,4,Sample X364,214319,
P,5,Sample X365,215026,
P,6,Sample X366,243112,
P,7,Sample X367,221222,
P,8,Sample X368,228859,
P,9,Sample X369,225533,
P,10,Sample X370,268940,
P,11,Sample X371,267415,
P,12,Sample X372,277425,
P,13,Sample X373,267628,
P,14,Sample X374,220072,
P,15,Sample X375,297739,
P,16,Sample X376,228999,
P,17,Sample X377,205255,
P,18,Sample X378,255253,
P,19,Sample X379,226275,
P,20,Sample X380,249382,
P,21,Sample X381,270064,
P,22,Sample X382,224124,
P,23,Sample X383,231392,
P,24,Sample X384,282380,
