Well Row,Well Col,Content,Raw Data (No filter),
A,1,Sample X1,235797,
A,2,Sample X2,161415,
A,3,Sample X3,213708,
A,4,Sample X4,215620,
A,5,Sample X5,224286,
A,6,Sample X6,251072,
A,7,Sample X7,221726,
A,8,Sample X8,193268,
A,9,Sample X9,263,
A,10,Sample X10,199,
A,11,Sample X11,166,
A,12,Sample X12,173,
A,13,Sample X13,52101,
A,14,Sample X14,180136,
A,15,Sample X15,207404,
A,16,Sample X16,192290,
A,17,Sample X17,221307,
A,18,Sample X18,256031,
A,19,Sample X19,227031,
A,20,Sample X20,203427,
A,21,Sample X21,200113,
A,22,Sample X22,229730,
A,23,Sample X23,239994,
A,24,Sample X24,241598,
B,1,Sample X25,213727,
B,2,Sample X26,243445,
B,3,Sample X27,215300,
B,4,Sample X28,174286,
B,5,Sample X29,179547,
B,6,Sample X30,189123,
B,7,Sample X31,213085,
B,8,Sample X32,187943,
B,9,Sample X33,8414,
B,10,Sample X34,8267,
B,11,Sample X35,8672,
B,12,Sample X36,9766,
B,13,Sample X37,20504,
B,14,Sample X38,25303,
B,15,Sample X39,38592,
B,16,Sample X40,57850,
B,17,Sample X41,95994,
B,18,Sample X42,141868,
B,19,Sample X43,180822,
B,20,Sample X44,156238,
B,21,Sample X45,179660,
B,22,Sample X46,207337,
B,23,Sample X47,209709,
B,24,Sample X48,164460,
C,1,Sample X49,239287,
C,2,Sample X50,2127,
C,3,Sample X51,1856,
C,4,Sample X52,1819,
C,5,Sample X53,15136,
C,6,Sample X54,54952,
C,7,Sample X55,97899,
C,8,Sample X56,159446,
C,9,Sample X57,197857,
C,10,Sample X58,206296,
C,11,Sample X59,222978,
C,12,Sample X60,179071,
C,13,Sample X61,205546,
C,14,Sample X62,280777,
C,15,Sample X63,203735,
C,16,Sample X64,235420,
C,17,Sample X65,213368,
C,18,Sample X66,251096,
C,19,Sample X67,209120,
C,20,Sample X68,183601,
C,21,Sample X69,195376,
C,22,Sample X70,232363,
C,23,Sample X71,189073,
C,24,Sample X72,241331,
D,1,Sample X73,249196,
D,2,Sample X74,27262,
D,3,Sample X75,65184,
D,4,Sample X76,158857,
D,5,Sample X77,237940,
D,6,Sample X78,200752,
D,7,Sample X79,247367,
D,8,Sample X80,206027,
D,9,Sample X81,225981,
D,10,Sample X82,224071,
D,11,Sample X83,189920,
D,12,Sample X84,212740,
D,13,Sample X85,157516,
D,14,Sample X86,165541,
D,15,Sample X87,137903,
