Well Row,Well Col,Content,Raw Data (No filter),
A,1,Sample X1,175828,
A,2,Sample X2,183551,
A,3,Sample X3,162511,
A,4,Sample X4,213266,
A,5,Sample X5,182706,
A,6,Sample X6,176928,
A,7,Sample X7,169199,
A,8,Sample X8,219154,
A,9,Sample X9,307,
A,10,Sample X10,226,
A,11,Sample X11,249,
A,12,Sample X12,261,
A,13,Sample X13,82534,
A,14,Sample X14,168103,
A,15,Sample X15,165752,
A,16,Sample X16,202150,
A,17,Sample X17,153972,
A,18,Sample X18,193793,
A,19,Sample X19,226894,
A,20,Sample X20,161099,
A,21,Sample X21,188947,
A,22,Sample X22,219688,
A,23,Sample X23,174786,
A,24,Sample X24,183117,
B,1,Sample X25,225528,
B,2,Sample X26,190978,
B,3,Sample X27,145559,
B,4,Sample X28,154389,
B,5,Sample X29,162435,
B,6,Sample X30,172501,
B,7,Sample X31,189563,
B,8,Sample X32,158203,
B,9,Sample X33,5853,
B,10,Sample X34,5488,
B,11,Sample X35,5780,
B,12,Sample X36,5793,
B,13,Sample X37,15285,
B,14,Sample X38,21781,
B,15,Sample X39,26884,
B,16,Sample X40,47143,
B,17,Sample X41,60969,
B,18,Sample X42,107009,
B,19,Sample X43,131426,
B,20,Sample X44,168955,
B,21,Sample X45,173348,
B,22,Sample X46,168281,
B,23,Sample X47,175215,
B,24,Sample X48,201758,
C,1,Sample X49,177048,
C,2,Sample X50,126045,
C,3,Sample X51,149302,
C,4,Sample X52,153050,
C,5,Sample X53,151425,
C,6,Sample X54,159964,
C,7,Sample X55,182267,
C,8,Sample X56,177048,
C,9,Sample X57,184493,
C,10,Sample X58,175944,
C,11,Sample X59,190352,
C,12,Sample X60,181158,
C,13,Sample X61,126822,
C,14,Sample X62,146217,
C,15,Sample X63,156264,
C,16,Sample X64,170351,
C,17,Sample X65,155338,
C,18,Sample X66,154909,
C,19,Sample X67,191390,
C,20,Sample X68,174758,
C,21,Sample X69,198188,
C,22,Sample X70,145757,
C,23,Sample X71,161300,
C,24,Sample X72,190550,
D,1,Sample X73,164976,
D,2,Sample X74,11168,
D,3,Sample X75,14970,
D,4,Sample X76,20611,
D,5,Sample X77,41361,
D,6,Sample X78,61631,
D,7,Sample X79,59093,
D,8,Sample X80,106081,
D,9,Sample X81,135572,
D,10,Sample X82,178575,
D,11,Sample X83,154603,
D,12,Sample X84,154678,
D,13,Sample X85,156288,
D,14,Sample X86,148126,
D,15,Sample X87,154663,
D,16,Sample X88,189797,
D,17,Sample X89,172682,
D,18,Sample X90,169455,
D,19,Sample X91,209767,
D,20,Sample X92,160467,
D,21,Sample X93,166025,
D,22,Sample X94,194507,
D,23,Sample X95,185107,
D,24,Sample X96,195635,
E,1,Sample X97,188614,
E,2,Sample X98,59619,
E,3,Sample X99,77826,
E,4,Sample X100,102691,
E,5,Sample X101,169047,
E,6,Sample X102,143883,
E,7,Sample X103,154292,
E,8,Sample X104,209894,
E,9,Sample X105,207866,
E,10,Sample X106,193429,
E,11,Sample X107,188347,
E,12,Sample X108,150576,
E,13,Sample X109,27424,
E,14,Sample X110,53955,
E,15,Sample X111,90359,
E,16,Sample X112,91194,
E,17,Sample X113,119254,
E,18,Sample X114,125451,
E,19,Sample X115,128511,
E,20,Sample X116,146138,
E,21,Sample X117,146391,
E,22,Sample X118,165519,
E,23,Sample X119,169238,
E,24,Sample X120,206882,
F,1,Sample X121,149415,
F,2,Sample X122,106516,
F,3,Sample X123,109319,
F,4,Sample X124,151799,
F,5,Sample X125,136595,
F,6,Sample X126,169494,
F,7,Sample X127,164402,
F,8,Sample X128,185014,
F,9,Sample X129,187347,
F,10,Sample X130,185606,
F,11,Sample X131,166757,
F,12,Sample X132,128140,
F,13,Sample X133,2414,
F,14,Sample X134,2155,
F,15,Sample X135,30257,
F,16,Sample X136,128463,
F,17,Sample X137,133056,
F,18,Sample X138,154843,
F,19,Sample X139,181835,
F,20,Sample X140,169833,
F,21,Sample X141,187159,
F,22,Sample X142,158711,
F,23,Sample X143,164863,
F,24,Sample X144,152963,
G,1,Sample X145,187641,
G,2,Sample X146,2003,
G,3,Sample X147,2025,
G,4,Sample X148,2519,
G,5,Sample X149,36387,
G,6,Sample X150,112635,
G,7,Sample X151,120692,
G,8,Sample X152,152047,
G,9,Sample X153,165361,
G,10,Sample X154,171922,
G,11,Sample X155,170043,
G,12,Sample X156,165403,
G,13,Sample X157,93623,
G,14,Sample X158,101412,
G,15,Sample X159,147124,
G,16,Sample X160,146873,
G,17,Sample X161,170840,
G,18,Sample X162,169729,
G,19,Sample X163,168676,
G,20,Sample X164,166493,
G,21,Sample X165,167564,
G,22,Sample X166,159905,
G,23,Sample X167,192524,
G,24,Sample X168,202770,
H,1,Sample X169,181920,
H,2,Sample X170,83574,
H,3,Sample X171,125399,
H,4,Sample X172,128128,
H,5,Sample X173,136042,
H,6,Sample X174,137353,
H,7,Sample X175,167205,
H,8,Sample X176,173756,
H,9,Sample X177,148373,
H,10,Sample X178,163829,
H,11,Sample X179,197524,
H,12,Sample X180,211978,
H,13,Sample X181,164268,
H,14,Sample X182,181722,
H,15,Sample X183,158955,
H,16,Sample X184,134820,
H,17,Sample X185,156272,
H,18,Sample X186,171963,
H,19,Sample X187,152806,
H,20,Sample X188,190669,
H,21,Sample X189,139460,
H,22,Sample X190,151768,
H,23,Sample X191,187628,
H,24,Sample X192,205367,
I,1,Sample X193,168015,
I,2,Sample X194,3338,
I,3,Sample X195,19728,
I,4,Sample X196,51389,
I,5,Sample X197,89090,
I,6,Sample X198,94584,
I,7,Sample X199,100511,
I,8,Sample X200,110087,
I,9,Sample X201,96401,
