Well Row,Well Col,Content, Raw Data (530-15/590-20),
A,1,Sample X1,96572,
A,2,Sample X2,137161,
A,3,Sample X3,133547,
A,4,Sample X4,136981,
A,5,Sample X5,137083,
A,6,Sample X6,130924,
A,7,Sample X7,124862,
A,8,Sample X8,133653,
A,9,Sample X9,2595,
A,10,Sample X10,2617,
A,11,Sample X11,2617,
A,12,Sample X12,2587,
A,13,Sample X13,61973,
A,14,Sample X14,101647,
A,15,Sample X15,115376,
A,16,Sample X16,119291,
A,17,Sample X17,128929,
A,18,Sample X18,126342,
A,19,Sample X19,131314,
A,20,Sample X20,132974,
A,21,Sample X21,131643,
A,22,Sample X22,132116,
A,23,Sample X23,123856,
A,24,Sample X24,124544,
B,1,Sample X25,132715,
B,2,Sample X26,142649,
B,3,Sample X27,142180,
B,4,Sample X28,129892,
B,5,Sample X29,137810,
B,6,Sample X30,136628,
B,7,Sample X31,135297,
B,8,Sample X32,133736,
B,9,Sample X33,91205,
B,10,Sample X34,95943,
B,11,Sample X35,90143,
B,12,Sample X36,92718,
B,13,Sample X37,131154,
B,14,Sample X38,149806,
B,15,Sample X39,145618,
B,16,Sample X40,142800,
B,17,Sample X41,148618,
B,18,Sample X42,135462,
B,19,Sample X43,130898,
B,20,Sample X44,133821,
B,21,Sample X45,131682,
B,22,Sample X46,134308,
B,23,Sample X47,130084,
B,24,Sample X48,131650,
C,1,Sample X49,134633,
C,2,Sample X50,158038,
C,3,Sample X51,143904,
C,4,Sample X52,138752,
C,5,Sample X53,143372,
C,6,Sample X54,139785,
C,7,Sample X55,140218,
C,8,Sample X56,137989,
C,9,Sample X57,135955,
C,10,Sample X58,140667,
C,11,Sample X59,134416,
C,12,Sample X60,142581,
C,13,Sample X61,134073,
C,14,Sample X62,140063,
C,15,Sample X63,141464,
C,16,Sample X64,141847,
C,17,Sample X65,128077,
C,18,Sample X66,145518,
C,19,Sample X67,139640,
C,20,Sample X68,135392,
C,21,Sample X69,142392,
C,22,Sample X70,138307,
C,23,Sample X71,126798,
C,24,Sample X72,132984,
D,1,Sample X73,132538,
D,2,Sample X74,113583,
D,3,Sample X75,124720,
D,4,Sample X76,127808,
D,5,Sample X77,153277,
D,6,Sample X78,149738,
D,7,Sample X79,144354,
D,8,Sample X80,150422,
D,9,Sample X81,142325,
D,10,Sample X82,134897,
D,11,Sample X83,140972,
D,12,Sample X84,138471,
D,13,Sample X85,89701,
D,14,Sample X86,79114,
D,15,Sample X87,109562,
D,16,Sample X88,126241,
D,17,Sample X89,129764,
D,18,Sample X90,124705,
D,19,Sample X91,138628,
D,20,Sample X92,136783,
D,21,Sample X93,134299,
D,22,Sample X94,136283,
D,23,Sample X95,131235,
D,24,Sample X96,135992,
E,1,Sample X97,135884,
E,2,Sample X98,49523,
E,3,Sample X99,111690,
E,4,Sample X100,149391,
E,5,Sample X101,147656,
E,6,Sample X102,143227,
E,7,Sample X103,146415,
E,8,Sample X104,112647,
E,9,Sample X105,133327,
E,10,Sample X106,143939,
E,11,Sample X107,147240,
E,12,Sample X108,137543,
E,13,Sample X109,2997,
E,14,Sample X110,3024,
E,15,Sample X111,3463,
E,16,Sample X112,99572,
E,17,Sample X113,115974,
E,18,Sample X114,146937,
E,19,Sample X115,141556,
E,20,Sample X116,140813,
E,21,Sample X117,109534,
E,22,Sample X118,140285,
E,23,Sample X119,134858,
E,24,Sample X120,130523,
F,1,Sample X121,134265,
F,2,Sample X122,144128,
F,3,Sample X123,156279,
F,4,Sample X124,158177,
F,5,Sample X125,152742,
F,6,Sample X126,149636,
F,7,Sample X127,153030,
F,8,Sample X128,147691,
F,9,Sample X129,144903,
F,10,Sample X130,137777,
F,11,Sample X131,138577,
F,12,Sample X132,125172,
F,13,Sample X133,134782,
F,14,Sample X134,110527,
F,15,Sample X135,119227,
F,16,Sample X136,130241,
F,17,Sample X137,136011,
F,18,Sample X138,132721,
F,19,Sample X139,140495,
F,20,Sample X140,139883,
F,21,Sample X141,134686,
F,22,Sample X142,143057,
F,23,Sample X143,134780,
F,24,Sample X144,126101,
G,1,Sample X145,143789,
G,2,Sample X146,2909,
G,3,Sample X147,2862,
G,4,Sample X148,136980,
G,5,Sample X149,144723,
G,6,Sample X150,142942,
G,7,Sample X151,140635,
G,8,Sample X152,132536,
G,9,Sample X153,141564,
G,10,Sample X154,144394,
G,11,Sample X155,121620,
G,12,Sample X156,142578,
G,13,Sample X157,141059,
G,14,Sample X158,139611,
G,15,Sample X159,133125,
G,16,Sample X160,139643,
G,17,Sample X161,135212,
G,18,Sample X162,143968,
G,19,Sample X163,150188,
G,20,Sample X164,137995,
G,21,Sample X165,144777,
G,22,Sample X166,141540,
G,23,Sample X167,127683,
G,24,Sample X168,124102,
H,1,Sample X169,135789,
H,2,Sample X170,84476,
H,3,Sample X171,98779,
H,4,Sample X172,128308,
H,5,Sample X173,118533,
H,6,Sample X174,145816,
H,7,Sample X175,138544,
H,8,Sample X176,137695,
H,9,Sample X177,133764,
H,10,Sample X178,109642,
H,11,Sample X179,124591,
H,12,Sample X180,109250,
H,13,Sample X181,78498,
H,14,Sample X182,80502,
H,15,Sample X183,105776,
H,16,Sample X184,100863,
H,17,Sample X185,139266,
H,18,Sample X186,137699,
H,19,Sample X187,144237,
H,20,Sample X188,131797,
H,21,Sample X189,133717,
H,22,Sample X190,134320,
H,23,Sample X191,131477,
H,24,Sample X192,128882,
I,1,Sample X193,135660,
I,2,Sample X194,140015,
I,3,Sample X195,154308,
I,4,Sample X196,144665,
I,5,Sample X197,142783,
I,6,Sample X198,130081,
I,7,Sample X199,113145,
I,8,Sample X200,131226,
I,9,Sample X201,138996,
I,10,Sample X202,93808,
I,11,Sample X203,137896,
I,12,Sample X204,91792,
I,13,Sample X205,122487,
I,14,Sample X206,131678,
I,15,Sample X207,139858,
I,16,Sample X208,143628,
I,17,Sample X209,152066,
I,18,Sample X210,156429,
I,19,Sample X211,157891,
I,20,Sample X212,154499,
I,21,Sample X213,143299,
I,22,Sample X214,142148,
I,23,Sample X215,150102,
I,24,Sample X216,133071,
J,1,Sample X217,151842,
J,2,Sample X218,145883,
J,3,Sample X219,147156,
J,4,Sample X220,154800,
J,5,Sample X221,154843,
J,6,Sample X222,152116,
J,7,Sample X223,140801,
J,8,Sample X224,138681,
J,9,Sample X225,117941,
J,10,Sample X226,148784,
J,11,Sample X227,116146,
J,12,Sample X228,136965,
J,13,Sample X229,118932,
J,14,Sample X230,134136,
