Well Row,Well Col,Content,Raw Data (No filter),
A,1,Sample X1,121234,
A,2,Sample X2,106418,
A,3,Sample X3,125642,
A,4,Sample X4,116747,
A,5,Sample X5,136500,
A,6,Sample X6,135886,
A,7,Sample X7,141041,
A,8,Sample X8,159873,
A,9,Sample X9,303,
A,10,Sample X10,136,
A,11,Sample X11,162,
A,12,Sample X12,174,
A,13,Sample X13,64481,
A,14,Sample X14,111614,
A,15,Sample X15,117121,
A,16,Sample X16,124080,
A,17,Sample X17,103496,
A,18,Sample X18,124450,
A,19,Sample X19,127664,
A,20,Sample X20,153798,
A,21,Sample X21,114025,
A,22,Sample X22,115225,
A,23,Sample X23,138481,
A,24,Sample X24,147992,
B,1,Sample X25,147460,
B,2,Sample X26,120624,
B,3,Sample X27,129061,
B,4,Sample X28,114629,
B,5,Sample X29,141760,
B,6,Sample X30,134961,
B,7,Sample X31,118058,
B,8,Sample X32,136860,
B,9,Sample X33,7352,
B,10,Sample X34,8466,
B,11,Sample X35,8347,
B,12,Sample X36,7375,
B,13,Sample X37,10257,
B,14,Sample X38,12484,
B,15,Sample X39,23577,
B,16,Sample X40,32512,
B,17,Sample X41,50191,
B,18,Sample X42,84624,
B,19,Sample X43,101260,
B,20,Sample X44,126879,
B,21,Sample X45,128878,
B,22,Sample X46,121390,
B,23,Sample X47,145803,
B,24,Sample X48,105459,
C,1,Sample X49,137580,
C,2,Sample X50,1828,
C,3,Sample X51,1604,
C,4,Sample X52,1466,
C,5,Sample X53,13001,
C,6,Sample X54,33694,
C,7,Sample X55,78761,
C,8,Sample X56,112150,
C,9,Sample X57,128295,
C,10,Sample X58,120102,
C,11,Sample X59,135402,
C,12,Sample X60,146632,
C,13,Sample X61,193018,
C,14,Sample X62,166304,
C,15,Sample X63,151107,
C,16,Sample X64,132971,
C,17,Sample X65,116372,
C,18,Sample X66,127510,
C,19,Sample X67,140741,
C,20,Sample X68,152063,
C,21,Sample X69,121521,
C,22,Sample X70,116741,
C,23,Sample X71,135417,
C,24,Sample X72,113181,
D,1,Sample X73,139828,
D,2,Sample X74,42959,
D,3,Sample X75,59783,
D,4,Sample X76,122095,
D,5,Sample X77,160650,
D,6,Sample X78,175781,
D,7,Sample X79,164847,
D,8,Sample X80,153403,
D,9,Sample X81,136733,
D,10,Sample X82,122473,
D,11,Sample X83,137325,
D,12,Sample X84,128285,
D,13,Sample X85,97077,
D,14,Sample X86,94526,
D,15,Sample X87,92482,
D,16,Sample X88,124970,
D,17,Sample X89,127838,
D,18,Sample X90,122621,
D,19,Sample X91,130854,
D,20,Sample X92,137354,
D,21,Sample X93,144196,
D,22,Sample X94,140960,
D,23,Sample X95,133741,
D,24,Sample X96,141061,
E,1,Sample X97,184456,
E,2,Sample X98,4209,
E,3,Sample X99,11178,
E,4,Sample X100,30360,
E,5,Sample X101,64189,
E,6,Sample X102,115628,
E,7,Sample X103,137599,
E,8,Sample X104,130544,
E,9,Sample X105,165075,
E,10,Sample X106,141465,
E,11,Sample X107,114862,
E,12,Sample X108,155802,
E,13,Sample X109,1389,
E,14,Sample X110,1248,
E,15,Sample X111,1389,
E,16,Sample X112,1577,
E,17,Sample X113,1469,
E,18,Sample X114,1470,
E,19,Sample X115,1569,
E,20,Sample X116,32373,
E,21,Sample X117,129327,
E,22,Sample X118,114988,
E,23,Sample X119,138868,
E,24,Sample X120,139767,
F,1,Sample X121,150751,
F,2,Sample X122,1517,
F,3,Sample X123,3056,
F,4,Sample X124,16193,
F,5,Sample X125,64388,
F,6,Sample X126,101385,
F,7,Sample X127,171080,
F,8,Sample X128,122986,
F,9,Sample X129,181701,
F,10,Sample X130,127081,
