Well Row,Well Col,Content,Raw Data (No filter),
A,1,Sample X1,338594,
A,2,Sample X2,294143,
A,3,Sample X3,290249,
A,4,Sample X4,272433,
A,5,Sample X5,291944,
A,6,Sample X6,296745,
A,7,Sample X7,279782,
A,8,Sample X8,281275,
A,9,Sample X9,321,
A,10,Sample X10,233,
A,11,Sample X11,206,
A,12,Sample X12,268,
A,13,Sample X13,63718,
A,14,Sample X14,222579,
A,15,Sample X15,264018,
A,16,Sample X16,258857,
A,17,Sample X17,277865,
A,18,Sample X18,270132,
A,19,Sample X19,274195,
A,20,Sample X20,279606,
A,21,Sample X21,259696,
A,22,Sample X22,277210,
A,23,Sample X23,258424,
A,24,Sample X24,297897,
B,1,Sample X25,321878,
B,2,Sample X26,290578,
B,3,Sample X27,306250,
B,4,Sample X28,296123,
B,5,Sample X29,286117,
B,6,Sample X30,279263,
B,7,Sample X31,286185,
B,8,Sample X32,281576,
B,9,Sample X33,13322,
B,10,Sample X34,13874,
B,11,Sample X35,13450,
B,12,Sample X36,13418,
B,13,Sample X37,28199,
B,14,Sample X38,32063,
B,15,Sample X39,54085,
B,16,Sample X40,83299,
B,17,Sample X41,117870,
B,18,Sample X42,172693,
B,19,Sample X43,242690,
B,20,Sample X44,260631,
B,21,Sample X45,255013,
B,22,Sample X46,259119,
B,23,Sample X47,270261,
B,24,Sample X48,306271,
C,1,Sample X49,301020,
C,2,Sample X50,47832,
C,3,Sample X51,114272,
C,4,Sample X52,196989,
C,5,Sample X53,230763,
C,6,Sample X54,274460,
C,7,Sample X55,286911,
C,8,Sample X56,278030,
C,9,Sample X57,320030,
C,10,Sample X58,298541,
C,11,Sample X59,277685,
C,12,Sample X60,291399,
C,13,Sample X61,129106,
C,14,Sample X62,201385,
C,15,Sample X63,253983,
C,16,Sample X64,288105,
C,17,Sample X65,286835,
C,18,Sample X66,280816,
C,19,Sample X67,290002,
C,20,Sample X68,277239,
C,21,Sample X69,287310,
C,22,Sample X70,276264,
C,23,Sample X71,276862,
C,24,Sample X72,269424,
D,1,Sample X73,326836,
D,2,Sample X74,2180,
D,3,Sample X75,8251,
D,4,Sample X76,40738,
D,5,Sample X77,134889,
D,6,Sample X78,190430,
D,7,Sample X79,231655,
D,8,Sample X80,268736,
D,9,Sample X81,273646,
D,10,Sample X82,285722,
D,11,Sample X83,298816,
D,12,Sample X84,298929,
D,13,Sample X85,123573,
D,14,Sample X86,152706,
D,15,Sample X87,198340,
D,16,Sample X88,228327,
D,17,Sample X89,196436,
D,18,Sample X90,183204,
D,19,Sample X91,154209,
D,20,Sample X92,160932,
D,21,Sample X93,181917,
D,22,Sample X94,250927,
D,23,Sample X95,284433,
D,24,Sample X96,294710,
E,1,Sample X97,314053,
E,2,Sample X98,84376,
E,3,Sample X99,116057,
E,4,Sample X100,138235,
E,5,Sample X101,230817,
E,6,Sample X102,259324,
E,7,Sample X103,256670,
E,8,Sample X104,260089,
E,9,Sample X105,295538,
E,10,Sample X106,220377,
E,11,Sample X107,198262,
E,12,Sample X108,201625,
E,13,Sample X109,1283,
E,14,Sample X110,1864,
E,15,Sample X111,1581,
E,16,Sample X112,12364,
E,17,Sample X113,95053,
E,18,Sample X114,130078,
E,19,Sample X115,187212,
E,20,Sample X116,187592,
E,21,Sample X117,3960,
E,22,Sample X118,178307,
E,23,Sample X119,195812,
E,24,Sample X120,202134,
F,1,Sample X121,324706,
F,2,Sample X122,3629,
F,3,Sample X123,10446,
F,4,Sample X124,35179,
F,5,Sample X125,122512,
F,6,Sample X126,184764,
F,7,Sample X127,219292,
F,8,Sample X128,271413,
F,9,Sample X129,292351,
F,10,Sample X130,309931,
F,11,Sample X131,299797,
F,12,Sample X132,290429,
F,13,Sample X133,5061,
F,14,Sample X134,16462,
F,15,Sample X135,41177,
F,16,Sample X136,103461,
F,17,Sample X137,154974,
F,18,Sample X138,178748,
F,19,Sample X139,226920,
F,20,Sample X140,271809,
F,21,Sample X141,306488,
F,22,Sample X142,290902,
F,23,Sample X143,289827,
F,24,Sample X144,297640,
G,1,Sample X145,330670,
G,2,Sample X146,318120,
G,3,Sample X147,321335,
G,4,Sample X148,309819,
G,5,Sample X149,297606,
G,6,Sample X150,291415,
G,7,Sample X151,293902,
G,8,Sample X152,290265,
G,9,Sample X153,287247,
G,10,Sample X154,276809,
G,11,Sample X155,287035,
G,12,Sample X156,287974,
G,13,Sample X157,3953,
G,14,Sample X158,9684,
G,15,Sample X159,32974,
G,16,Sample X160,91830,
G,17,Sample X161,151000,
G,18,Sample X162,185000,
G,19,Sample X163,241128,
G,20,Sample X164,277655,
G,21,Sample X165,286389,
G,22,Sample X166,289215,
G,23,Sample X167,289773,
G,24,Sample X168,290283,
H,1,Sample X169,309936,
H,2,Sample X170,247876,
H,3,Sample X171,219390,
H,4,Sample X172,257734,
H,5,Sample X173,260946,
H,6,Sample X174,244698,
H,7,Sample X175,270561,
H,8,Sample X176,236528,
H,9,Sample X177,222941,
H,10,Sample X178,226694,
H,11,Sample X179,255889,
H,12,Sample X180,299377,
H,13,Sample X181,172348,
H,14,Sample X182,230420,
H,15,Sample X183,245220,
H,16,Sample X184,276743,
H,17,Sample X185,279622,
H,18,Sample X186,282415,
H,19,Sample X187,296899,
H,20,Sample X188,295010,
H,21,Sample X189,296346,
H,22,Sample X190,296290,
H,23,Sample X191,296969,
H,24,Sample X192,306450,
I,1,Sample X193,272450,
I,2,Sample X194,164976,
I,3,Sample X195,173006,
I,4,Sample X196,223688,
I,5,Sample X197,268875,
I,6,Sample X198,286772,
I,7,Sample X199,287264,
I,8,Sample X200,289160,
I,9,Sample X201,294519,
I,10,Sample X202,280195,
I,11,Sample X203,311298,
I,12,Sample X204,295496,
I,13,Sample X205,1717,
I,14,Sample X206,1500,
I,15,Sample X207,3873,
I,16,Sample X208,128732,
I,17,Sample X209,219258,
I,18,Sample X210,235557,
I,19,Sample X211,302489,
I,20,Sample X212,290992,
I,21,Sample X213,292795,
I,22,Sample X214,298271,
I,23,Sample X215,309750,
I,24,Sample X216,308168,
J,1,Sample X217,300760,
J,2,Sample X218,261177,
J,3,Sample X219,260758,
J,4,Sample X220,266048,
J,5,Sample X221,280942,
J,6,Sample X222,289691,
J,7,Sample X223,267339,
J,8,Sample X224,281877,
