Well Row,Well Col,Content, Raw Data (530-15/590-20),
A,1,Sample X1,120779,
A,2,Sample X2,134416,
A,3,Sample X3,131977,
A,4,Sample X4,126200,
A,5,Sample X5,130020,
A,6,Sample X6,127445,
A,7,Sample X7,128935,
A,8,Sample X8,126756,
A,9,Sample X9,2402,
A,10,Sample X10,2390,
A,11,Sample X11,2397,
A,12,Sample X12,2394,
A,13,Sample X13,32467,
A,14,Sample X14,101569,
A,15,Sample X15,113428,
A,16,Sample X16,122681,
A,17,Sample X17,125427,
A,18,Sample X18,135927,
A,19,Sample X19,137450,
A,20,Sample X20,139255,
A,21,Sample X21,133352,
A,22,Sample X22,137659,
A,23,Sample X23,137836,
A,24,Sample X24,136954,
B,1,Sample X25,132799,
B,2,Sample X26,132628,
B,3,Sample X27,129952,
B,4,Sample X28,129118,
B,5,Sample X29,118791,
B,6,Sample X30,115390,
B,7,Sample X31,118918,
B,8,Sample X32,112136,
B,9,Sample X33,82396,
B,10,Sample X34,64464,
B,11,Sample X35,81069,
B,12,Sample X36,86186,
B,13,Sample X37,121788,
B,14,Sample X38,132246,
B,15,Sample X39,124531,
B,16,Sample X40,131640,
B,17,Sample X41,129064,
B,18,Sample X42,131400,
B,19,Sample X43,145852,
B,20,Sample X44,141089,
B,21,Sample X45,136050,
B,22,Sample X46,135581,
B,23,Sample X47,139656,
B,24,Sample X48,139608,
C,1,Sample X49,132635,
C,2,Sample X50,2759,
C,3,Sample X51,2777,
C,4,Sample X52,69029,
C,5,Sample X53,116385,
C,6,Sample X54,106758,
C,7,Sample X55,109338,
C,8,Sample X56,105583,
C,9,Sample X57,101404,
C,10,Sample X58,109373,
C,11,Sample X59,115003,
C,12,Sample X60,94507,
C,13,Sample X61,105335,
C,14,Sample X62,113012,
C,15,Sample X63,90511,
C,16,Sample X64,123304,
C,17,Sample X65,127730,
C,18,Sample X66,119458,
C,19,Sample X67,125614,
C,20,Sample X68,126621,
C,21,Sample X69,131131,
C,22,Sample X70,140772,
C,23,Sample X71,139656,
C,24,Sample X72,137569,
D,1,Sample X73,128086,
D,2,Sample X74,127654,
D,3,Sample X75,120169,
D,4,Sample X76,102573,
D,5,Sample X77,102524,
D,6,Sample X78,105101,
D,7,Sample X79,97651,
