Well Row,Well Col,Content,Raw Data (No filter),
A,1,Sample X1,321400,
A,2,Sample X2,302282,
A,3,Sample X3,332573,
A,4,Sample X4,347000,
A,5,Sample X5,337165,
A,6,Sample X6,370110,
A,7,Sample X7,319507,
A,8,Sample X8,404956,
A,9,Sample X9,475,
A,10,Sample X10,297,
A,11,Sample X11,285,
A,12,Sample X12,380,
A,13,Sample X13,159027,
A,14,Sample X14,256939,
A,15,Sample X15,284281,
A,16,Sample X16,257934,
A,17,Sample X17,321773,
A,18,Sample X18,329999,
A,19,Sample X19,411392,
A,20,Sample X20,318204,
A,21,Sample X21,374019,
A,22,Sample X22,373244,
A,23,Sample X23,469923,
A,24,Sample X24,502814,
B,1,Sample X25,337021,
B,2,Sample X26,318368,
B,3,Sample X27,338958,
B,4,Sample X28,316667,
B,5,Sample X29,345114,
B,6,Sample X30,377383,
B,7,Sample X31,368445,
B,8,Sample X32,323995,
B,9,Sample X33,16894,
B,10,Sample X34,17175,
B,11,Sample X35,17532,
B,12,Sample X36,15142,
B,13,Sample X37,31021,
B,14,Sample X38,28353,
B,15,Sample X39,48173,
B,16,Sample X40,85445,
B,17,Sample X41,101483,
B,18,Sample X42,201732,
B,19,Sample X43,220840,
B,20,Sample X44,259584,
B,21,Sample X45,268971,
B,22,Sample X46,259818,
B,23,Sample X47,410830,
B,24,Sample X48,433172,
C,1,Sample X49,370027,
C,2,Sample X50,61346,
C,3,Sample X51,147208,
C,4,Sample X52,216433,
C,5,Sample X53,279435,
C,6,Sample X54,291207,
C,7,Sample X55,262314,
C,8,Sample X56,312037,
C,9,Sample X57,369406,
C,10,Sample X58,291023,
C,11,Sample X59,284583,
C,12,Sample X60,331364,
C,13,Sample X61,159521,
C,14,Sample X62,220058,
C,15,Sample X63,321395,
C,16,Sample X64,314729,
C,17,Sample X65,123346,
C,18,Sample X66,311633,
C,19,Sample X67,385326,
C,20,Sample X68,261342,
C,21,Sample X69,211033,
C,22,Sample X70,309095,
C,23,Sample X71,343317,
C,24,Sample X72,445365,
D,1,Sample X73,391667,
D,2,Sample X74,2892,
D,3,Sample X75,11522,
D,4,Sample X76,58827,
D,5,Sample X77,161612,
D,6,Sample X78,234659,
D,7,Sample X79,253116,
D,8,Sample X80,297949,
D,9,Sample X81,332565,
D,10,Sample X82,318739,
D,11,Sample X83,340638,
D,12,Sample X84,279692,
D,13,Sample X85,160284,
D,14,Sample X86,214951,
D,15,Sample X87,259837,
D,16,Sample X88,233953,
D,17,Sample X89,216055,
D,18,Sample X90,217317,
D,19,Sample X91,189347,
D,20,Sample X92,195194,
D,21,Sample X93,207920,
D,22,Sample X94,176823,
D,23,Sample X95,307077,
D,24,Sample X96,384845,
E,1,Sample X97,384290,
E,2,Sample X98,123882,
E,3,Sample X99,148168,
E,4,Sample X100,173832,
E,5,Sample X101,224580,
E,6,Sample X102,275287,
E,7,Sample X103,272055,
E,8,Sample X104,369362,
E,9,Sample X105,360216,
E,10,Sample X106,306040,
E,11,Sample X107,296279,
E,12,Sample X108,281233,
E,13,Sample X109,1381,
E,14,Sample X110,1263,
E,15,Sample X111,2221,
E,16,Sample X112,117849,
E,17,Sample X113,131548,
E,18,Sample X114,222324,
E,19,Sample X115,346151,
E,20,Sample X116,321256,
E,21,Sample X117,368431,
E,22,Sample X118,220403,
E,23,Sample X119,241027,
E,24,Sample X120,453670,
F,1,Sample X121,390589,
F,2,Sample X122,6578,
F,3,Sample X123,9439,
F,4,Sample X124,46867,
F,5,Sample X125,148549,
F,6,Sample X126,218151,
F,7,Sample X127,243511,
F,8,Sample X128,281617,
F,9,Sample X129,300573,
F,10,Sample X130,372542,
F,11,Sample X131,314811,
F,12,Sample X132,325835,
F,13,Sample X133,10302,
F,14,Sample X134,21790,
F,15,Sample X135,53612,
F,16,Sample X136,109513,
F,17,Sample X137,159114,
F,18,Sample X138,213290,
F,19,Sample X139,269588,
F,20,Sample X140,288950,
F,21,Sample X141,289118,
F,22,Sample X142,301516,
F,23,Sample X143,387890,
F,24,Sample X144,375820,
G,1,Sample X145,389886,
G,2,Sample X146,299044,
G,3,Sample X147,258838,
G,4,Sample X148,303331,
G,5,Sample X149,265059,
G,6,Sample X150,302582,
G,7,Sample X151,304280,
G,8,Sample X152,329182,
G,9,Sample X153,322700,
G,10,Sample X154,321000,
G,11,Sample X155,309316,
G,12,Sample X156,326829,
G,13,Sample X157,5995,
G,14,Sample X158,16667,
G,15,Sample X159,32403,
G,16,Sample X160,108405,
G,17,Sample X161,166967,
G,18,Sample X162,225909,
G,19,Sample X163,278671,
G,20,Sample X164,296295,
G,21,Sample X165,371749,
G,22,Sample X166,306674,
G,23,Sample X167,330232,
G,24,Sample X168,420834,
H,1,Sample X169,304438,
H,2,Sample X170,332250,
H,3,Sample X171,309962,
H,4,Sample X172,300471,
H,5,Sample X173,300795,
H,6,Sample X174,273030,
H,7,Sample X175,326571,
H,8,Sample X176,238735,
H,9,Sample X177,248731,
H,10,Sample X178,233728,
H,11,Sample X179,269312,
H,12,Sample X180,314677,
H,13,Sample X181,217642,
H,14,Sample X182,272955,
H,15,Sample X183,286292,
H,16,Sample X184,301973,
H,17,Sample X185,304136,
H,18,Sample X186,361517,
H,19,Sample X187,333250,
H,20,Sample X188,345123,
H,21,Sample X189,327449,
H,22,Sample X190,304011,
H,23,Sample X191,391534,
H,24,Sample X192,374838,
I,1,Sample X193,364591,
I,2,Sample X194,201246,
I,3,Sample X195,206227,
I,4,Sample X196,218593,
I,5,Sample X197,340680,
I,6,Sample X198,288380,
I,7,Sample X199,303188,
I,8,Sample X200,373172,
I,9,Sample X201,349687,
I,10,Sample X202,312177,
I,11,Sample X203,318134,
I,12,Sample X204,340189,
I,13,Sample X205,1857,
I,14,Sample X206,1661,
I,15,Sample X207,7475,
I,16,Sample X208,203641,
I,17,Sample X209,286949,
I,18,Sample X210,334292,
I,19,Sample X211,344484,
I,20,Sample X212,290406,
I,21,Sample X213,373908,
I,22,Sample X214,357518,
I,23,Sample X215,304403,
I,24,Sample X216,420342,
J,1,Sample X217,388090,
J,2,Sample X218,303370,
J,3,Sample X219,265379,
J,4,Sample X220,285768,
J,5,Sample X221,313319,
J,6,Sample X222,304512,
J,7,Sample X223,304266,
J,8,Sample X224,320608,
J,9,Sample X225,377917,
J,10,Sample X226,282624,
J,11,Sample X227,312646,
J,12,Sample X228,280815,
J,13,Sample X229,319825,
J,14,Sample X230,316826,
J,15,Sample X231,343563,
J,16,Sample X232,305480,
J,17,Sample X233,327344,
J,18,Sample X234,346559,
J,19,Sample X235,321890,
J,20,Sample X236,336533,
J,21,Sample X237,378573,
J,22,Sample X238,326187,
J,23,Sample X239,372237,
J,24,Sample X240,325108,
K,1,Sample X241,421418,
K,2,Sample X242,334883,
K,3,Sample X243,227663,
K,4,Sample X244,399374,
K,5,Sample X245,283503,
K,6,Sample X246,301741,
K,7,Sample X247,320294,
K,8,Sample X248,316052,
K,9,Sample X249,339042,
K,10,Sample X250,304139,
K,11,Sample X251,345231,
K,12,Sample X252,282070,
K,13,Sample X253,273242,
K,14,Sample X254,283737,
K,15,Sample X255,351505,
K,16,Sample X256,339368,
K,17,Sample X257,365772,
K,18,Sample X258,325251,
K,19,Sample X259,341078,
K,20,Sample X260,319435,
K,21,Sample X261,325315,
K,22,Sample X262,301611,
K,23,Sample X263,334725,
K,24,Sample X264,463738,
L,1,Sample X265,399561,
L,2,Sample X266,3026,
L,3,Sample X267,101275,
L,4,Sample X268,124070,
L,5,Sample X269,262776,
L,6,Sample X270,278037,
L,7,Sample X271,298106,
L,8,Sample X272,389224,
L,9,Sample X273,370660,
L,10,Sample X274,309028,
L,11,Sample X275,338150,
L,12,Sample X276,332441,
L,13,Sample X277,163801,
L,14,Sample X278,288160,
L,15,Sample X279,336721,
L,16,Sample X280,281418,
L,17,Sample X281,358628,
L,18,Sample X282,348093,
L,19,Sample X283,296892,
L,20,Sample X284,316369,
L,21,Sample X285,326113,
L,22,Sample X286,315978,
L,23,Sample X287,337211,
L,24,Sample X288,412864,
M,1,Sample X289,316697,
M,2,Sample X290,124934,
M,3,Sample X291,87048,
M,4,Sample X292,177316,
M,5,Sample X293,382047,
M,6,Sample X294,336338,
M,7,Sample X295,245168,
M,8,Sample X296,321184,
M,9,Sample X297,336945,
M,10,Sample X298,323386,
M,11,Sample X299,305481,
M,12,Sample X300,341994,
M,13,Sample X301,262120,
M,14,Sample X302,245402,
M,15,Sample X303,334963,
M,16,Sample X304,324880,
M,17,Sample X305,356223,
M,18,Sample X306,327717,
M,19,Sample X307,379003,
M,20,Sample X308,320167,
M,21,Sample X309,329592,
M,22,Sample X310,300521,
M,23,Sample X311,350165,
M,24,Sample X312,345498,
N,1,Sample X313,507616,
N,2,Sample X314,147882,
N,3,Sample X315,251025,
N,4,Sample X316,466544,
N,5,Sample X317,347719,
N,6,Sample X318,327738,
N,7,Sample X319,342158,
N,8,Sample X320,407222,
N,9,Sample X321,292856,
N,10,Sample X322,324185,
N,11,Sample X323,339158,
N,12,Sample X324,331193,
N,13,Sample X325,17650,
N,14,Sample X326,31823,
N,15,Sample X327,31674,
N,16,Sample X328,40253,
N,17,Sample X329,54252,
N,18,Sample X330,69331,
N,19,Sample X331,134793,
N,20,Sample X332,238218,
N,21,Sample X333,323911,
N,22,Sample X334,408647,
N,23,Sample X335,340813,
N,24,Sample X336,366825,
O,1,Sample X337,494630,
O,2,Sample X338,214404,
O,3,Sample X339,277632,
O,4,Sample X340,242875,
O,5,Sample X341,376215,
O,6,Sample X342,371336,
O,7,Sample X343,315791,
O,8,Sample X344,362018,
O,9,Sample X345,200647,
O,10,Sample X346,417402,
O,11,Sample X347,213375,
O,12,Sample X348,337591,
O,13,Sample X349,310436,
O,14,Sample X350,340499,
O,15,Sample X351,308769,
O,16,Sample X352,355276,
O,17,Sample X353,349796,
O,18,Sample X354,305495,
O,19,Sample X355,337751,
O,20,Sample X356,334381,
O,21,Sample X357,314995,
O,22,Sample X358,346775,
O,23,Sample X359,378958,
O,24,Sample X360,340258,
P,1,Sample X361,624543,
P,2,Sample X362,502026,
P,3,Sample X363,384259,
P,4,Sample X364,278183,
P,5,Sample X365,320070,
P,6,Sample X366,347319,
P,7,Sample X367,293573,
P,8,Sample X368,293775,
P,9,Sample X369,356639,
P,10,Sample X370,398675,
P,11,Sample X371,359869,
P,12,Sample X372,377208,
P,13,Sample X373,412356,
P,14,Sample X374,329493,
P,15,Sample X375,401859,
P,16,Sample X376,380475,
P,17,Sample X377,375197,
P,18,Sample X378,437732,
P,19,Sample X379,420403,
P,20,Sample X380,413231,
P,21,Sample X381,437183,
P,22,Sample X382,416659,
P,23,Sample X383,423134,
P,24,Sample X384,436713,
