Well Row,Well Col,Content, Raw Data (530-15/590-20),
A,1,Sample X1,138387,
A,2,Sample X2,139371,
A,3,Sample X3,133539,
A,4,Sample X4,134920,
A,5,Sample X5,133086,
A,6,Sample X6,121912,
A,7,Sample X7,123571,
A,8,Sample X8,134176,
A,9,Sample X9,2841,
A,10,Sample X10,2858,
A,11,Sample X11,2832,
A,12,Sample X12,2855,
A,13,Sample X13,46708,
A,14,Sample X14,97393,
A,15,Sample X15,108422,
A,16,Sample X16,110701,
A,17,Sample X17,121725,
A,18,Sample X18,134037,
A,19,Sample X19,139299,
A,20,Sample X20,132443,
A,21,Sample X21,133725,
A,22,Sample X22,142481,
A,23,Sample X23,148309,
A,24,Sample X24,141848,
B,1,Sample X25,124247,
B,2,Sample X26,133323,
B,3,Sample X27,126182,
B,4,Sample X28,122398,
B,5,Sample X29,86785,
B,6,Sample X30,85426,
B,7,Sample X31,85666,
B,8,Sample X32,133672,
B,9,Sample X33,35187,
B,10,Sample X34,65386,
B,11,Sample X35,56695,
B,12,Sample X36,57927,
B,13,Sample X37,94309,
B,14,Sample X38,116185,
B,15,Sample X39,102627,
B,16,Sample X40,124925,
B,17,Sample X41,129805,
B,18,Sample X42,126234,
B,19,Sample X43,142972,
B,20,Sample X44,130525,
B,21,Sample X45,147100,
B,22,Sample X46,142587,
B,23,Sample X47,123184,
B,24,Sample X48,144946,
C,1,Sample X49,135814,
C,2,Sample X50,3368,
C,3,Sample X51,3333,
C,4,Sample X52,47268,
C,5,Sample X53,82257,
C,6,Sample X54,72543,
C,7,Sample X55,77146,
C,8,Sample X56,83000,
C,9,Sample X57,80406,
C,10,Sample X58,73741,
C,11,Sample X59,77452,
C,12,Sample X60,96870,
C,13,Sample X61,77897,
C,14,Sample X62,46732,
C,15,Sample X63,82838,
C,16,Sample X64,85126,
C,17,Sample X65,114619,
C,18,Sample X66,126400,
C,19,Sample X67,98952,
C,20,Sample X68,98878,
C,21,Sample X69,118885,
C,22,Sample X70,114203,
C,23,Sample X71,138738,
C,24,Sample X72,136902,
D,1,Sample X73,130717,
D,2,Sample X74,39473,
D,3,Sample X75,87918,
D,4,Sample X76,64579,
D,5,Sample X77,74666,
D,6,Sample X78,59523,
D,7,Sample X79,61972,
D,8,Sample X80,42491,
D,9,Sample X81,66459,
D,10,Sample X82,56184,
D,11,Sample X83,57245,
D,12,Sample X84,58013,
D,13,Sample X85,43080,
D,14,Sample X86,47970,
D,15,Sample X87,53968,
D,16,Sample X88,49535,
D,17,Sample X89,60451,
D,18,Sample X90,104441,
D,19,Sample X91,90382,
D,20,Sample X92,102005,
D,21,Sample X93,119664,
D,22,Sample X94,97395,
D,23,Sample X95,141652,
D,24,Sample X96,139911,
E,1,Sample X97,129466,
E,2,Sample X98,95340,
E,3,Sample X99,108714,
E,4,Sample X100,106377,
E,5,Sample X101,106152,
E,6,Sample X102,89751,
E,7,Sample X103,54264,
E,8,Sample X104,49737,
E,9,Sample X105,58404,
E,10,Sample X106,54247,
E,11,Sample X107,51050,
E,12,Sample X108,74747,
E,13,Sample X109,3275,
E,14,Sample X110,3385,
E,15,Sample X111,3341,
E,16,Sample X112,3333,
E,17,Sample X113,3422,
E,18,Sample X114,3430,
E,19,Sample X115,3512,
E,20,Sample X116,32911,
E,21,Sample X117,106651,
E,22,Sample X118,105835,
E,23,Sample X119,134840,
E,24,Sample X120,142040,
F,1,Sample X121,143607,
F,2,Sample X122,72065,
F,3,Sample X123,107473,
F,4,Sample X124,95362,
F,5,Sample X125,106694,
F,6,Sample X126,86094,
F,7,Sample X127,60735,
F,8,Sample X128,61626,
F,9,Sample X129,32361,
F,10,Sample X130,53321,
F,11,Sample X131,67139,
F,12,Sample X132,54976,
F,13,Sample X133,7615,
F,14,Sample X134,10749,
F,15,Sample X135,17608,
F,16,Sample X136,55424,
F,17,Sample X137,96665,
F,18,Sample X138,37021,
F,19,Sample X139,81226,
F,20,Sample X140,105047,
F,21,Sample X141,115086,
F,22,Sample X142,121960,
F,23,Sample X143,141873,
F,24,Sample X144,146031,
G,1,Sample X145,103127,
G,2,Sample X146,49856,
G,3,Sample X147,93854,
G,4,Sample X148,60607,
G,5,Sample X149,72930,
G,6,Sample X150,58722,
G,7,Sample X151,61882,
G,8,Sample X152,73999,
G,9,Sample X153,59408,
G,10,Sample X154,73847,
G,11,Sample X155,70093,
G,12,Sample X156,71347,
G,13,Sample X157,42725,
G,14,Sample X158,52220,
G,15,Sample X159,67138,
G,16,Sample X160,70328,
G,17,Sample X161,76500,
G,18,Sample X162,97752,
G,19,Sample X163,100754,
G,20,Sample X164,105280,
G,21,Sample X165,90003,
G,22,Sample X166,119729,
G,23,Sample X167,129080,
G,24,Sample X168,149400,
H,1,Sample X169,81207,
H,2,Sample X170,140667,
H,3,Sample X171,129439,
H,4,Sample X172,103631,
H,5,Sample X173,99256,
H,6,Sample X174,58960,
H,7,Sample X175,90044,
H,8,Sample X176,108419,
H,9,Sample X177,65035,
H,10,Sample X178,103114,
H,11,Sample X179,100562,
H,12,Sample X180,61451,
H,13,Sample X181,63061,
H,14,Sample X182,58489,
H,15,Sample X183,103708,
H,16,Sample X184,95357,
H,17,Sample X185,78996,
H,18,Sample X186,79671,
H,19,Sample X187,72179,
H,20,Sample X188,98337,
H,21,Sample X189,79193,
H,22,Sample X190,122588,
H,23,Sample X191,137903,
H,24,Sample X192,142805,
I,1,Sample X193,147626,
I,2,Sample X194,128090,
I,3,Sample X195,128081,
I,4,Sample X196,82965,
I,5,Sample X197,100536,
I,6,Sample X198,110046,
I,7,Sample X199,69654,
I,8,Sample X200,106632,
I,9,Sample X201,53855,
I,10,Sample X202,87117,
I,11,Sample X203,57845,
I,12,Sample X204,52218,
I,13,Sample X205,3113,
I,14,Sample X206,3477,
I,15,Sample X207,40994,
I,16,Sample X208,106432,
I,17,Sample X209,114583,
I,18,Sample X210,114280,
I,19,Sample X211,112314,
I,20,Sample X212,59490,
I,21,Sample X213,126479,
I,22,Sample X214,124189,
I,23,Sample X215,120776,
I,24,Sample X216,107258,
J,1,Sample X217,145814,
J,2,Sample X218,114455,
J,3,Sample X219,128364,
J,4,Sample X220,112962,
J,5,Sample X221,107326,
J,6,Sample X222,83411,
J,7,Sample X223,88791,
J,8,Sample X224,79994,
J,9,Sample X225,98206,
J,10,Sample X226,100518,
J,11,Sample X227,93939,
J,12,Sample X228,76385,
J,13,Sample X229,54187,
J,14,Sample X230,101244,
J,15,Sample X231,110301,
J,16,Sample X232,73910,
J,17,Sample X233,65036,
J,18,Sample X234,113361,
J,19,Sample X235,79845,
J,20,Sample X236,99799,
J,21,Sample X237,125735,
J,22,Sample X238,123816,
J,23,Sample X239,88550,
J,24,Sample X240,145190,
K,1,Sample X241,141137,
K,2,Sample X242,86261,
K,3,Sample X243,87855,
K,4,Sample X244,54345,
K,5,Sample X245,90855,
K,6,Sample X246,91525,
K,7,Sample X247,87360,
K,8,Sample X248,107443,
K,9,Sample X249,110575,
K,10,Sample X250,80748,
K,11,Sample X251,110665,
K,12,Sample X252,114813,
K,13,Sample X253,119000,
K,14,Sample X254,99406,
K,15,Sample X255,109877,
K,16,Sample X256,80723,
K,17,Sample X257,96642,
K,18,Sample X258,117808,
K,19,Sample X259,103342,
K,20,Sample X260,127305,
K,21,Sample X261,103680,
K,22,Sample X262,117689,
K,23,Sample X263,134838,
K,24,Sample X264,140657,
L,1,Sample X265,138072,
L,2,Sample X266,114262,
L,3,Sample X267,87717,
L,4,Sample X268,75819,
L,5,Sample X269,82565,
L,6,Sample X270,116749,
L,7,Sample X271,113706,
L,8,Sample X272,77179,
L,9,Sample X273,115564,
L,10,Sample X274,112279,
L,11,Sample X275,125015,
L,12,Sample X276,91736,
L,13,Sample X277,98938,
L,14,Sample X278,93305,
L,15,Sample X279,110587,
L,16,Sample X280,117216,
L,17,Sample X281,118761,
L,18,Sample X282,117314,
L,19,Sample X283,117127,
L,20,Sample X284,125464,
L,21,Sample X285,127627,
L,22,Sample X286,143659,
L,23,Sample X287,147515,
L,24,Sample X288,140353,
M,1,Sample X289,156559,
M,2,Sample X290,81959,
M,3,Sample X291,121089,
M,4,Sample X292,116837,
M,5,Sample X293,124930,
M,6,Sample X294,121313,
M,7,Sample X295,78968,
M,8,Sample X296,93928,
M,9,Sample X297,125165,
M,10,Sample X298,114192,
M,11,Sample X299,119830,
M,12,Sample X300,130074,
M,13,Sample X301,98223,
M,14,Sample X302,117431,
M,15,Sample X303,110983,
M,16,Sample X304,128321,
M,17,Sample X305,125071,
M,18,Sample X306,120842,
M,19,Sample X307,137898,
M,20,Sample X308,133120,
M,21,Sample X309,124603,
M,22,Sample X310,147476,
M,23,Sample X311,145414,
M,24,Sample X312,148297,
N,1,Sample X313,140698,
N,2,Sample X314,65028,
N,3,Sample X315,106899,
N,4,Sample X316,125217,
N,5,Sample X317,108690,
N,6,Sample X318,131848,
N,7,Sample X319,136078,
N,8,Sample X320,100806,
N,9,Sample X321,139453,
N,10,Sample X322,134531,
N,11,Sample X323,124891,
N,12,Sample X324,76341,
N,13,Sample X325,136975,
N,14,Sample X326,126914,
N,15,Sample X327,137681,
N,16,Sample X328,138507,
N,17,Sample X329,135745,
N,18,Sample X330,142220,
N,19,Sample X331,141199,
N,20,Sample X332,146590,
N,21,Sample X333,148866,
N,22,Sample X334,139690,
N,23,Sample X335,150311,
N,24,Sample X336,145915,
O,1,Sample X337,109427,
O,2,Sample X338,104605,
O,3,Sample X339,108048,
O,4,Sample X340,121694,
O,5,Sample X341,126974,
O,6,Sample X342,146943,
O,7,Sample X343,146239,
O,8,Sample X344,134314,
O,9,Sample X345,150167,
O,10,Sample X346,124164,
O,11,Sample X347,142212,
O,12,Sample X348,141490,
O,13,Sample X349,145659,
O,14,Sample X350,138527,
O,15,Sample X351,145995,
O,16,Sample X352,150408,
O,17,Sample X353,148449,
O,18,Sample X354,140644,
O,19,Sample X355,151305,
O,20,Sample X356,146233,
O,21,Sample X357,158335,
O,22,Sample X358,115261,
O,23,Sample X359,145507,
O,24,Sample X360,150644,
P,1,Sample X361,151727,
P,2,Sample X362,153874,
P,3,Sample X363,149481,
P,4,Sample X364,150007,
P,5,Sample X365,150328,
P,6,Sample X366,140199,
P,7,Sample X367,132863,
P,8,Sample X368,82411,
P,9,Sample X369,134694,
P,10,Sample X370,133427,
P,11,Sample X371,96806,
P,12,Sample X372,116334,
P,13,Sample X373,148548,
P,14,Sample X374,134382,
P,15,Sample X375,142374,
P,16,Sample X376,152937,
P,17,Sample X377,149319,
P,18,Sample X378,148277,
P,19,Sample X379,157613,
P,20,Sample X380,142543,
P,21,Sample X381,141471,
P,22,Sample X382,109207,
P,23,Sample X383,143053,
P,24,Sample X384,161912,
