Well Row,Well Col,Content, Raw Data (530-15/590-20),
A,1,Sample X1,130605,
A,2,Sample X2,115689,
A,3,Sample X3,105143,
A,4,Sample X4,131335,
A,5,Sample X5,57207,
A,6,Sample X6,85699,
A,7,Sample X7,88403,
A,8,Sample X8,75580,
A,9,Sample X9,1298,
A,10,Sample X10,1636,
A,11,Sample X11,998,
A,12,Sample X12,1848,
A,13,Sample X13,23566,
A,14,Sample X14,53022,
A,15,Sample X15,94757,
A,16,Sample X16,63455,
A,17,Sample X17,81908,
A,18,Sample X18,70334,
A,19,Sample X19,83301,
A,20,Sample X20,125967,
A,21,Sample X21,90420,
A,22,Sample X22,121161,
A,23,Sample X23,118785,
A,24,Sample X24,83757,
B,1,Sample X25,121317,
B,2,Sample X26,128912,
B,3,Sample X27,77317,
B,4,Sample X28,129500,
B,5,Sample X29,72070,
B,6,Sample X30,89720,
B,7,Sample X31,135291,
B,8,Sample X32,132046,
B,9,Sample X33,88509,
B,10,Sample X34,45864,
B,11,Sample X35,82636,
B,12,Sample X36,63510,
B,13,Sample X37,102315,
B,14,Sample X38,57346,
B,15,Sample X39,119957,
B,16,Sample X40,114200,
B,17,Sample X41,131166,
B,18,Sample X42,131485,
B,19,Sample X43,138147,
B,20,Sample X44,135324,
B,21,Sample X45,139009,
B,22,Sample X46,133085,
B,23,Sample X47,138645,
B,24,Sample X48,138641,
C,1,Sample X49,69332,
C,2,Sample X50,102733,
C,3,Sample X51,59341,
C,4,Sample X52,81602,
C,5,Sample X53,107574,
C,6,Sample X54,73603,
C,7,Sample X55,104852,
C,8,Sample X56,72497,
C,9,Sample X57,128378,
C,10,Sample X58,79989,
C,11,Sample X59,72670,
C,12,Sample X60,78684,
C,13,Sample X61,87081,
C,14,Sample X62,88353,
C,15,Sample X63,71963,
C,16,Sample X64,67114,
C,17,Sample X65,82313,
C,18,Sample X66,94340,
C,19,Sample X67,124366,
C,20,Sample X68,80386,
C,21,Sample X69,129122,
C,22,Sample X70,84538,
C,23,Sample X71,130991,
C,24,Sample X72,131749,
D,1,Sample X73,73231,
D,2,Sample X74,51906,
D,3,Sample X75,116504,
D,4,Sample X76,132052,
D,5,Sample X77,71188,
D,6,Sample X78,76699,
D,7,Sample X79,55907,
D,8,Sample X80,97428,
D,9,Sample X81,107745,
D,10,Sample X82,101502,
D,11,Sample X83,73850,
D,12,Sample X84,101246,
D,13,Sample X85,77308,
D,14,Sample X86,69267,
D,15,Sample X87,95460,
D,16,Sample X88,116183,
D,17,Sample X89,122443,
D,18,Sample X90,90804,
D,19,Sample X91,135218,
D,20,Sample X92,81357,
D,21,Sample X93,118155,
D,22,Sample X94,131989,
D,23,Sample X95,120313,
D,24,Sample X96,95825,
E,1,Sample X97,134752,
E,2,Sample X98,15357,
E,3,Sample X99,56858,
E,4,Sample X100,116768,
E,5,Sample X101,126792,
E,6,Sample X102,53238,
E,7,Sample X103,81301,
E,8,Sample X104,49866,
E,9,Sample X105,61698,
E,10,Sample X106,73418,
E,11,Sample X107,72391,
E,12,Sample X108,86549,
E,13,Sample X109,1777,
E,14,Sample X110,2534,
E,15,Sample X111,2027,
E,16,Sample X112,73767,
E,17,Sample X113,71010,
E,18,Sample X114,52260,
E,19,Sample X115,109722,
E,20,Sample X116,109233,
E,21,Sample X117,136593,
E,22,Sample X118,92897,
E,23,Sample X119,110281,
E,24,Sample X120,123064,
F,1,Sample X121,103365,
F,2,Sample X122,69083,
F,3,Sample X123,98165,
F,4,Sample X124,109592,
F,5,Sample X125,135881,
F,6,Sample X126,133552,
F,7,Sample X127,124643,
F,8,Sample X128,86705,
F,9,Sample X129,104130,
F,10,Sample X130,85715,
F,11,Sample X131,60844,
F,12,Sample X132,112653,
F,13,Sample X133,77491,
F,14,Sample X134,70212,
F,15,Sample X135,96997,
F,16,Sample X136,119349,
F,17,Sample X137,118707,
F,18,Sample X138,118358,
F,19,Sample X139,129379,
F,20,Sample X140,125994,
F,21,Sample X141,93288,
F,22,Sample X142,134881,
F,23,Sample X143,102866,
F,24,Sample X144,123136,
G,1,Sample X145,136997,
G,2,Sample X146,2477,
G,3,Sample X147,2511,
G,4,Sample X148,85746,
G,5,Sample X149,65842,
G,6,Sample X150,119862,
G,7,Sample X151,99527,
G,8,Sample X152,65028,
G,9,Sample X153,106903,
G,10,Sample X154,92308,
G,11,Sample X155,89600,
G,12,Sample X156,101264,
G,13,Sample X157,57876,
G,14,Sample X158,87303,
G,15,Sample X159,64749,
G,16,Sample X160,99125,
G,17,Sample X161,100742,
G,18,Sample X162,91960,
G,19,Sample X163,51160,
G,20,Sample X164,130869,
G,21,Sample X165,102833,
G,22,Sample X166,131692,
G,23,Sample X167,128418,
G,24,Sample X168,122660,
H,1,Sample X169,140518,
H,2,Sample X170,42539,
H,3,Sample X171,82228,
H,4,Sample X172,118005,
H,5,Sample X173,81019,
H,6,Sample X174,113677,
H,7,Sample X175,77522,
H,8,Sample X176,114834,
H,9,Sample X177,116611,
H,10,Sample X178,81336,
H,11,Sample X179,111841,
H,12,Sample X180,71462,
H,13,Sample X181,42605,
H,14,Sample X182,33564,
H,15,Sample X183,104492,
H,16,Sample X184,52946,
H,17,Sample X185,98274,
H,18,Sample X186,113042,
H,19,Sample X187,105601,
H,20,Sample X188,113579,
H,21,Sample X189,123937,
H,22,Sample X190,130507,
H,23,Sample X191,127029,
H,24,Sample X192,134789,
I,1,Sample X193,91821,
I,2,Sample X194,130134,
I,3,Sample X195,84194,
I,4,Sample X196,67784,
I,5,Sample X197,94857,
I,6,Sample X198,82084,
I,7,Sample X199,56183,
I,8,Sample X200,53342,
I,9,Sample X201,71943,
I,10,Sample X202,73067,
I,11,Sample X203,95305,
I,12,Sample X204,90258,
I,13,Sample X205,66895,
I,14,Sample X206,60423,
I,15,Sample X207,88599,
I,16,Sample X208,73547,
I,17,Sample X209,69977,
I,18,Sample X210,89211,
I,19,Sample X211,94852,
I,20,Sample X212,113268,
I,21,Sample X213,130385,
I,22,Sample X214,129763,
I,23,Sample X215,70218,
I,24,Sample X216,133340,
J,1,Sample X217,88966,
J,2,Sample X218,128940,
J,3,Sample X219,131442,
J,4,Sample X220,127698,
J,5,Sample X221,64023,
J,6,Sample X222,69306,
J,7,Sample X223,63214,
J,8,Sample X224,98546,
J,9,Sample X225,84303,
J,10,Sample X226,84098,
J,11,Sample X227,70847,
J,12,Sample X228,98092,
J,13,Sample X229,91014,
J,14,Sample X230,70451,
J,15,Sample X231,75937,
J,16,Sample X232,82955,
J,17,Sample X233,101124,
J,18,Sample X234,118801,
J,19,Sample X235,111323,
J,20,Sample X236,109470,
J,21,Sample X237,121487,
J,22,Sample X238,126652,
J,23,Sample X239,136421,
J,24,Sample X240,120577,
K,1,Sample X241,121865,
K,2,Sample X242,62510,
K,3,Sample X243,112039,
K,4,Sample X244,124221,
K,5,Sample X245,64255,
K,6,Sample X246,115605,
K,7,Sample X247,70834,
K,8,Sample X248,103693,
K,9,Sample X249,63319,
K,10,Sample X250,100464,
K,11,Sample X251,90933,
K,12,Sample X252,47432,
K,13,Sample X253,2239,
K,14,Sample X254,8052,
K,15,Sample X255,77360,
K,16,Sample X256,91995,
K,17,Sample X257,104708,
K,18,Sample X258,84333,
K,19,Sample X259,58393,
K,20,Sample X260,123929,
K,21,Sample X261,130163,
K,22,Sample X262,129446,
K,23,Sample X263,58826,
K,24,Sample X264,134952,
L,1,Sample X265,83667,
L,2,Sample X266,139829,
L,3,Sample X267,137871,
L,4,Sample X268,135897,
L,5,Sample X269,128454,
L,6,Sample X270,130381,
L,7,Sample X271,113053,
L,8,Sample X272,106768,
L,9,Sample X273,60901,
L,10,Sample X274,94500,
L,11,Sample X275,91502,
L,12,Sample X276,101557,
L,13,Sample X277,98847,
L,14,Sample X278,114252,
L,15,Sample X279,119157,
L,16,Sample X280,102792,
L,17,Sample X281,108180,
L,18,Sample X282,104667,
L,19,Sample X283,123177,
L,20,Sample X284,125127,
L,21,Sample X285,84512,
L,22,Sample X286,103696,
L,23,Sample X287,113461,
L,24,Sample X288,135308,
M,1,Sample X289,136533,
M,2,Sample X290,128309,
M,3,Sample X291,130329,
M,4,Sample X292,132148,
M,5,Sample X293,123995,
M,6,Sample X294,130431,
M,7,Sample X295,90858,
M,8,Sample X296,132100,
M,9,Sample X297,112502,
M,10,Sample X298,59533,
M,11,Sample X299,111227,
M,12,Sample X300,112267,
M,13,Sample X301,2558,
M,14,Sample X302,91915,
M,15,Sample X303,123878,
M,16,Sample X304,69313,
M,17,Sample X305,129109,
M,18,Sample X306,133084,
M,19,Sample X307,119204,
M,20,Sample X308,121475,
M,21,Sample X309,132955,
M,22,Sample X310,133250,
M,23,Sample X311,133557,
M,24,Sample X312,139772,
N,1,Sample X313,129002,
N,2,Sample X314,60527,
N,3,Sample X315,130090,
N,4,Sample X316,133285,
N,5,Sample X317,134218,
N,6,Sample X318,89681,
N,7,Sample X319,124108,
N,8,Sample X320,97770,
N,9,Sample X321,115346,
N,10,Sample X322,130559,
N,11,Sample X323,98835,
