Well Row,Well Col,Content,Raw Data (No filter),
A,1,Sample X1,236306,
A,2,Sample X2,172116,
A,3,Sample X3,156453,
A,4,Sample X4,189074,
A,5,Sample X5,256801,
A,6,Sample X6,242093,
A,7,Sample X7,232778,
A,8,Sample X8,235955,
A,9,Sample X9,286,
A,10,Sample X10,181,
A,11,Sample X11,164,
A,12,Sample X12,214,
A,13,Sample X13,80513,
A,14,Sample X14,186110,
A,15,Sample X15,147043,
A,16,Sample X16,194819,
A,17,Sample X17,210339,
A,18,Sample X18,225039,
A,19,Sample X19,210369,
A,20,Sample X20,186307,
A,21,Sample X21,207389,
A,22,Sample X22,200010,
A,23,Sample X23,195605,
A,24,Sample X24,194266,
B,1,Sample X25,226930,
B,2,Sample X26,198447,
B,3,Sample X27,209413,
B,4,Sample X28,212446,
B,5,Sample X29,217524,
B,6,Sample X30,203396,
B,7,Sample X31,200999,
B,8,Sample X32,185963,
B,9,Sample X33,8320,
B,10,Sample X34,7630,
B,11,Sample X35,7600,
B,12,Sample X36,7407,
B,13,Sample X37,13996,
B,14,Sample X38,18567,
B,15,Sample X39,32432,
B,16,Sample X40,46627,
B,17,Sample X41,67775,
B,18,Sample X42,120053,
B,19,Sample X43,161063,
B,20,Sample X44,184286,
B,21,Sample X45,198681,
B,22,Sample X46,203949,
B,23,Sample X47,204548,
B,24,Sample X48,222977,
C,1,Sample X49,197536,
C,2,Sample X50,88344,
C,3,Sample X51,120606,
C,4,Sample X52,159170,
C,5,Sample X53,162876,
C,6,Sample X54,210783,
C,7,Sample X55,222234,
C,8,Sample X56,172335,
C,9,Sample X57,204256,
C,10,Sample X58,209450,
C,11,Sample X59,204454,
C,12,Sample X60,165159,
C,13,Sample X61,173578,
C,14,Sample X62,188742,
C,15,Sample X63,220627,
C,16,Sample X64,181097,
C,17,Sample X65,209496,
C,18,Sample X66,214993,
C,19,Sample X67,178603,
C,20,Sample X68,192010,
C,21,Sample X69,166403,
C,22,Sample X70,199627,
C,23,Sample X71,187574,
C,24,Sample X72,224526,
D,1,Sample X73,216452,
D,2,Sample X74,20190,
D,3,Sample X75,21891,
D,4,Sample X76,31521,
D,5,Sample X77,35741,
D,6,Sample X78,34394,
D,7,Sample X79,35381,
D,8,Sample X80,51037,
D,9,Sample X81,130660,
D,10,Sample X82,153266,
D,11,Sample X83,164628,
D,12,Sample X84,210682,
D,13,Sample X85,31919,
D,14,Sample X86,28462,
D,15,Sample X87,102983,
D,16,Sample X88,178157,
D,17,Sample X89,160295,
D,18,Sample X90,208242,
D,19,Sample X91,168115,
D,20,Sample X92,202791,
D,21,Sample X93,198022,
D,22,Sample X94,194042,
D,23,Sample X95,213952,
D,24,Sample X96,228851,
E,1,Sample X97,202150,
E,2,Sample X98,7712,
E,3,Sample X99,14440,
E,4,Sample X100,33431,
E,5,Sample X101,106552,
E,6,Sample X102,122033,
E,7,Sample X103,180592,
