Well Row,Well Col,Content,Raw Data (No filter),
A,1,Sample X1,379946,
A,2,Sample X2,405783,
A,3,Sample X3,384188,
A,4,Sample X4,367676,
A,5,Sample X5,386985,
A,6,Sample X6,381894,
A,7,Sample X7,385818,
A,8,Sample X8,374227,
A,9,Sample X9,426,
A,10,Sample X10,320,
A,11,Sample X11,309,
A,12,Sample X12,317,
A,13,Sample X13,45207,
A,14,Sample X14,259184,
A,15,Sample X15,318523,
A,16,Sample X16,359220,
A,17,Sample X17,359810,
A,18,Sample X18,356572,
A,19,Sample X19,377367,
A,20,Sample X20,395597,
A,21,Sample X21,346856,
A,22,Sample X22,371224,
A,23,Sample X23,377393,
A,24,Sample X24,399898,
B,1,Sample X25,410030,
B,2,Sample X26,397826,
B,3,Sample X27,415670,
B,4,Sample X28,383731,
B,5,Sample X29,378946,
B,6,Sample X30,391744,
B,7,Sample X31,392874,
B,8,Sample X32,413975,
B,9,Sample X33,17156,
B,10,Sample X34,14811,
B,11,Sample X35,15683,
B,12,Sample X36,13937,
B,13,Sample X37,30012,
B,14,Sample X38,51455,
B,15,Sample X39,69439,
B,16,Sample X40,93334,
B,17,Sample X41,169159,
B,18,Sample X42,235341,
B,19,Sample X43,292389,
B,20,Sample X44,358887,
B,21,Sample X45,368921,
B,22,Sample X46,340122,
B,23,Sample X47,393818,
B,24,Sample X48,332154,
C,1,Sample X49,421105,
C,2,Sample X50,78654,
C,3,Sample X51,143050,
C,4,Sample X52,208565,
C,5,Sample X53,297413,
C,6,Sample X54,331094,
C,7,Sample X55,336756,
C,8,Sample X56,366767,
C,9,Sample X57,401547,
C,10,Sample X58,401788,
C,11,Sample X59,421395,
C,12,Sample X60,388305,
C,13,Sample X61,66819,
C,14,Sample X62,113220,
C,15,Sample X63,195861,
C,16,Sample X64,254696,
C,17,Sample X65,288627,
C,18,Sample X66,169540,
C,19,Sample X67,274232,
C,20,Sample X68,333643,
C,21,Sample X69,360962,
C,22,Sample X70,321444,
C,23,Sample X71,7618,
C,24,Sample X72,396581,
D,1,Sample X73,399700,
D,2,Sample X74,222530,
D,3,Sample X75,279178,
D,4,Sample X76,299222,
D,5,Sample X77,354881,
D,6,Sample X78,400128,
D,7,Sample X79,356997,
D,8,Sample X80,361765,
D,9,Sample X81,383011,
D,10,Sample X82,400409,
D,11,Sample X83,367202,
D,12,Sample X84,370758,
D,13,Sample X85,340740,
D,14,Sample X86,351156,
D,15,Sample X87,347620,
D,16,Sample X88,322302,
D,17,Sample X89,383202,
D,18,Sample X90,332855,
D,19,Sample X91,405855,
D,20,Sample X92,374464,
D,21,Sample X93,367407,
D,22,Sample X94,409622,
D,23,Sample X95,290615,
D,24,Sample X96,387223,
E,1,Sample X97,439340,
E,2,Sample X98,128900,
E,3,Sample X99,171248,
E,4,Sample X100,223150,
E,5,Sample X101,312646,
E,6,Sample X102,379186,
E,7,Sample X103,372235,
E,8,Sample X104,373966,
E,9,Sample X105,381946,
E,10,Sample X106,374379,
E,11,Sample X107,364036,
E,12,Sample X108,374472,
E,13,Sample X109,248628,
E,14,Sample X110,298162,
E,15,Sample X111,318257,
E,16,Sample X112,348773,
E,17,Sample X113,380152,
E,18,Sample X114,353225,
E,19,Sample X115,376156,
E,20,Sample X116,329078,
E,21,Sample X117,371183,
E,22,Sample X118,380889,
E,23,Sample X119,356848,
E,24,Sample X120,423832,
F,1,Sample X121,405852,
F,2,Sample X122,10729,
F,3,Sample X123,23555,
F,4,Sample X124,65111,
F,5,Sample X125,169093,
F,6,Sample X126,325235,
F,7,Sample X127,299012,
F,8,Sample X128,388624,
F,9,Sample X129,389104,
F,10,Sample X130,369996,
F,11,Sample X131,357204,
F,12,Sample X132,390451,
F,13,Sample X133,296594,
F,14,Sample X134,403667,
F,15,Sample X135,444179,
F,16,Sample X136,442431,
F,17,Sample X137,469637,
F,18,Sample X138,460508,
F,19,Sample X139,419409,
F,20,Sample X140,438663,
F,21,Sample X141,404476,
F,22,Sample X142,402317,
F,23,Sample X143,410989,
F,24,Sample X144,314868,
G,1,Sample X145,368015,
G,2,Sample X146,355954,
G,3,Sample X147,405675,
G,4,Sample X148,318442,
G,5,Sample X149,341008,
G,6,Sample X150,365007,
G,7,Sample X151,298761,
G,8,Sample X152,395544,
G,9,Sample X153,376685,
G,10,Sample X154,377116,
G,11,Sample X155,314747,
G,12,Sample X156,342364,
G,13,Sample X157,57291,
G,14,Sample X158,63800,
G,15,Sample X159,62225,
G,16,Sample X160,57833,
G,17,Sample X161,52590,
G,18,Sample X162,62133,
G,19,Sample X163,86023,
G,20,Sample X164,188096,
G,21,Sample X165,307985,
G,22,Sample X166,362665,
G,23,Sample X167,361260,
G,24,Sample X168,387326,
H,1,Sample X169,387009,
H,2,Sample X170,344908,
H,3,Sample X171,398945,
H,4,Sample X172,399907,
H,5,Sample X173,361850,
H,6,Sample X174,339388,
H,7,Sample X175,321691,
H,8,Sample X176,255030,
H,9,Sample X177,305416,
H,10,Sample X178,365046,
H,11,Sample X179,301553,
H,12,Sample X180,368026,
H,13,Sample X181,173697,
H,14,Sample X182,259804,
H,15,Sample X183,374041,
H,16,Sample X184,480986,
H,17,Sample X185,496850,
H,18,Sample X186,466761,
H,19,Sample X187,450110,
H,20,Sample X188,389243,
H,21,Sample X189,382758,
H,22,Sample X190,339977,
H,23,Sample X191,389204,
H,24,Sample X192,370274,
I,1,Sample X193,383976,
I,2,Sample X194,270340,
I,3,Sample X195,307349,
I,4,Sample X196,324440,
I,5,Sample X197,286504,
I,6,Sample X198,291126,
I,7,Sample X199,277025,
I,8,Sample X200,320137,
I,9,Sample X201,309045,
I,10,Sample X202,328255,
I,11,Sample X203,364287,
I,12,Sample X204,376155,
I,13,Sample X205,5984,
I,14,Sample X206,6667,
I,15,Sample X207,15496,
I,16,Sample X208,22860,
I,17,Sample X209,25619,
I,18,Sample X210,33668,
I,19,Sample X211,50809,
I,20,Sample X212,101767,
I,21,Sample X213,278541,
I,22,Sample X214,361557,
I,23,Sample X215,379638,
I,24,Sample X216,404717,
J,1,Sample X217,379634,
J,2,Sample X218,46816,
J,3,Sample X219,43124,
J,4,Sample X220,43627,
J,5,Sample X221,50761,
J,6,Sample X222,57122,
J,7,Sample X223,44265,
J,8,Sample X224,61705,
J,9,Sample X225,111991,
J,10,Sample X226,229618,
J,11,Sample X227,340962,
J,12,Sample X228,379507,
J,13,Sample X229,47554,
J,14,Sample X230,49890,
J,15,Sample X231,49428,
J,16,Sample X232,71383,
J,17,Sample X233,81086,
J,18,Sample X234,117303,
J,19,Sample X235,174462,
J,20,Sample X236,259993,
J,21,Sample X237,332967,
J,22,Sample X238,364396,
J,23,Sample X239,396316,
J,24,Sample X240,370044,
K,1,Sample X241,380360,
K,2,Sample X242,76479,
K,3,Sample X243,80476,
K,4,Sample X244,90991,
K,5,Sample X245,74740,
K,6,Sample X246,78853,
K,7,Sample X247,78228,
K,8,Sample X248,126290,
K,9,Sample X249,223910,
K,10,Sample X250,330195,
K,11,Sample X251,342707,
K,12,Sample X252,418058,
K,13,Sample X253,336065,
K,14,Sample X254,374530,
K,15,Sample X255,394942,
K,16,Sample X256,398895,
K,17,Sample X257,383619,
K,18,Sample X258,382145,
K,19,Sample X259,352678,
K,20,Sample X260,367727,
K,21,Sample X261,389130,
K,22,Sample X262,412322,
K,23,Sample X263,378892,
K,24,Sample X264,308501,
L,1,Sample X265,368266,
L,2,Sample X266,2724,
L,3,Sample X267,2327,
L,4,Sample X268,8402,
L,5,Sample X269,299601,
L,6,Sample X270,217117,
L,7,Sample X271,253935,
L,8,Sample X272,350401,
L,9,Sample X273,365358,
L,10,Sample X274,384628,
L,11,Sample X275,401854,
L,12,Sample X276,377932,
L,13,Sample X277,378631,
L,14,Sample X278,372173,
L,15,Sample X279,367069,
L,16,Sample X280,394149,
L,17,Sample X281,382600,
L,18,Sample X282,374571,
L,19,Sample X283,405144,
L,20,Sample X284,416875,
L,21,Sample X285,419540,
L,22,Sample X286,375959,
L,23,Sample X287,388789,
L,24,Sample X288,381852,
M,1,Sample X289,386145,
M,2,Sample X290,384961,
M,3,Sample X291,391255,
M,4,Sample X292,381635,
M,5,Sample X293,409789,
M,6,Sample X294,378794,
M,7,Sample X295,395909,
M,8,Sample X296,331280,
M,9,Sample X297,382070,
M,10,Sample X298,364072,
M,11,Sample X299,410217,
M,12,Sample X300,407178,
M,13,Sample X301,22211,
M,14,Sample X302,58231,
M,15,Sample X303,167954,
M,16,Sample X304,269523,
M,17,Sample X305,316461,
M,18,Sample X306,342688,
M,19,Sample X307,380553,
M,20,Sample X308,363959,
M,21,Sample X309,406587,
M,22,Sample X310,420615,
M,23,Sample X311,406071,
M,24,Sample X312,380390,
N,1,Sample X313,383256,
N,2,Sample X314,362507,
N,3,Sample X315,367825,
N,4,Sample X316,406638,
N,5,Sample X317,371192,
N,6,Sample X318,342558,
N,7,Sample X319,349770,
N,8,Sample X320,297776,
N,9,Sample X321,293837,
N,10,Sample X322,342668,
N,11,Sample X323,378894,
N,12,Sample X324,384727,
N,13,Sample X325,244158,
N,14,Sample X326,250265,
N,15,Sample X327,329319,
N,16,Sample X328,358047,
N,17,Sample X329,368615,
N,18,Sample X330,414068,
N,19,Sample X331,412986,
N,20,Sample X332,434160,
N,21,Sample X333,377515,
N,22,Sample X334,386362,
N,23,Sample X335,381419,
N,24,Sample X336,422894,
O,1,Sample X337,422719,
O,2,Sample X338,39191,
O,3,Sample X339,89764,
O,4,Sample X340,188087,
O,5,Sample X341,314505,
O,6,Sample X342,344732,
O,7,Sample X343,362926,
O,8,Sample X344,364036,
O,9,Sample X345,377909,
O,10,Sample X346,387571,
O,11,Sample X347,390783,
O,12,Sample X348,366687,
O,13,Sample X349,350779,
O,14,Sample X350,396814,
O,15,Sample X351,381655,
O,16,Sample X352,400388,
O,17,Sample X353,386806,
O,18,Sample X354,384794,
O,19,Sample X355,382645,
O,20,Sample X356,402014,
O,21,Sample X357,378840,
O,22,Sample X358,370268,
O,23,Sample X359,363823,
O,24,Sample X360,411390,
P,1,Sample X361,405464,
P,2,Sample X362,405844,
P,3,Sample X363,392875,
P,4,Sample X364,364564,
P,5,Sample X365,396313,
P,6,Sample X366,345706,
P,7,Sample X367,369034,
P,8,Sample X368,376351,
P,9,Sample X369,379190,
P,10,Sample X370,379097,
P,11,Sample X371,375370,
P,12,Sample X372,335356,
P,13,Sample X373,370161,
P,14,Sample X374,358815,
P,15,Sample X375,356655,
P,16,Sample X376,386538,
P,17,Sample X377,369738,
P,18,Sample X378,358860,
P,19,Sample X379,378692,
P,20,Sample X380,378923,
P,21,Sample X381,391246,
P,22,Sample X382,380733,
P,23,Sample X383,361065,
P,24,Sample X384,416888,
