Well Row,Well Col,Content, Raw Data (530-15/590-20),
A,1,Sample X1,145499,
A,2,Sample X2,121886,
A,3,Sample X3,145636,
A,4,Sample X4,120662,
A,5,Sample X5,77699,
A,6,Sample X6,133749,
A,7,Sample X7,139985,
A,8,Sample X8,76614,
A,9,Sample X9,2880,
A,10,Sample X10,2892,
A,11,Sample X11,1897,
A,12,Sample X12,2169,
A,13,Sample X13,48454,
A,14,Sample X14,98997,
A,15,Sample X15,69811,
A,16,Sample X16,119960,
A,17,Sample X17,126067,
A,18,Sample X18,117082,
A,19,Sample X19,131994,
A,20,Sample X20,125085,
A,21,Sample X21,96399,
A,22,Sample X22,139690,
A,23,Sample X23,118045,
A,24,Sample X24,138762,
B,1,Sample X25,142888,
B,2,Sample X26,156563,
B,3,Sample X27,141678,
B,4,Sample X28,140698,
B,5,Sample X29,133804,
B,6,Sample X30,131387,
B,7,Sample X31,143139,
B,8,Sample X32,129718,
B,9,Sample X33,69496,
B,10,Sample X34,37358,
B,11,Sample X35,40386,
B,12,Sample X36,68463,
B,13,Sample X37,106266,
B,14,Sample X38,105209,
B,15,Sample X39,134982,
B,16,Sample X40,122270,
B,17,Sample X41,126244,
B,18,Sample X42,109365,
B,19,Sample X43,77558,
B,20,Sample X44,127773,
B,21,Sample X45,105147,
B,22,Sample X46,116095,
B,23,Sample X47,100246,
B,24,Sample X48,121810,
C,1,Sample X49,149905,
C,2,Sample X50,146905,
C,3,Sample X51,84431,
C,4,Sample X52,120743,
C,5,Sample X53,81061,
C,6,Sample X54,76469,
C,7,Sample X55,70897,
C,8,Sample X56,86847,
C,9,Sample X57,58706,
C,10,Sample X58,125123,
C,11,Sample X59,83819,
C,12,Sample X60,52955,
C,13,Sample X61,109352,
C,14,Sample X62,88181,
C,15,Sample X63,83157,
C,16,Sample X64,129611,
C,17,Sample X65,118434,
C,18,Sample X66,138391,
C,19,Sample X67,93511,
C,20,Sample X68,102036,
C,21,Sample X69,121556,
C,22,Sample X70,129590,
C,23,Sample X71,141799,
C,24,Sample X72,109916,
D,1,Sample X73,110051,
D,2,Sample X74,48113,
D,3,Sample X75,115212,
D,4,Sample X76,125608,
D,5,Sample X77,122740,
D,6,Sample X78,54082,
D,7,Sample X79,90503,
D,8,Sample X80,116804,
D,9,Sample X81,67547,
D,10,Sample X82,96445,
D,11,Sample X83,62026,
D,12,Sample X84,110802,
D,13,Sample X85,49702,
D,14,Sample X86,51556,
D,15,Sample X87,46754,
D,16,Sample X88,71055,
D,17,Sample X89,116594,
D,18,Sample X90,129145,
D,19,Sample X91,124676,
D,20,Sample X92,102475,
D,21,Sample X93,79232,
D,22,Sample X94,131151,
D,23,Sample X95,118374,
D,24,Sample X96,69370,
E,1,Sample X97,83106,
E,2,Sample X98,8843,
E,3,Sample X99,35667,
E,4,Sample X100,60873,
E,5,Sample X101,99506,
E,6,Sample X102,82268,
E,7,Sample X103,72617,
E,8,Sample X104,78442,
E,9,Sample X105,92911,
E,10,Sample X106,74532,
E,11,Sample X107,66429,
E,12,Sample X108,66120,
E,13,Sample X109,2209,
E,14,Sample X110,3650,
E,15,Sample X111,3523,
E,16,Sample X112,53833,
E,17,Sample X113,80536,
E,18,Sample X114,116062,
E,19,Sample X115,64230,
E,20,Sample X116,98912,
E,21,Sample X117,134443,
E,22,Sample X118,131736,
E,23,Sample X119,141941,
E,24,Sample X120,153570,
F,1,Sample X121,151138,
F,2,Sample X122,123368,
F,3,Sample X123,132844,
F,4,Sample X124,113538,
F,5,Sample X125,93758,
F,6,Sample X126,116255,
F,7,Sample X127,122460,
F,8,Sample X128,94080,
F,9,Sample X129,108490,
F,10,Sample X130,117370,
F,11,Sample X131,80916,
F,12,Sample X132,80027,
F,13,Sample X133,97937,
F,14,Sample X134,127405,
F,15,Sample X135,102794,
F,16,Sample X136,105835,
F,17,Sample X137,110602,
F,18,Sample X138,98810,
F,19,Sample X139,124007,
F,20,Sample X140,138601,
F,21,Sample X141,135828,
F,22,Sample X142,125507,
F,23,Sample X143,149222,
F,24,Sample X144,112550,
G,1,Sample X145,149732,
G,2,Sample X146,3543,
G,3,Sample X147,3628,
G,4,Sample X148,77756,
G,5,Sample X149,126466,
G,6,Sample X150,115416,
G,7,Sample X151,103812,
G,8,Sample X152,109686,
G,9,Sample X153,89953,
G,10,Sample X154,89473,
G,11,Sample X155,93567,
G,12,Sample X156,91305,
G,13,Sample X157,60042,
G,14,Sample X158,106987,
G,15,Sample X159,101424,
G,16,Sample X160,91387,
G,17,Sample X161,92242,
G,18,Sample X162,92942,
G,19,Sample X163,117885,
G,20,Sample X164,130562,
G,21,Sample X165,138649,
G,22,Sample X166,146291,
G,23,Sample X167,137708,
G,24,Sample X168,144100,
H,1,Sample X169,150277,
H,2,Sample X170,59825,
H,3,Sample X171,67437,
H,4,Sample X172,114090,
H,5,Sample X173,127614,
H,6,Sample X174,105908,
H,7,Sample X175,48298,
H,8,Sample X176,48441,
H,9,Sample X177,103718,
H,10,Sample X178,93439,
H,11,Sample X179,91029,
H,12,Sample X180,72996,
H,13,Sample X181,36691,
H,14,Sample X182,55422,
H,15,Sample X183,73224,
H,16,Sample X184,77309,
H,17,Sample X185,74026,
H,18,Sample X186,81295,
H,19,Sample X187,93003,
H,20,Sample X188,138017,
H,21,Sample X189,137751,
H,22,Sample X190,137154,
H,23,Sample X191,117174,
H,24,Sample X192,137342,
I,1,Sample X193,125643,
I,2,Sample X194,112073,
I,3,Sample X195,115905,
I,4,Sample X196,115301,
I,5,Sample X197,108409,
I,6,Sample X198,95372,
I,7,Sample X199,80970,
I,8,Sample X200,80485,
I,9,Sample X201,92470,
I,10,Sample X202,56011,
I,11,Sample X203,50662,
I,12,Sample X204,54412,
I,13,Sample X205,86974,
I,14,Sample X206,89842,
I,15,Sample X207,75743,
I,16,Sample X208,67847,
I,17,Sample X209,88063,
I,18,Sample X210,118958,
I,19,Sample X211,119696,
I,20,Sample X212,114613,
I,21,Sample X213,127965,
I,22,Sample X214,126535,
I,23,Sample X215,134902,
I,24,Sample X216,76536,
J,1,Sample X217,169724,
J,2,Sample X218,114362,
J,3,Sample X219,123155,
J,4,Sample X220,144855,
J,5,Sample X221,61882,
J,6,Sample X222,108294,
J,7,Sample X223,127174,
J,8,Sample X224,70900,
J,9,Sample X225,70437,
J,10,Sample X226,77076,
J,11,Sample X227,103853,
J,12,Sample X228,94923,
J,13,Sample X229,90207,
J,14,Sample X230,77371,
J,15,Sample X231,82729,
J,16,Sample X232,90644,
J,17,Sample X233,94819,
J,18,Sample X234,116041,
J,19,Sample X235,130106,
J,20,Sample X236,115659,
J,21,Sample X237,141518,
J,22,Sample X238,140706,
J,23,Sample X239,153671,
J,24,Sample X240,88657,
K,1,Sample X241,131965,
K,2,Sample X242,90179,
K,3,Sample X243,120373,
K,4,Sample X244,141617,
K,5,Sample X245,67079,
K,6,Sample X246,108153,
K,7,Sample X247,106786,
K,8,Sample X248,51232,
K,9,Sample X249,75734,
K,10,Sample X250,94496,
K,11,Sample X251,103091,
K,12,Sample X252,95448,
K,13,Sample X253,2555,
K,14,Sample X254,4983,
K,15,Sample X255,43829,
K,16,Sample X256,64860,
K,17,Sample X257,73746,
K,18,Sample X258,112814,
K,19,Sample X259,82155,
K,20,Sample X260,107071,
K,21,Sample X261,145635,
K,22,Sample X262,67620,
K,23,Sample X263,151075,
K,24,Sample X264,98730,
L,1,Sample X265,89127,
L,2,Sample X266,162700,
L,3,Sample X267,161797,
L,4,Sample X268,127771,
L,5,Sample X269,139785,
L,6,Sample X270,122647,
L,7,Sample X271,109123,
L,8,Sample X272,99206,
L,9,Sample X273,109758,
L,10,Sample X274,83034,
L,11,Sample X275,131622,
L,12,Sample X276,121715,
L,13,Sample X277,112301,
L,14,Sample X278,137019,
L,15,Sample X279,135263,
L,16,Sample X280,115458,
L,17,Sample X281,86484,
L,18,Sample X282,107088,
L,19,Sample X283,119075,
L,20,Sample X284,147785,
L,21,Sample X285,151667,
L,22,Sample X286,150167,
L,23,Sample X287,125818,
L,24,Sample X288,103088,
M,1,Sample X289,86992,
M,2,Sample X290,78573,
M,3,Sample X291,68450,
M,4,Sample X292,75084,
M,5,Sample X293,134703,
M,6,Sample X294,105889,
M,7,Sample X295,93308,
M,8,Sample X296,125683,
M,9,Sample X297,65180,
M,10,Sample X298,58755,
M,11,Sample X299,133573,
M,12,Sample X300,74763,
M,13,Sample X301,3273,
M,14,Sample X302,58245,
M,15,Sample X303,63598,
M,16,Sample X304,96293,
M,17,Sample X305,59141,
M,18,Sample X306,63086,
M,19,Sample X307,135670,
M,20,Sample X308,131710,
M,21,Sample X309,62147,
M,22,Sample X310,136060,
M,23,Sample X311,153849,
M,24,Sample X312,149935,
N,1,Sample X313,162057,
N,2,Sample X314,101671,
N,3,Sample X315,141376,
N,4,Sample X316,130664,
N,5,Sample X317,142271,
N,6,Sample X318,108876,
N,7,Sample X319,145042,
N,8,Sample X320,109884,
N,9,Sample X321,136380,
N,10,Sample X322,110190,
N,11,Sample X323,100324,
N,12,Sample X324,130295,
N,13,Sample X325,122399,
N,14,Sample X326,145246,
N,15,Sample X327,139245,
N,16,Sample X328,120654,
N,17,Sample X329,121529,
N,18,Sample X330,147929,
N,19,Sample X331,144833,
N,20,Sample X332,136831,
N,21,Sample X333,144791,
N,22,Sample X334,147886,
N,23,Sample X335,157446,
N,24,Sample X336,149025,
O,1,Sample X337,83621,
O,2,Sample X338,84553,
O,3,Sample X339,150720,
O,4,Sample X340,82316,
O,5,Sample X341,87749,
O,6,Sample X342,130645,
O,7,Sample X343,152637,
O,8,Sample X344,159890,
O,9,Sample X345,141419,
O,10,Sample X346,151530,
O,11,Sample X347,137491,
O,12,Sample X348,90852,
O,13,Sample X349,117930,
O,14,Sample X350,138388,
O,15,Sample X351,88983,
O,16,Sample X352,73684,
O,17,Sample X353,119870,
O,18,Sample X354,147823,
O,19,Sample X355,141062,
O,20,Sample X356,132786,
O,21,Sample X357,143620,
O,22,Sample X358,146173,
O,23,Sample X359,150582,
O,24,Sample X360,123746,
P,1,Sample X361,170510,
P,2,Sample X362,174562,
P,3,Sample X363,171942,
P,4,Sample X364,155371,
P,5,Sample X365,161557,
P,6,Sample X366,162505,
P,7,Sample X367,152346,
P,8,Sample X368,159955,
P,9,Sample X369,144706,
P,10,Sample X370,152174,
P,11,Sample X371,139638,
P,12,Sample X372,144891,
P,13,Sample X373,147357,
P,14,Sample X374,150864,
P,15,Sample X375,135397,
P,16,Sample X376,149971,
P,17,Sample X377,151485,
P,18,Sample X378,151469,
P,19,Sample X379,78041,
P,20,Sample X380,159805,
P,21,Sample X381,142963,
P,22,Sample X382,165486,
P,23,Sample X383,149015,
P,24,Sample X384,157476,
