Well Row,Well Col,Content, Raw Data (530-15/590-20),
A,1,Sample X1,132345,
A,2,Sample X2,132500,
A,3,Sample X3,141094,
A,4,Sample X4,138760,
A,5,Sample X5,135690,
A,6,Sample X6,135553,
A,7,Sample X7,131533,
A,8,Sample X8,138138,
A,9,Sample X9,1817,
A,10,Sample X10,1818,
A,11,Sample X11,1806,
A,12,Sample X12,1813,
A,13,Sample X13,64982,
A,14,Sample X14,94013,
A,15,Sample X15,107271,
A,16,Sample X16,114445,
A,17,Sample X17,125863,
A,18,Sample X18,128704,
A,19,Sample X19,136158,
A,20,Sample X20,137186,
A,21,Sample X21,139776,
A,22,Sample X22,137342,
A,23,Sample X23,139003,
A,24,Sample X24,137465,
B,1,Sample X25,139335,
B,2,Sample X26,141819,
B,3,Sample X27,139858,
B,4,Sample X28,136305,
B,5,Sample X29,136270,
B,6,Sample X30,137565,
B,7,Sample X31,135030,
B,8,Sample X32,136531,
B,9,Sample X33,90330,
B,10,Sample X34,83678,
B,11,Sample X35,88936,
B,12,Sample X36,94127,
B,13,Sample X37,124129,
B,14,Sample X38,130860,
B,15,Sample X39,138510,
B,16,Sample X40,135176,
B,17,Sample X41,142282,
B,18,Sample X42,143473,
B,19,Sample X43,136072,
B,20,Sample X44,136032,
B,21,Sample X45,135493,
B,22,Sample X46,136918,
B,23,Sample X47,138640,
B,24,Sample X48,138932,
C,1,Sample X49,140386,
C,2,Sample X50,142129,
C,3,Sample X51,141819,
C,4,Sample X52,144100,
C,5,Sample X53,132103,
C,6,Sample X54,137462,
C,7,Sample X55,132556,
C,8,Sample X56,132210,
C,9,Sample X57,133294,
C,10,Sample X58,132433,
C,11,Sample X59,133747,
C,12,Sample X60,131878,
C,13,Sample X61,123117,
C,14,Sample X62,128028,
C,15,Sample X63,130080,
C,16,Sample X64,136475,
C,17,Sample X65,143385,
C,18,Sample X66,136964,
C,19,Sample X67,138270,
C,20,Sample X68,141095,
C,21,Sample X69,144726,
C,22,Sample X70,141855,
C,23,Sample X71,141087,
C,24,Sample X72,141455,
D,1,Sample X73,137937,
D,2,Sample X74,116377,
D,3,Sample X75,115143,
D,4,Sample X76,129811,
D,5,Sample X77,139668,
D,6,Sample X78,140603,
D,7,Sample X79,142108,
D,8,Sample X80,137110,
D,9,Sample X81,127683,
D,10,Sample X82,128590,
D,11,Sample X83,134726,
D,12,Sample X84,124573,
D,13,Sample X85,78837,
D,14,Sample X86,75119,
D,15,Sample X87,104921,
D,16,Sample X88,125921,
D,17,Sample X89,127890,
D,18,Sample X90,128904,
D,19,Sample X91,132247,
