Well Row,Well Col,Content,Raw Data (No filter),
A,1,Sample X1,201377,
A,2,Sample X2,241930,
A,3,Sample X3,235105,
A,4,Sample X4,241009,
A,5,Sample X5,278743,
A,6,Sample X6,268084,
A,7,Sample X7,281864,
A,8,Sample X8,200471,
A,9,Sample X9,416,
A,10,Sample X10,250,
A,11,Sample X11,249,
A,12,Sample X12,529,
A,13,Sample X13,121445,
A,14,Sample X14,203895,
A,15,Sample X15,206277,
A,16,Sample X16,214744,
A,17,Sample X17,237859,
A,18,Sample X18,270161,
A,19,Sample X19,310814,
A,20,Sample X20,304781,
A,21,Sample X21,343016,
A,22,Sample X22,310088,
A,23,Sample X23,296278,
A,24,Sample X24,295126,
B,1,Sample X25,273677,
B,2,Sample X26,287463,
B,3,Sample X27,312850,
B,4,Sample X28,267388,
B,5,Sample X29,274048,
B,6,Sample X30,292874,
B,7,Sample X31,284955,
B,8,Sample X32,314113,
B,9,Sample X33,14098,
B,10,Sample X34,14824,
B,11,Sample X35,13955,
B,12,Sample X36,15992,
B,13,Sample X37,21665,
B,14,Sample X38,29755,
B,15,Sample X39,37338,
B,16,Sample X40,70206,
B,17,Sample X41,106504,
B,18,Sample X42,187373,
B,19,Sample X43,265556,
B,20,Sample X44,218955,
B,21,Sample X45,257482,
B,22,Sample X46,288133,
B,23,Sample X47,330829,
B,24,Sample X48,294187,
C,1,Sample X49,301705,
C,2,Sample X50,58954,
C,3,Sample X51,95833,
C,4,Sample X52,147999,
C,5,Sample X53,223216,
C,6,Sample X54,298812,
C,7,Sample X55,240122,
C,8,Sample X56,251851,
C,9,Sample X57,342673,
C,10,Sample X58,286874,
C,11,Sample X59,301663,
C,12,Sample X60,336810,
C,13,Sample X61,25341,
C,14,Sample X62,26062,
C,15,Sample X63,58686,
C,16,Sample X64,126598,
C,17,Sample X65,167003,
C,18,Sample X66,134935,
C,19,Sample X67,212388,
C,20,Sample X68,253540,
C,21,Sample X69,250769,
C,22,Sample X70,291298,
C,23,Sample X71,308604,
C,24,Sample X72,264385,
D,1,Sample X73,295139,
D,2,Sample X74,138401,
D,3,Sample X75,172867,
D,4,Sample X76,223591,
D,5,Sample X77,272214,
D,6,Sample X78,318266,
D,7,Sample X79,287287,
D,8,Sample X80,312749,
D,9,Sample X81,340966,
D,10,Sample X82,291512,
D,11,Sample X83,270946,
D,12,Sample X84,319796,
D,13,Sample X85,275344,
D,14,Sample X86,265098,
D,15,Sample X87,270663,
D,16,Sample X88,282605,
D,17,Sample X89,278703,
D,18,Sample X90,256418,
D,19,Sample X91,266191,
D,20,Sample X92,301967,
D,21,Sample X93,295581,
D,22,Sample X94,299010,
D,23,Sample X95,248149,
D,24,Sample X96,321707,
E,1,Sample X97,279526,
E,2,Sample X98,98249,
E,3,Sample X99,122353,
E,4,Sample X100,200665,
E,5,Sample X101,267724,
E,6,Sample X102,241314,
E,7,Sample X103,252406,
E,8,Sample X104,280324,
E,9,Sample X105,296826,
E,10,Sample X106,316994,
E,11,Sample X107,316261,
E,12,Sample X108,320248,
E,13,Sample X109,129974,
E,14,Sample X110,202711,
E,15,Sample X111,243632,
E,16,Sample X112,306891,
E,17,Sample X113,302024,
E,18,Sample X114,266785,
E,19,Sample X115,302232,
E,20,Sample X116,294539,
E,21,Sample X117,302233,
E,22,Sample X118,308143,
E,23,Sample X119,325245,
E,24,Sample X120,274267,
F,1,Sample X121,315931,
F,2,Sample X122,8747,
F,3,Sample X123,21579,
F,4,Sample X124,47892,
F,5,Sample X125,124014,
F,6,Sample X126,229463,
F,7,Sample X127,260872,
F,8,Sample X128,281623,
F,9,Sample X129,302452,
F,10,Sample X130,332443,
F,11,Sample X131,284239,
F,12,Sample X132,321602,
F,13,Sample X133,310029,
F,14,Sample X134,388195,
F,15,Sample X135,371173,
F,16,Sample X136,431407,
F,17,Sample X137,369406,
F,18,Sample X138,366468,
F,19,Sample X139,395130,
F,20,Sample X140,379646,
F,21,Sample X141,331406,
F,22,Sample X142,299662,
F,23,Sample X143,358328,
F,24,Sample X144,305873,
G,1,Sample X145,233631,
G,2,Sample X146,153538,
G,3,Sample X147,221664,
G,4,Sample X148,341747,
G,5,Sample X149,348824,
G,6,Sample X150,313405,
G,7,Sample X151,271253,
G,8,Sample X152,345892,
G,9,Sample X153,355354,
G,10,Sample X154,319039,
G,11,Sample X155,244964,
G,12,Sample X156,295748,
G,13,Sample X157,33502,
G,14,Sample X158,29757,
G,15,Sample X159,35498,
G,16,Sample X160,29225,
G,17,Sample X161,36514,
G,18,Sample X162,33576,
G,19,Sample X163,67132,
G,20,Sample X164,146770,
G,21,Sample X165,216968,
G,22,Sample X166,298089,
G,23,Sample X167,271001,
G,24,Sample X168,293544,
H,1,Sample X169,301852,
H,2,Sample X170,350060,
H,3,Sample X171,404240,
H,4,Sample X172,351384,
H,5,Sample X173,297745,
H,6,Sample X174,404996,
H,7,Sample X175,328877,
H,8,Sample X176,250709,
H,9,Sample X177,258718,
H,10,Sample X178,274385,
H,11,Sample X179,314097,
H,12,Sample X180,300098,
H,13,Sample X181,151080,
H,14,Sample X182,239404,
H,15,Sample X183,331106,
H,16,Sample X184,350905,
H,17,Sample X185,381697,
H,18,Sample X186,400791,
H,19,Sample X187,400180,
H,20,Sample X188,327465,
H,21,Sample X189,302260,
H,22,Sample X190,319067,
H,23,Sample X191,277449,
H,24,Sample X192,300303,
I,1,Sample X193,253163,
I,2,Sample X194,205159,
I,3,Sample X195,271816,
I,4,Sample X196,257936,
I,5,Sample X197,224716,
I,6,Sample X198,227356,
I,7,Sample X199,222116,
I,8,Sample X200,248309,
I,9,Sample X201,248884,
I,10,Sample X202,282370,
I,11,Sample X203,305748,
I,12,Sample X204,292402,
I,13,Sample X205,7631,
I,14,Sample X206,7551,
I,15,Sample X207,13798,
I,16,Sample X208,13872,
I,17,Sample X209,23802,
I,18,Sample X210,22694,
I,19,Sample X211,27429,
I,20,Sample X212,73386,
I,21,Sample X213,194758,
I,22,Sample X214,261620,
I,23,Sample X215,325366,
I,24,Sample X216,269032,
J,1,Sample X217,337967,
J,2,Sample X218,5563,
J,3,Sample X219,17289,
J,4,Sample X220,34337,
J,5,Sample X221,31359,
J,6,Sample X222,29386,
J,7,Sample X223,37456,
J,8,Sample X224,40632,
J,9,Sample X225,73409,
J,10,Sample X226,197087,
J,11,Sample X227,252719,
J,12,Sample X228,293020,
J,13,Sample X229,25177,
J,14,Sample X230,32082,
J,15,Sample X231,31526,
J,16,Sample X232,47725,
J,17,Sample X233,69519,
J,18,Sample X234,84282,
J,19,Sample X235,130990,
J,20,Sample X236,179565,
J,21,Sample X237,290395,
J,22,Sample X238,306748,
J,23,Sample X239,319607,
J,24,Sample X240,285371,
K,1,Sample X241,249676,
K,2,Sample X242,94359,
K,3,Sample X243,83708,
K,4,Sample X244,58760,
K,5,Sample X245,46980,
K,6,Sample X246,59693,
K,7,Sample X247,70194,
K,8,Sample X248,88065,
K,9,Sample X249,154839,
K,10,Sample X250,236408,
K,11,Sample X251,227868,
K,12,Sample X252,299527,
K,13,Sample X253,253563,
K,14,Sample X254,286703,
K,15,Sample X255,283033,
K,16,Sample X256,286646,
K,17,Sample X257,278499,
K,18,Sample X258,324258,
K,19,Sample X259,315808,
K,20,Sample X260,309355,
K,21,Sample X261,367454,
K,22,Sample X262,315898,
K,23,Sample X263,272491,
K,24,Sample X264,277982,
L,1,Sample X265,280103,
L,2,Sample X266,2482,
L,3,Sample X267,2252,
L,4,Sample X268,2321,
L,5,Sample X269,92688,
L,6,Sample X270,187278,
L,7,Sample X271,197506,
L,8,Sample X272,270965,
L,9,Sample X273,269942,
L,10,Sample X274,270889,
L,11,Sample X275,327323,
L,12,Sample X276,299931,
L,13,Sample X277,257553,
L,14,Sample X278,310886,
L,15,Sample X279,312259,
L,16,Sample X280,295081,
L,17,Sample X281,274993,
L,18,Sample X282,325115,
L,19,Sample X283,278642,
L,20,Sample X284,260988,
L,21,Sample X285,262664,
L,22,Sample X286,349715,
L,23,Sample X287,281333,
L,24,Sample X288,297157,
M,1,Sample X289,268019,
M,2,Sample X290,278727,
M,3,Sample X291,325081,
M,4,Sample X292,309304,
M,5,Sample X293,315779,
M,6,Sample X294,309931,
M,7,Sample X295,289593,
M,8,Sample X296,281692,
M,9,Sample X297,235286,
M,10,Sample X298,326967,
M,11,Sample X299,307331,
M,12,Sample X300,304097,
M,13,Sample X301,22788,
M,14,Sample X302,49305,
M,15,Sample X303,134620,
M,16,Sample X304,183371,
M,17,Sample X305,229958,
M,18,Sample X306,261685,
M,19,Sample X307,264459,
M,20,Sample X308,298270,
M,21,Sample X309,284289,
M,22,Sample X310,313192,
M,23,Sample X311,307681,
M,24,Sample X312,328840,
N,1,Sample X313,294737,
N,2,Sample X314,268514,
N,3,Sample X315,285299,
N,4,Sample X316,267018,
N,5,Sample X317,316747,
N,6,Sample X318,289720,
N,7,Sample X319,247266,
N,8,Sample X320,237055,
N,9,Sample X321,211418,
N,10,Sample X322,252908,
N,11,Sample X323,297726,
N,12,Sample X324,328080,
N,13,Sample X325,183412,
N,14,Sample X326,222808,
N,15,Sample X327,281844,
N,16,Sample X328,293092,
N,17,Sample X329,280225,
N,18,Sample X330,329558,
N,19,Sample X331,300656,
N,20,Sample X332,359485,
N,21,Sample X333,345682,
N,22,Sample X334,295545,
N,23,Sample X335,327867,
N,24,Sample X336,289752,
O,1,Sample X337,243726,
O,2,Sample X338,32434,
O,3,Sample X339,70289,
O,4,Sample X340,160628,
O,5,Sample X341,258904,
O,6,Sample X342,270738,
O,7,Sample X343,309433,
O,8,Sample X344,323451,
O,9,Sample X345,319116,
O,10,Sample X346,337062,
O,11,Sample X347,291659,
O,12,Sample X348,290949,
O,13,Sample X349,330909,
O,14,Sample X350,318326,
O,15,Sample X351,266423,
O,16,Sample X352,327578,
O,17,Sample X353,324294,
O,18,Sample X354,346994,
O,19,Sample X355,333311,
O,20,Sample X356,305863,
O,21,Sample X357,332515,
O,22,Sample X358,335579,
O,23,Sample X359,321011,
O,24,Sample X360,261713,
P,1,Sample X361,280761,
P,2,Sample X362,284687,
P,3,Sample X363,269535,
P,4,Sample X364,299368,
P,5,Sample X365,292138,
P,6,Sample X366,284853,
P,7,Sample X367,333797,
P,8,Sample X368,319730,
P,9,Sample X369,306652,
P,10,Sample X370,297662,
P,11,Sample X371,312167,
P,12,Sample X372,304028,
P,13,Sample X373,314420,
P,14,Sample X374,266116,
P,15,Sample X375,295787,
P,16,Sample X376,299263,
P,17,Sample X377,309706,
P,18,Sample X378,339222,
P,19,Sample X379,286711,
P,20,Sample X380,292324,
P,21,Sample X381,346295,
P,22,Sample X382,288957,
P,23,Sample X383,285522,
P,24,Sample X384,359378,
