Well Row,Well Col,Content,Raw Data (No filter),
A,1,Sample X1,232525,
A,2,Sample X2,227744,
A,3,Sample X3,254405,
A,4,Sample X4,224633,
A,5,Sample X5,270326,
A,6,Sample X6,229064,
A,7,Sample X7,257290,
A,8,Sample X8,195605,
A,9,Sample X9,321,
A,10,Sample X10,219,
A,11,Sample X11,210,
A,12,Sample X12,241,
A,13,Sample X13,116885,
A,14,Sample X14,231974,
A,15,Sample X15,224292,
A,16,Sample X16,259273,
A,17,Sample X17,231898,
A,18,Sample X18,197297,
A,19,Sample X19,268915,
A,20,Sample X20,299063,
A,21,Sample X21,237228,
A,22,Sample X22,254327,
A,23,Sample X23,232176,
A,24,Sample X24,250879,
B,1,Sample X25,287802,
B,2,Sample X26,255697,
B,3,Sample X27,240344,
B,4,Sample X28,283739,
B,5,Sample X29,225005,
B,6,Sample X30,220980,
B,7,Sample X31,242749,
B,8,Sample X32,256723,
B,9,Sample X33,9578,
B,10,Sample X34,8616,
B,11,Sample X35,8913,
B,12,Sample X36,9283,
B,13,Sample X37,20295,
B,14,Sample X38,23543,
B,15,Sample X39,34857,
B,16,Sample X40,63191,
B,17,Sample X41,97579,
B,18,Sample X42,146082,
B,19,Sample X43,175331,
B,20,Sample X44,227408,
B,21,Sample X45,196512,
B,22,Sample X46,205177,
B,23,Sample X47,199917,
B,24,Sample X48,248090,
C,1,Sample X49,255742,
C,2,Sample X50,83285,
C,3,Sample X51,132302,
C,4,Sample X52,221958,
C,5,Sample X53,229178,
C,6,Sample X54,223179,
C,7,Sample X55,261752,
C,8,Sample X56,204712,
C,9,Sample X57,301850,
C,10,Sample X58,238169,
C,11,Sample X59,223388,
C,12,Sample X60,231874,
C,13,Sample X61,16170,
C,14,Sample X62,41491,
C,15,Sample X63,59602,
C,16,Sample X64,121582,
C,17,Sample X65,156958,
C,18,Sample X66,90757,
C,19,Sample X67,136244,
C,20,Sample X68,210880,
C,21,Sample X69,227476,
C,22,Sample X70,258849,
C,23,Sample X71,249327,
C,24,Sample X72,254368,
D,1,Sample X73,261525,
D,2,Sample X74,122451,
D,3,Sample X75,129470,
D,4,Sample X76,142693,
D,5,Sample X77,296015,
D,6,Sample X78,277272,
D,7,Sample X79,242030,
D,8,Sample X80,211556,
D,9,Sample X81,244215,
D,10,Sample X82,211592,
D,11,Sample X83,243951,
D,12,Sample X84,230562,
D,13,Sample X85,213064,
D,14,Sample X86,222646,
D,15,Sample X87,267204,
D,16,Sample X88,204641,
D,17,Sample X89,198831,
D,18,Sample X90,213953,
D,19,Sample X91,256669,
D,20,Sample X92,251152,
D,21,Sample X93,242794,
D,22,Sample X94,249989,
D,23,Sample X95,233978,
D,24,Sample X96,269529,
E,1,Sample X97,293007,
E,2,Sample X98,100487,
E,3,Sample X99,119901,
E,4,Sample X100,164635,
E,5,Sample X101,212108,
E,6,Sample X102,256493,
E,7,Sample X103,268748,
E,8,Sample X104,273743,
E,9,Sample X105,245635,
E,10,Sample X106,256849,
E,11,Sample X107,287064,
E,12,Sample X108,183970,
E,13,Sample X109,129137,
E,14,Sample X110,170696,
E,15,Sample X111,210327,
E,16,Sample X112,253896,
E,17,Sample X113,248187,
E,18,Sample X114,208905,
E,19,Sample X115,248445,
E,20,Sample X116,242955,
E,21,Sample X117,209868,
E,22,Sample X118,205287,
E,23,Sample X119,221090,
E,24,Sample X120,275501,
F,1,Sample X121,262465,
F,2,Sample X122,4802,
F,3,Sample X123,10570,
F,4,Sample X124,26073,
F,5,Sample X125,88039,
F,6,Sample X126,145979,
F,7,Sample X127,193042,
F,8,Sample X128,257307,
F,9,Sample X129,256463,
F,10,Sample X130,275541,
F,11,Sample X131,283395,
F,12,Sample X132,266436,
F,13,Sample X133,332450,
F,14,Sample X134,319901,
F,15,Sample X135,330150,
F,16,Sample X136,334346,
F,17,Sample X137,408526,
F,18,Sample X138,351964,
F,19,Sample X139,305893,
F,20,Sample X140,253383,
F,21,Sample X141,313358,
F,22,Sample X142,244959,
F,23,Sample X143,270344,
F,24,Sample X144,246225,
G,1,Sample X145,315467,
G,2,Sample X146,147892,
G,3,Sample X147,263793,
G,4,Sample X148,327771,
G,5,Sample X149,382805,
G,6,Sample X150,266907,
G,7,Sample X151,266032,
G,8,Sample X152,296532,
G,9,Sample X153,287482,
G,10,Sample X154,308904,
G,11,Sample X155,276744,
G,12,Sample X156,235306,
G,13,Sample X157,40516,
G,14,Sample X158,46808,
G,15,Sample X159,48648,
G,16,Sample X160,36582,
G,17,Sample X161,34528,
G,18,Sample X162,33188,
G,19,Sample X163,59328,
G,20,Sample X164,96123,
G,21,Sample X165,164575,
G,22,Sample X166,194019,
G,23,Sample X167,244594,
G,24,Sample X168,283460,
H,1,Sample X169,260955,
H,2,Sample X170,267573,
H,3,Sample X171,264319,
H,4,Sample X172,259197,
H,5,Sample X173,216801,
H,6,Sample X174,291086,
H,7,Sample X175,268847,
H,8,Sample X176,214757,
H,9,Sample X177,251736,
H,10,Sample X178,225348,
H,11,Sample X179,232698,
H,12,Sample X180,223802,
H,13,Sample X181,142040,
H,14,Sample X182,230748,
H,15,Sample X183,334409,
H,16,Sample X184,384601,
H,17,Sample X185,347606,
H,18,Sample X186,311763,
H,19,Sample X187,351656,
H,20,Sample X188,247576,
H,21,Sample X189,220750,
H,22,Sample X190,233303,
H,23,Sample X191,279389,
H,24,Sample X192,232265,
I,1,Sample X193,244409,
I,2,Sample X194,205809,
I,3,Sample X195,255784,
I,4,Sample X196,226357,
I,5,Sample X197,196087,
I,6,Sample X198,197474,
I,7,Sample X199,221904,
I,8,Sample X200,233991,
I,9,Sample X201,255740,
I,10,Sample X202,265534,
I,11,Sample X203,288197,
I,12,Sample X204,276910,
I,13,Sample X205,4687,
I,14,Sample X206,5650,
I,15,Sample X207,11466,
I,16,Sample X208,15345,
I,17,Sample X209,19382,
I,18,Sample X210,22054,
I,19,Sample X211,37276,
I,20,Sample X212,142129,
I,21,Sample X213,225665,
I,22,Sample X214,220680,
I,23,Sample X215,233501,
I,24,Sample X216,258523,
J,1,Sample X217,248935,
J,2,Sample X218,17596,
J,3,Sample X219,24875,
J,4,Sample X220,26646,
J,5,Sample X221,27473,
J,6,Sample X222,30726,
J,7,Sample X223,37608,
J,8,Sample X224,31686,
J,9,Sample X225,63500,
J,10,Sample X226,154795,
J,11,Sample X227,236590,
J,12,Sample X228,311847,
J,13,Sample X229,54508,
J,14,Sample X230,39341,
J,15,Sample X231,36686,
J,16,Sample X232,41278,
J,17,Sample X233,61483,
J,18,Sample X234,69698,
J,19,Sample X235,118443,
J,20,Sample X236,160937,
J,21,Sample X237,238004,
J,22,Sample X238,271882,
J,23,Sample X239,247833,
J,24,Sample X240,285354,
K,1,Sample X241,242851,
K,2,Sample X242,61841,
K,3,Sample X243,62680,
K,4,Sample X244,61454,
K,5,Sample X245,57171,
K,6,Sample X246,65881,
K,7,Sample X247,57246,
K,8,Sample X248,106031,
K,9,Sample X249,168296,
K,10,Sample X250,236840,
K,11,Sample X251,288771,
K,12,Sample X252,267767,
K,13,Sample X253,257342,
K,14,Sample X254,268582,
K,15,Sample X255,231610,
K,16,Sample X256,285855,
K,17,Sample X257,254896,
K,18,Sample X258,249068,
K,19,Sample X259,279066,
K,20,Sample X260,307647,
K,21,Sample X261,258631,
K,22,Sample X262,259957,
K,23,Sample X263,276758,
K,24,Sample X264,302387,
L,1,Sample X265,245961,
L,2,Sample X266,4444,
L,3,Sample X267,2025,
