Well Row,Well Col,Content,Raw Data (No filter),
A,1,Sample X1,186690,
A,2,Sample X2,199275,
A,3,Sample X3,224119,
A,4,Sample X4,209349,
A,5,Sample X5,205362,
A,6,Sample X6,244672,
A,7,Sample X7,249737,
A,8,Sample X8,198421,
A,9,Sample X9,301,
A,10,Sample X10,196,
A,11,Sample X11,237,
A,12,Sample X12,288,
A,13,Sample X13,104600,
A,14,Sample X14,172909,
A,15,Sample X15,202177,
A,16,Sample X16,227121,
A,17,Sample X17,230635,
A,18,Sample X18,186954,
A,19,Sample X19,221421,
A,20,Sample X20,168920,
A,21,Sample X21,179684,
A,22,Sample X22,244040,
A,23,Sample X23,216325,
A,24,Sample X24,253440,
B,1,Sample X25,235232,
B,2,Sample X26,218970,
B,3,Sample X27,233071,
B,4,Sample X28,202240,
B,5,Sample X29,225100,
B,6,Sample X30,239216,
B,7,Sample X31,228049,
B,8,Sample X32,213319,
B,9,Sample X33,9139,
B,10,Sample X34,8940,
B,11,Sample X35,9070,
B,12,Sample X36,10095,
B,13,Sample X37,16855,
B,14,Sample X38,27006,
B,15,Sample X39,43398,
B,16,Sample X40,62145,
B,17,Sample X41,79023,
B,18,Sample X42,150440,
B,19,Sample X43,179228,
B,20,Sample X44,242332,
B,21,Sample X45,261284,
B,22,Sample X46,256420,
B,23,Sample X47,167070,
B,24,Sample X48,238456,
C,1,Sample X49,237923,
C,2,Sample X50,152186,
C,3,Sample X51,180479,
C,4,Sample X52,203015,
C,5,Sample X53,250545,
C,6,Sample X54,240365,
C,7,Sample X55,231513,
C,8,Sample X56,226756,
C,9,Sample X57,255780,
C,10,Sample X58,208806,
C,11,Sample X59,287513,
C,12,Sample X60,260493,
C,13,Sample X61,192365,
C,14,Sample X62,189855,
C,15,Sample X63,229783,
C,16,Sample X64,236055,
C,17,Sample X65,245618,
C,18,Sample X66,236722,
C,19,Sample X67,238903,
C,20,Sample X68,258090,
C,21,Sample X69,249513,
C,22,Sample X70,238345,
C,23,Sample X71,187931,
C,24,Sample X72,192022,
D,1,Sample X73,177936,
D,2,Sample X74,11532,
D,3,Sample X75,22557,
D,4,Sample X76,27649,
D,5,Sample X77,34403,
D,6,Sample X78,71568,
D,7,Sample X79,97061,
D,8,Sample X80,122668,
D,9,Sample X81,180035,
D,10,Sample X82,253295,
D,11,Sample X83,188692,
D,12,Sample X84,214666,
D,13,Sample X85,220500,
D,14,Sample X86,218993,
D,15,Sample X87,225929,
D,16,Sample X88,193927,
D,17,Sample X89,199845,
D,18,Sample X90,228416,
D,19,Sample X91,212680,
D,20,Sample X92,252522,
D,21,Sample X93,221336,
D,22,Sample X94,183975,
D,23,Sample X95,214238,
D,24,Sample X96,212886,
E,1,Sample X97,208620,
E,2,Sample X98,71391,
E,3,Sample X99,106651,
E,4,Sample X100,152156,
E,5,Sample X101,236903,
E,6,Sample X102,212586,
E,7,Sample X103,218116,
E,8,Sample X104,244852,
E,9,Sample X105,225482,
E,10,Sample X106,233930,
E,11,Sample X107,230193,
E,12,Sample X108,212543,
E,13,Sample X109,27108,
E,14,Sample X110,62331,
E,15,Sample X111,97651,
E,16,Sample X112,162403,
E,17,Sample X113,251931,
E,18,Sample X114,225943,
E,19,Sample X115,304216,
E,20,Sample X116,288425,
E,21,Sample X117,268650,
E,22,Sample X118,225408,
E,23,Sample X119,214496,
E,24,Sample X120,245636,
F,1,Sample X121,200802,
F,2,Sample X122,137459,
F,3,Sample X123,165695,
F,4,Sample X124,185244,
F,5,Sample X125,205592,
F,6,Sample X126,222889,
F,7,Sample X127,238076,
F,8,Sample X128,256543,
F,9,Sample X129,245648,
F,10,Sample X130,275813,
F,11,Sample X131,243707,
F,12,Sample X132,161977,
F,13,Sample X133,2501,
F,14,Sample X134,2153,
F,15,Sample X135,80865,
F,16,Sample X136,152860,
F,17,Sample X137,214678,
F,18,Sample X138,249241,
F,19,Sample X139,247489,
F,20,Sample X140,277900,
F,21,Sample X141,224294,
F,22,Sample X142,257166,
F,23,Sample X143,237150,
F,24,Sample X144,240528,
G,1,Sample X145,177265,
G,2,Sample X146,1888,
G,3,Sample X147,1951,
G,4,Sample X148,2358,
G,5,Sample X149,57998,
G,6,Sample X150,151413,
G,7,Sample X151,179401,
G,8,Sample X152,208086,
G,9,Sample X153,284065,
G,10,Sample X154,271732,
G,11,Sample X155,254891,
G,12,Sample X156,212716,
G,13,Sample X157,126663,
G,14,Sample X158,160894,
G,15,Sample X159,172408,
G,16,Sample X160,228622,
G,17,Sample X161,279212,
G,18,Sample X162,247265,
G,19,Sample X163,231605,
G,20,Sample X164,281034,
G,21,Sample X165,183518,
G,22,Sample X166,247552,
G,23,Sample X167,271861,
G,24,Sample X168,227619,
H,1,Sample X169,252176,
H,2,Sample X170,120160,
H,3,Sample X171,151558,
H,4,Sample X172,168250,
H,5,Sample X173,270537,
H,6,Sample X174,272415,
H,7,Sample X175,241580,
H,8,Sample X176,229509,
H,9,Sample X177,236049,
H,10,Sample X178,268134,
H,11,Sample X179,241299,
H,12,Sample X180,234437,
H,13,Sample X181,218773,
H,14,Sample X182,204543,
H,15,Sample X183,241987,
H,16,Sample X184,278436,
H,17,Sample X185,209138,
H,18,Sample X186,255831,
H,19,Sample X187,259807,
H,20,Sample X188,249466,
H,21,Sample X189,226441,
H,22,Sample X190,312159,
H,23,Sample X191,264956,
H,24,Sample X192,259174,
I,1,Sample X193,264167,
I,2,Sample X194,3912,
I,3,Sample X195,34767,
I,4,Sample X196,66634,
I,5,Sample X197,119359,
I,6,Sample X198,143087,
I,7,Sample X199,145357,
I,8,Sample X200,158431,
I,9,Sample X201,162501,
I,10,Sample X202,129536,
I,11,Sample X203,183076,
I,12,Sample X204,256566,
I,13,Sample X205,273787,
I,14,Sample X206,253527,
I,15,Sample X207,245700,
I,16,Sample X208,299018,
I,17,Sample X209,226879,
I,18,Sample X210,259984,
I,19,Sample X211,248955,
I,20,Sample X212,299806,
I,21,Sample X213,310625,
I,22,Sample X214,222332,
I,23,Sample X215,280603,
I,24,Sample X216,244590,
J,1,Sample X217,214902,
J,2,Sample X218,224739,
J,3,Sample X219,226167,
J,4,Sample X220,233562,
J,5,Sample X221,231804,
J,6,Sample X222,246042,
J,7,Sample X223,289730,
J,8,Sample X224,243998,
J,9,Sample X225,315013,
J,10,Sample X226,297332,
J,11,Sample X227,307834,
J,12,Sample X228,290946,
J,13,Sample X229,329697,
J,14,Sample X230,247951,
J,15,Sample X231,223728,
J,16,Sample X232,315332,
J,17,Sample X233,257945,
J,18,Sample X234,276629,
J,19,Sample X235,272939,
J,20,Sample X236,300036,
J,21,Sample X237,260523,
J,22,Sample X238,278976,
J,23,Sample X239,280249,
J,24,Sample X240,211963,
K,1,Sample X241,210965,
K,2,Sample X242,22404,
K,3,Sample X243,67035,
K,4,Sample X244,126810,
K,5,Sample X245,226181,
K,6,Sample X246,199415,
K,7,Sample X247,221380,
K,8,Sample X248,231640,
K,9,Sample X249,263304,
K,10,Sample X250,289273,
K,11,Sample X251,284605,
K,12,Sample X252,346184,
K,13,Sample X253,224336,
K,14,Sample X254,282952,
K,15,Sample X255,295774,
K,16,Sample X256,247498,
K,17,Sample X257,311292,
K,18,Sample X258,294092,
K,19,Sample X259,276519,
K,20,Sample X260,279769,
K,21,Sample X261,293780,
K,22,Sample X262,255182,
K,23,Sample X263,270138,
K,24,Sample X264,298718,
L,1,Sample X265,239339,
L,2,Sample X266,154226,
L,3,Sample X267,181423,
L,4,Sample X268,222492,
L,5,Sample X269,272844,
L,6,Sample X270,267738,
L,7,Sample X271,253940,
L,8,Sample X272,256866,
L,9,Sample X273,262605,
L,10,Sample X274,324270,
L,11,Sample X275,271387,
L,12,Sample X276,326596,
L,13,Sample X277,193476,
L,14,Sample X278,236881,
L,15,Sample X279,226649,
L,16,Sample X280,269481,
L,17,Sample X281,235956,
L,18,Sample X282,246444,
L,19,Sample X283,241931,
L,20,Sample X284,241980,
L,21,Sample X285,265846,
L,22,Sample X286,342170,
L,23,Sample X287,283263,
L,24,Sample X288,245045,
M,1,Sample X289,236382,
M,2,Sample X290,183691,
M,3,Sample X291,187552,
M,4,Sample X292,190432,
M,5,Sample X293,275331,
M,6,Sample X294,285151,
M,7,Sample X295,282891,
M,8,Sample X296,282583,
M,9,Sample X297,319252,
M,10,Sample X298,291911,
M,11,Sample X299,250953,
M,12,Sample X300,299249,
M,13,Sample X301,223597,
M,14,Sample X302,250982,
M,15,Sample X303,299751,
M,16,Sample X304,253161,
M,17,Sample X305,302178,
M,18,Sample X306,278149,
M,19,Sample X307,291492,
M,20,Sample X308,294236,
M,21,Sample X309,279187,
M,22,Sample X310,252302,
M,23,Sample X311,269708,
M,24,Sample X312,257266,
N,1,Sample X313,237702,
N,2,Sample X314,12843,
N,3,Sample X315,18860,
N,4,Sample X316,40216,
N,5,Sample X317,80653,
N,6,Sample X318,96557,
N,7,Sample X319,116579,
N,8,Sample X320,188352,
N,9,Sample X321,216783,
N,10,Sample X322,259787,
N,11,Sample X323,267906,
N,12,Sample X324,272715,
N,13,Sample X325,30853,
N,14,Sample X326,62159,
N,15,Sample X327,127552,
N,16,Sample X328,176531,
N,17,Sample X329,214640,
N,18,Sample X330,204425,
N,19,Sample X331,257665,
N,20,Sample X332,259049,
