Well Row,Well Col,Content, Raw Data (530-15/590-20),
A,1,Sample X1,173631,
A,2,Sample X2,169511,
A,3,Sample X3,169111,
A,4,Sample X4,164505,
A,5,Sample X5,168900,
A,6,Sample X6,168620,
A,7,Sample X7,166941,
A,8,Sample X8,161768,
A,9,Sample X9,1548,
A,10,Sample X10,2819,
A,11,Sample X11,2841,
A,12,Sample X12,2819,
A,13,Sample X13,78149,
A,14,Sample X14,117195,
A,15,Sample X15,145855,
A,16,Sample X16,148938,
A,17,Sample X17,145588,
A,18,Sample X18,160063,
A,19,Sample X19,161407,
A,20,Sample X20,154412,
A,21,Sample X21,159444,
A,22,Sample X22,147784,
A,23,Sample X23,165840,
A,24,Sample X24,159267,
B,1,Sample X25,179121,
B,2,Sample X26,176861,
B,3,Sample X27,174640,
B,4,Sample X28,182381,
B,5,Sample X29,178225,
B,6,Sample X30,166625,
B,7,Sample X31,171937,
B,8,Sample X32,170016,
B,9,Sample X33,103902,
B,10,Sample X34,101061,
B,11,Sample X35,102321,
B,12,Sample X36,103131,
B,13,Sample X37,156953,
B,14,Sample X38,176015,
B,15,Sample X39,168080,
B,16,Sample X40,171887,
B,17,Sample X41,170614,
B,18,Sample X42,166539,
B,19,Sample X43,160958,
B,20,Sample X44,140179,
B,21,Sample X45,150038,
B,22,Sample X46,159775,
B,23,Sample X47,165059,
B,24,Sample X48,156735,
C,1,Sample X49,184440,
C,2,Sample X50,181297,
C,3,Sample X51,186653,
C,4,Sample X52,179222,
C,5,Sample X53,182171,
C,6,Sample X54,169540,
C,7,Sample X55,163506,
C,8,Sample X56,172154,
C,9,Sample X57,169490,
C,10,Sample X58,162388,
C,11,Sample X59,158573,
C,12,Sample X60,168092,
C,13,Sample X61,173601,
C,14,Sample X62,156066,
C,15,Sample X63,151413,
C,16,Sample X64,144155,
C,17,Sample X65,157680,
C,18,Sample X66,146694,
C,19,Sample X67,173736,
C,20,Sample X68,164810,
C,21,Sample X69,174505,
C,22,Sample X70,178448,
C,23,Sample X71,168564,
C,24,Sample X72,172267,
D,1,Sample X73,181347,
D,2,Sample X74,136688,
D,3,Sample X75,160513,
D,4,Sample X76,166962,
D,5,Sample X77,167766,
D,6,Sample X78,157441,
D,7,Sample X79,171153,
D,8,Sample X80,173997,
D,9,Sample X81,153896,
D,10,Sample X82,159197,
D,11,Sample X83,161701,
D,12,Sample X84,168237,
D,13,Sample X85,173906,
D,14,Sample X86,157429,
D,15,Sample X87,161165,
D,16,Sample X88,172261,
D,17,Sample X89,160062,
D,18,Sample X90,145125,
D,19,Sample X91,161180,
D,20,Sample X92,165043,
D,21,Sample X93,166722,
D,22,Sample X94,159918,
D,23,Sample X95,173929,
D,24,Sample X96,176470,
E,1,Sample X97,166636,
E,2,Sample X98,207524,
E,3,Sample X99,197026,
E,4,Sample X100,179305,
E,5,Sample X101,185781,
E,6,Sample X102,173954,
