Well Row,Well Col,Content, Raw Data (530-15/590-20),
A,1,Sample X1,93077,
A,2,Sample X2,88927,
A,3,Sample X3,74006,
A,4,Sample X4,77746,
A,5,Sample X5,112121,
A,6,Sample X6,158025,
A,7,Sample X7,140867,
A,8,Sample X8,71871,
A,9,Sample X9,2451,
A,10,Sample X10,2781,
A,11,Sample X11,1893,
A,12,Sample X12,2487,
A,13,Sample X13,74263,
A,14,Sample X14,99489,
A,15,Sample X15,129907,
A,16,Sample X16,105534,
A,17,Sample X17,123672,
A,18,Sample X18,94872,
A,19,Sample X19,109103,
A,20,Sample X20,146712,
A,21,Sample X21,101393,
A,22,Sample X22,117630,
A,23,Sample X23,104730,
A,24,Sample X24,64976,
B,1,Sample X25,152787,
B,2,Sample X26,94446,
B,3,Sample X27,90905,
B,4,Sample X28,102244,
B,5,Sample X29,164857,
B,6,Sample X30,124486,
B,7,Sample X31,103819,
B,8,Sample X32,161840,
B,9,Sample X33,72916,
B,10,Sample X34,68063,
B,11,Sample X35,85484,
B,12,Sample X36,78241,
B,13,Sample X37,144676,
B,14,Sample X38,124095,
B,15,Sample X39,81354,
B,16,Sample X40,168694,
B,17,Sample X41,175025,
B,18,Sample X42,153943,
B,19,Sample X43,83879,
B,20,Sample X44,162957,
B,21,Sample X45,105905,
B,22,Sample X46,119381,
B,23,Sample X47,115429,
B,24,Sample X48,122170,
C,1,Sample X49,112997,
C,2,Sample X50,173740,
C,3,Sample X51,124502,
C,4,Sample X52,163963,
C,5,Sample X53,132298,
C,6,Sample X54,166622,
C,7,Sample X55,72285,
C,8,Sample X56,74228,
C,9,Sample X57,85965,
C,10,Sample X58,91498,
C,11,Sample X59,136813,
C,12,Sample X60,110740,
C,13,Sample X61,79330,
C,14,Sample X62,157347,
C,15,Sample X63,150603,
C,16,Sample X64,107103,
C,17,Sample X65,94142,
C,18,Sample X66,162841,
C,19,Sample X67,100609,
C,20,Sample X68,116023,
C,21,Sample X69,117054,
C,22,Sample X70,155551,
C,23,Sample X71,151266,
C,24,Sample X72,158170,
D,1,Sample X73,106378,
D,2,Sample X74,119657,
D,3,Sample X75,70321,
D,4,Sample X76,129697,
D,5,Sample X77,81857,
D,6,Sample X78,77004,
D,7,Sample X79,112928,
D,8,Sample X80,81487,
D,9,Sample X81,160696,
D,10,Sample X82,104566,
D,11,Sample X83,73616,
D,12,Sample X84,163827,
D,13,Sample X85,160499,
D,14,Sample X86,101664,
D,15,Sample X87,149104,
D,16,Sample X88,85594,
D,17,Sample X89,130829,
D,18,Sample X90,154019,
D,19,Sample X91,87997,
D,20,Sample X92,77878,
D,21,Sample X93,79260,
D,22,Sample X94,89140,
D,23,Sample X95,86141,
D,24,Sample X96,122796,
E,1,Sample X97,74515,
E,2,Sample X98,199396,
E,3,Sample X99,105643,
E,4,Sample X100,115441,
E,5,Sample X101,115638,
E,6,Sample X102,75189,
E,7,Sample X103,97993,
E,8,Sample X104,111318,
E,9,Sample X105,83683,
E,10,Sample X106,70306,
E,11,Sample X107,157796,
E,12,Sample X108,164499,
E,13,Sample X109,70811,
E,14,Sample X110,104702,
E,15,Sample X111,121995,
E,16,Sample X112,108374,
E,17,Sample X113,101235,
E,18,Sample X114,160576,
E,19,Sample X115,134283,
E,20,Sample X116,163402,
E,21,Sample X117,162478,
E,22,Sample X118,159562,
E,23,Sample X119,168947,
E,24,Sample X120,166182,
F,1,Sample X121,90805,
F,2,Sample X122,111875,
F,3,Sample X123,160315,
F,4,Sample X124,158652,
F,5,Sample X125,157411,
F,6,Sample X126,142139,
F,7,Sample X127,144972,
F,8,Sample X128,156046,
F,9,Sample X129,93475,
F,10,Sample X130,73465,
F,11,Sample X131,70144,
F,12,Sample X132,154231,
F,13,Sample X133,3538,
F,14,Sample X134,2613,
F,15,Sample X135,92673,
F,16,Sample X136,171625,
F,17,Sample X137,130690,
F,18,Sample X138,150216,
F,19,Sample X139,157300,
F,20,Sample X140,153863,
F,21,Sample X141,159833,
F,22,Sample X142,101034,
F,23,Sample X143,109700,
F,24,Sample X144,146903,
G,1,Sample X145,154393,
G,2,Sample X146,1830,
G,3,Sample X147,3776,
G,4,Sample X148,2792,
G,5,Sample X149,115103,
G,6,Sample X150,67164,
G,7,Sample X151,167891,
G,8,Sample X152,111051,
G,9,Sample X153,156686,
G,10,Sample X154,141125,
G,11,Sample X155,69393,
G,12,Sample X156,77551,
G,13,Sample X157,73699,
G,14,Sample X158,105036,
G,15,Sample X159,145587,
G,16,Sample X160,77575,
G,17,Sample X161,107097,
G,18,Sample X162,128194,
G,19,Sample X163,75898,
G,20,Sample X164,132211,
G,21,Sample X165,98605,
G,22,Sample X166,158460,
G,23,Sample X167,71469,
G,24,Sample X168,170026,
H,1,Sample X169,122433,
H,2,Sample X170,136969,
H,3,Sample X171,100260,
H,4,Sample X172,91776,
H,5,Sample X173,166703,
H,6,Sample X174,73127,
H,7,Sample X175,96122,
H,8,Sample X176,86776,
H,9,Sample X177,66679,
H,10,Sample X178,142553,
H,11,Sample X179,73170,
H,12,Sample X180,63118,
H,13,Sample X181,75669,
H,14,Sample X182,72851,
H,15,Sample X183,89852,
H,16,Sample X184,151072,
H,17,Sample X185,108863,
H,18,Sample X186,117731,
H,19,Sample X187,75268,
H,20,Sample X188,70154,
H,21,Sample X189,75042,
H,22,Sample X190,103873,
H,23,Sample X191,70103,
H,24,Sample X192,153243,
I,1,Sample X193,126027,
I,2,Sample X194,2163,
I,3,Sample X195,12281,
I,4,Sample X196,149161,
I,5,Sample X197,170911,
I,6,Sample X198,98950,
I,7,Sample X199,153531,
I,8,Sample X200,74068,
I,9,Sample X201,87747,
I,10,Sample X202,117491,
I,11,Sample X203,61200,
I,12,Sample X204,107625,
I,13,Sample X205,89512,
I,14,Sample X206,91094,
I,15,Sample X207,124625,
I,16,Sample X208,84155,
I,17,Sample X209,92807,
I,18,Sample X210,153173,
I,19,Sample X211,162093,
I,20,Sample X212,96530,
I,21,Sample X213,116241,
I,22,Sample X214,150837,
I,23,Sample X215,168296,
I,24,Sample X216,121376,
J,1,Sample X217,110177,
J,2,Sample X218,79199,
J,3,Sample X219,145994,
J,4,Sample X220,166507,
J,5,Sample X221,154610,
J,6,Sample X222,84196,
J,7,Sample X223,60356,
J,8,Sample X224,97074,
J,9,Sample X225,99133,
J,10,Sample X226,112651,
J,11,Sample X227,158814,
J,12,Sample X228,99166,
J,13,Sample X229,118167,
J,14,Sample X230,145124,
J,15,Sample X231,49753,
J,16,Sample X232,88273,
J,17,Sample X233,147845,
J,18,Sample X234,97691,
J,19,Sample X235,111363,
J,20,Sample X236,91068,
J,21,Sample X237,168156,
J,22,Sample X238,165874,
J,23,Sample X239,84773,
J,24,Sample X240,169188,
K,1,Sample X241,173703,
K,2,Sample X242,100431,
K,3,Sample X243,73525,
K,4,Sample X244,75701,
K,5,Sample X245,150933,
K,6,Sample X246,151512,
K,7,Sample X247,140400,
K,8,Sample X248,148954,
K,9,Sample X249,68711,
K,10,Sample X250,83184,
K,11,Sample X251,70431,
K,12,Sample X252,122009,
K,13,Sample X253,69491,
K,14,Sample X254,113962,
K,15,Sample X255,134414,
K,16,Sample X256,119833,
K,17,Sample X257,75156,
K,18,Sample X258,144861,
K,19,Sample X259,154689,
K,20,Sample X260,109407,
K,21,Sample X261,166216,
K,22,Sample X262,105585,
K,23,Sample X263,104539,
K,24,Sample X264,83704,
L,1,Sample X265,175495,
L,2,Sample X266,169320,
L,3,Sample X267,163013,
L,4,Sample X268,72156,
L,5,Sample X269,165403,
L,6,Sample X270,100281,
L,7,Sample X271,151398,
L,8,Sample X272,99437,
L,9,Sample X273,159315,
L,10,Sample X274,80432,
L,11,Sample X275,97654,
L,12,Sample X276,145123,
L,13,Sample X277,109628,
L,14,Sample X278,160793,
L,15,Sample X279,87036,
L,16,Sample X280,150846,
L,17,Sample X281,163887,
L,18,Sample X282,71678,
L,19,Sample X283,162854,
L,20,Sample X284,117788,
L,21,Sample X285,125936,
L,22,Sample X286,102475,
L,23,Sample X287,177295,
L,24,Sample X288,159736,
M,1,Sample X289,117379,
M,2,Sample X290,77596,
M,3,Sample X291,154228,
M,4,Sample X292,165754,
M,5,Sample X293,170154,
M,6,Sample X294,188131,
M,7,Sample X295,155938,
M,8,Sample X296,86731,
M,9,Sample X297,153856,
M,10,Sample X298,144011,
M,11,Sample X299,123494,
M,12,Sample X300,144484,
M,13,Sample X301,120253,
M,14,Sample X302,144077,
M,15,Sample X303,180709,
M,16,Sample X304,126136,
M,17,Sample X305,70472,
M,18,Sample X306,131512,
M,19,Sample X307,162540,
M,20,Sample X308,165972,
M,21,Sample X309,155969,
M,22,Sample X310,88068,
M,23,Sample X311,175998,
M,24,Sample X312,175659,
N,1,Sample X313,172426,
N,2,Sample X314,178007,
N,3,Sample X315,175225,
N,4,Sample X316,124509,
N,5,Sample X317,179207,
N,6,Sample X318,121116,
N,7,Sample X319,160144,
N,8,Sample X320,133798,
N,9,Sample X321,135713,
N,10,Sample X322,141628,
N,11,Sample X323,174029,
N,12,Sample X324,184393,
N,13,Sample X325,148966,
N,14,Sample X326,111799,
N,15,Sample X327,162031,
N,16,Sample X328,173950,
N,17,Sample X329,165470,
N,18,Sample X330,123206,
N,19,Sample X331,169738,
N,20,Sample X332,157798,
N,21,Sample X333,166885,
N,22,Sample X334,174009,
N,23,Sample X335,141136,
N,24,Sample X336,169788,
O,1,Sample X337,112040,
O,2,Sample X338,187054,
O,3,Sample X339,187305,
O,4,Sample X340,89808,
O,5,Sample X341,181991,
O,6,Sample X342,117640,
O,7,Sample X343,177598,
O,8,Sample X344,164796,
O,9,Sample X345,177206,
O,10,Sample X346,120941,
O,11,Sample X347,166597,
O,12,Sample X348,171588,
O,13,Sample X349,166899,
O,14,Sample X350,144607,
O,15,Sample X351,190598,
O,16,Sample X352,178384,
O,17,Sample X353,173698,
O,18,Sample X354,170199,
O,19,Sample X355,180488,
O,20,Sample X356,181456,
O,21,Sample X357,181560,
O,22,Sample X358,183103,
O,23,Sample X359,173450,
O,24,Sample X360,173633,
P,1,Sample X361,115058,
P,2,Sample X362,170309,
P,3,Sample X363,178467,
P,4,Sample X364,181340,
P,5,Sample X365,179179,
P,6,Sample X366,167824,
P,7,Sample X367,164874,
P,8,Sample X368,166124,
P,9,Sample X369,162559,
P,10,Sample X370,166654,
P,11,Sample X371,166776,
P,12,Sample X372,168759,
P,13,Sample X373,172277,
P,14,Sample X374,82521,
P,15,Sample X375,171066,
P,16,Sample X376,176598,
P,17,Sample X377,169191,
P,18,Sample X378,178286,
P,19,Sample X379,129494,
P,20,Sample X380,179472,
P,21,Sample X381,169791,
P,22,Sample X382,149748,
P,23,Sample X383,173096,
P,24,Sample X384,174504,
