Well Row,Well Col,Content, Raw Data (530-15/590-20),
A,1,Sample X1,143738,
A,2,Sample X2,140772,
A,3,Sample X3,137995,
A,4,Sample X4,133014,
A,5,Sample X5,139251,
A,6,Sample X6,137540,
A,7,Sample X7,135373,
A,8,Sample X8,139464,
A,9,Sample X9,2149,
A,10,Sample X10,2136,
A,11,Sample X11,2125,
A,12,Sample X12,2101,
A,13,Sample X13,32470,
A,14,Sample X14,94454,
A,15,Sample X15,114561,
A,16,Sample X16,122132,
A,17,Sample X17,124483,
A,18,Sample X18,133306,
A,19,Sample X19,135562,
A,20,Sample X20,128315,
A,21,Sample X21,131405,
A,22,Sample X22,134823,
A,23,Sample X23,124275,
A,24,Sample X24,122578,
B,1,Sample X25,141539,
B,2,Sample X26,150720,
B,3,Sample X27,147662,
B,4,Sample X28,151328,
B,5,Sample X29,142683,
B,6,Sample X30,144781,
B,7,Sample X31,145777,
B,8,Sample X32,142208,
B,9,Sample X33,103425,
B,10,Sample X34,101680,
B,11,Sample X35,106075,
B,12,Sample X36,103515,
B,13,Sample X37,137108,
B,14,Sample X38,141235,
B,15,Sample X39,140962,
B,16,Sample X40,142697,
B,17,Sample X41,136377,
B,18,Sample X42,136579,
B,19,Sample X43,139334,
B,20,Sample X44,128995,
B,21,Sample X45,128835,
B,22,Sample X46,127472,
B,23,Sample X47,133727,
B,24,Sample X48,128717,
C,1,Sample X49,147014,
C,2,Sample X50,153499,
C,3,Sample X51,147352,
C,4,Sample X52,153372,
C,5,Sample X53,147076,
C,6,Sample X54,139623,
C,7,Sample X55,152290,
C,8,Sample X56,141770,
C,9,Sample X57,153399,
C,10,Sample X58,138312,
C,11,Sample X59,143123,
C,12,Sample X60,140912,
C,13,Sample X61,134919,
C,14,Sample X62,138002,
C,15,Sample X63,135145,
C,16,Sample X64,140126,
C,17,Sample X65,132126,
C,18,Sample X66,139995,
C,19,Sample X67,136890,
C,20,Sample X68,138344,
C,21,Sample X69,144487,
C,22,Sample X70,144260,
C,23,Sample X71,133875,
C,24,Sample X72,133346,
D,1,Sample X73,145006,
D,2,Sample X74,108562,
D,3,Sample X75,121042,
D,4,Sample X76,139245,
D,5,Sample X77,144507,
D,6,Sample X78,157516,
D,7,Sample X79,152241,
D,8,Sample X80,140880,
D,9,Sample X81,138631,
D,10,Sample X82,136492,
D,11,Sample X83,129574,
D,12,Sample X84,133696,
D,13,Sample X85,78814,
D,14,Sample X86,86742,
D,15,Sample X87,108870,
D,16,Sample X88,121731,
