Well Row,Well Col,Content, Raw Data (530-15/590-20),
A,1,Sample X1,116896,
A,2,Sample X2,118756,
A,3,Sample X3,121039,
A,4,Sample X4,123667,
A,5,Sample X5,118549,
A,6,Sample X6,125799,
A,7,Sample X7,123129,
A,8,Sample X8,126393,
A,9,Sample X9,2629,
A,10,Sample X10,2607,
A,11,Sample X11,2611,
A,12,Sample X12,2605,
A,13,Sample X13,30742,
A,14,Sample X14,89260,
A,15,Sample X15,102247,
A,16,Sample X16,104754,
A,17,Sample X17,110780,
A,18,Sample X18,110062,
A,19,Sample X19,110906,
A,20,Sample X20,116754,
A,21,Sample X21,117799,
A,22,Sample X22,113628,
A,23,Sample X23,110601,
A,24,Sample X24,106594,
B,1,Sample X25,117172,
B,2,Sample X26,124751,
B,3,Sample X27,126880,
B,4,Sample X28,128742,
B,5,Sample X29,129566,
B,6,Sample X30,132259,
B,7,Sample X31,128221,
B,8,Sample X32,123567,
B,9,Sample X33,76714,
B,10,Sample X34,75200,
B,11,Sample X35,81218,
B,12,Sample X36,78202,
B,13,Sample X37,127064,
B,14,Sample X38,124677,
B,15,Sample X39,138677,
B,16,Sample X40,128846,
B,17,Sample X41,127889,
B,18,Sample X42,120653,
B,19,Sample X43,120552,
B,20,Sample X44,118453,
B,21,Sample X45,114324,
B,22,Sample X46,120121,
B,23,Sample X47,109353,
B,24,Sample X48,116787,
C,1,Sample X49,122016,
C,2,Sample X50,134117,
C,3,Sample X51,131273,
C,4,Sample X52,129954,
C,5,Sample X53,133898,
C,6,Sample X54,129364,
C,7,Sample X55,129344,
C,8,Sample X56,128003,
C,9,Sample X57,131993,
C,10,Sample X58,129184,
C,11,Sample X59,129323,
C,12,Sample X60,124656,
C,13,Sample X61,121876,
C,14,Sample X62,122932,
C,15,Sample X63,127959,
C,16,Sample X64,133182,
C,17,Sample X65,134122,
C,18,Sample X66,122854,
C,19,Sample X67,124532,
C,20,Sample X68,123229,
C,21,Sample X69,120384,
C,22,Sample X70,115094,
C,23,Sample X71,117008,
C,24,Sample X72,114403,
D,1,Sample X73,124452,
D,2,Sample X74,104450,
D,3,Sample X75,113649,
D,4,Sample X76,126251,
D,5,Sample X77,139478,
D,6,Sample X78,136812,
D,7,Sample X79,146428,
D,8,Sample X80,136321,
D,9,Sample X81,130213,
D,10,Sample X82,127709,
D,11,Sample X83,135351,
D,12,Sample X84,124600,
D,13,Sample X85,69593,
D,14,Sample X86,71903,
D,15,Sample X87,93650,
D,16,Sample X88,110530,
D,17,Sample X89,124029,
D,18,Sample X90,120361,
D,19,Sample X91,126260,
D,20,Sample X92,127963,
D,21,Sample X93,123338,
D,22,Sample X94,123321,
D,23,Sample X95,120228,
D,24,Sample X96,111874,
E,1,Sample X97,123338,
E,2,Sample X98,35680,
E,3,Sample X99,88348,
E,4,Sample X100,121809,
E,5,Sample X101,130858,
E,6,Sample X102,137256,
E,7,Sample X103,136226,
E,8,Sample X104,129263,
E,9,Sample X105,135285,
E,10,Sample X106,134093,
E,11,Sample X107,136825,
E,12,Sample X108,133105,
E,13,Sample X109,3012,
E,14,Sample X110,2996,
E,15,Sample X111,3084,
E,16,Sample X112,76981,
E,17,Sample X113,87805,
E,18,Sample X114,124971,
E,19,Sample X115,129977,
E,20,Sample X116,128162,
E,21,Sample X117,120309,
E,22,Sample X118,123761,
E,23,Sample X119,125871,
E,24,Sample X120,118724,
F,1,Sample X121,117845,
F,2,Sample X122,128655,
F,3,Sample X123,140111,
F,4,Sample X124,143901,
F,5,Sample X125,139351,
F,6,Sample X126,149115,
F,7,Sample X127,144820,
F,8,Sample X128,139884,
F,9,Sample X129,138015,
F,10,Sample X130,136726,
F,11,Sample X131,129458,
F,12,Sample X132,134211,
F,13,Sample X133,142410,
F,14,Sample X134,134441,
F,15,Sample X135,126759,
F,16,Sample X136,123021,
F,17,Sample X137,128899,
F,18,Sample X138,127003,
F,19,Sample X139,124872,
F,20,Sample X140,124033,
F,21,Sample X141,123107,
F,22,Sample X142,122489,
F,23,Sample X143,125361,
F,24,Sample X144,123588,
G,1,Sample X145,127238,
G,2,Sample X146,2926,
G,3,Sample X147,5559,
G,4,Sample X148,124691,
G,5,Sample X149,139159,
G,6,Sample X150,135181,
G,7,Sample X151,134955,
G,8,Sample X152,136130,
G,9,Sample X153,122875,
G,10,Sample X154,129202,
G,11,Sample X155,134157,
G,12,Sample X156,121826,
G,13,Sample X157,134798,
G,14,Sample X158,139485,
G,15,Sample X159,136008,
G,16,Sample X160,129747,
G,17,Sample X161,126785,
G,18,Sample X162,130343,
G,19,Sample X163,127433,
G,20,Sample X164,126382,
G,21,Sample X165,129622,
G,22,Sample X166,124275,
G,23,Sample X167,126626,
