Well Row,Well Col,Content,Raw Data (No filter),
A,1,Sample X1,405790,
A,2,Sample X2,385270,
A,3,Sample X3,377655,
A,4,Sample X4,399112,
A,5,Sample X5,394284,
A,6,Sample X6,378651,
A,7,Sample X7,390197,
A,8,Sample X8,362357,
A,9,Sample X9,437,
A,10,Sample X10,304,
A,11,Sample X11,303,
A,12,Sample X12,296,
A,13,Sample X13,47338,
A,14,Sample X14,275478,
A,15,Sample X15,330378,
A,16,Sample X16,368069,
A,17,Sample X17,370851,
A,18,Sample X18,365342,
A,19,Sample X19,384942,
A,20,Sample X20,397921,
A,21,Sample X21,377688,
A,22,Sample X22,427307,
A,23,Sample X23,418153,
A,24,Sample X24,394625,
B,1,Sample X25,347384,
B,2,Sample X26,351544,
B,3,Sample X27,337466,
B,4,Sample X28,373946,
B,5,Sample X29,366471,
B,6,Sample X30,378971,
B,7,Sample X31,338287,
B,8,Sample X32,376688,
B,9,Sample X33,15555,
B,10,Sample X34,15593,
B,11,Sample X35,17059,
B,12,Sample X36,16301,
B,13,Sample X37,34860,
B,14,Sample X38,39047,
B,15,Sample X39,51215,
B,16,Sample X40,96135,
B,17,Sample X41,122830,
B,18,Sample X42,234921,
B,19,Sample X43,283904,
B,20,Sample X44,349947,
B,21,Sample X45,357669,
B,22,Sample X46,378415,
B,23,Sample X47,323543,
B,24,Sample X48,363069,
C,1,Sample X49,433538,
C,2,Sample X50,78759,
C,3,Sample X51,144167,
C,4,Sample X52,240583,
C,5,Sample X53,303914,
C,6,Sample X54,330089,
C,7,Sample X55,287605,
C,8,Sample X56,348016,
C,9,Sample X57,356222,
C,10,Sample X58,379402,
C,11,Sample X59,326060,
C,12,Sample X60,341395,
C,13,Sample X61,157951,
C,14,Sample X62,269040,
C,15,Sample X63,347025,
C,16,Sample X64,357102,
C,17,Sample X65,361279,
C,18,Sample X66,355523,
C,19,Sample X67,382656,
C,20,Sample X68,340950,
C,21,Sample X69,386588,
C,22,Sample X70,392244,
C,23,Sample X71,399315,
C,24,Sample X72,325905,
D,1,Sample X73,406035,
D,2,Sample X74,3071,
D,3,Sample X75,13839,
D,4,Sample X76,54562,
D,5,Sample X77,160965,
D,6,Sample X78,218387,
D,7,Sample X79,273540,
D,8,Sample X80,306021,
D,9,Sample X81,296546,
D,10,Sample X82,335499,
D,11,Sample X83,330251,
D,12,Sample X84,369840,
D,13,Sample X85,250002,
D,14,Sample X86,262410,
D,15,Sample X87,266850,
D,16,Sample X88,218818,
D,17,Sample X89,218148,
D,18,Sample X90,235100,
D,19,Sample X91,204498,
D,20,Sample X92,185639,
D,21,Sample X93,259959,
D,22,Sample X94,311529,
D,23,Sample X95,385621,
D,24,Sample X96,426269,
E,1,Sample X97,376282,
E,2,Sample X98,125249,
E,3,Sample X99,143932,
E,4,Sample X100,199398,
E,5,Sample X101,250843,
E,6,Sample X102,333225,
E,7,Sample X103,354863,
E,8,Sample X104,360998,
E,9,Sample X105,325724,
E,10,Sample X106,359716,
E,11,Sample X107,332843,
E,12,Sample X108,349391,
E,13,Sample X109,1401,
E,14,Sample X110,1309,
E,15,Sample X111,1690,
E,16,Sample X112,45286,
E,17,Sample X113,193356,
E,18,Sample X114,264394,
E,19,Sample X115,325853,
E,20,Sample X116,339846,
E,21,Sample X117,355938,
E,22,Sample X118,326786,
E,23,Sample X119,385829,
E,24,Sample X120,379072,
F,1,Sample X121,351328,
F,2,Sample X122,6518,
F,3,Sample X123,9576,
F,4,Sample X124,55346,
F,5,Sample X125,162277,
F,6,Sample X126,236715,
