Well Row,Well Col,Content,Raw Data (No filter),
A,1,Sample X1,343660,
A,2,Sample X2,283598,
A,3,Sample X3,241824,
A,4,Sample X4,270561,
A,5,Sample X5,282171,
A,6,Sample X6,255895,
A,7,Sample X7,253889,
A,8,Sample X8,248263,
A,9,Sample X9,352,
A,10,Sample X10,218,
A,11,Sample X11,251,
A,12,Sample X12,254,
A,13,Sample X13,79766,
A,14,Sample X14,217675,
A,15,Sample X15,238565,
A,16,Sample X16,263963,
A,17,Sample X17,274146,
A,18,Sample X18,268728,
A,19,Sample X19,279638,
A,20,Sample X20,214051,
A,21,Sample X21,258139,
A,22,Sample X22,252588,
A,23,Sample X23,308025,
A,24,Sample X24,306119,
B,1,Sample X25,283889,
B,2,Sample X26,240722,
B,3,Sample X27,274548,
B,4,Sample X28,296112,
B,5,Sample X29,254639,
B,6,Sample X30,218136,
B,7,Sample X31,277742,
B,8,Sample X32,281874,
B,9,Sample X33,12197,
B,10,Sample X34,12575,
B,11,Sample X35,12166,
B,12,Sample X36,12528,
B,13,Sample X37,19790,
B,14,Sample X38,22488,
B,15,Sample X39,40872,
B,16,Sample X40,72571,
B,17,Sample X41,103456,
B,18,Sample X42,134407,
B,19,Sample X43,211241,
B,20,Sample X44,204617,
B,21,Sample X45,252039,
B,22,Sample X46,221120,
B,23,Sample X47,267072,
B,24,Sample X48,268074,
C,1,Sample X49,314762,
C,2,Sample X50,74654,
C,3,Sample X51,140756,
C,4,Sample X52,153400,
C,5,Sample X53,229939,
C,6,Sample X54,264205,
C,7,Sample X55,273378,
C,8,Sample X56,287526,
C,9,Sample X57,219652,
C,10,Sample X58,252563,
C,11,Sample X59,305778,
C,12,Sample X60,279338,
C,13,Sample X61,120067,
C,14,Sample X62,159278,
C,15,Sample X63,259078,
C,16,Sample X64,257934,
C,17,Sample X65,283093,
C,18,Sample X66,278355,
C,19,Sample X67,236754,
C,20,Sample X68,244129,
C,21,Sample X69,227208,
C,22,Sample X70,308882,
C,23,Sample X71,258189,
C,24,Sample X72,274548,
D,1,Sample X73,326035,
D,2,Sample X74,3096,
D,3,Sample X75,12422,
D,4,Sample X76,44429,
D,5,Sample X77,124312,
D,6,Sample X78,192129,
D,7,Sample X79,203447,
D,8,Sample X80,255873,
D,9,Sample X81,291420,
D,10,Sample X82,254638,
D,11,Sample X83,260516,
D,12,Sample X84,297993,
D,13,Sample X85,213423,
D,14,Sample X86,235969,
D,15,Sample X87,227473,
D,16,Sample X88,216266,
D,17,Sample X89,158651,
D,18,Sample X90,163698,
D,19,Sample X91,139517,
D,20,Sample X92,138727,
D,21,Sample X93,178490,
D,22,Sample X94,215147,
D,23,Sample X95,258459,
D,24,Sample X96,288077,
E,1,Sample X97,327271,
E,2,Sample X98,84163,
E,3,Sample X99,106219,
E,4,Sample X100,124876,
E,5,Sample X101,201811,
E,6,Sample X102,242638,
E,7,Sample X103,226628,
E,8,Sample X104,263317,
E,9,Sample X105,272252,
E,10,Sample X106,247884,
E,11,Sample X107,278347,
E,12,Sample X108,279814,
E,13,Sample X109,1562,
E,14,Sample X110,1340,
E,15,Sample X111,1833,
E,16,Sample X112,39135,
E,17,Sample X113,179479,
E,18,Sample X114,230538,
E,19,Sample X115,230204,
E,20,Sample X116,228446,
E,21,Sample X117,245163,
E,22,Sample X118,221971,
E,23,Sample X119,277559,
E,24,Sample X120,311749,
F,1,Sample X121,291728,
F,2,Sample X122,7941,
F,3,Sample X123,9070,
F,4,Sample X124,33641,
F,5,Sample X125,110716,
F,6,Sample X126,166126,
F,7,Sample X127,187797,
F,8,Sample X128,237732,
F,9,Sample X129,230859,
F,10,Sample X130,280729,
F,11,Sample X131,241451,
F,12,Sample X132,271936,
F,13,Sample X133,7403,
F,14,Sample X134,14561,
F,15,Sample X135,30764,
F,16,Sample X136,77324,
F,17,Sample X137,112089,
F,18,Sample X138,119412,
F,19,Sample X139,199876,
F,20,Sample X140,281226,
F,21,Sample X141,223856,
F,22,Sample X142,300459,
F,23,Sample X143,283643,
F,24,Sample X144,270562,
G,1,Sample X145,271576,
G,2,Sample X146,203949,
G,3,Sample X147,218780,
G,4,Sample X148,248679,
G,5,Sample X149,226929,
G,6,Sample X150,239119,
G,7,Sample X151,262802,
G,8,Sample X152,264024,
G,9,Sample X153,233307,
G,10,Sample X154,265886,
G,11,Sample X155,244022,
G,12,Sample X156,238887,
G,13,Sample X157,4098,
G,14,Sample X158,9266,
G,15,Sample X159,26136,
G,16,Sample X160,70001,
G,17,Sample X161,122218,
G,18,Sample X162,174407,
G,19,Sample X163,216507,
G,20,Sample X164,228790,
G,21,Sample X165,238553,
G,22,Sample X166,241428,
G,23,Sample X167,195425,
G,24,Sample X168,321170,
H,1,Sample X169,268098,
H,2,Sample X170,232865,
H,3,Sample X171,246311,
H,4,Sample X172,233198,
H,5,Sample X173,230748,
H,6,Sample X174,240972,
H,7,Sample X175,264538,
H,8,Sample X176,184586,
H,9,Sample X177,171148,
H,10,Sample X178,212420,
H,11,Sample X179,240211,
H,12,Sample X180,252691,
H,13,Sample X181,178611,
H,14,Sample X182,240568,
H,15,Sample X183,245844,
H,16,Sample X184,297717,
H,17,Sample X185,229230,
H,18,Sample X186,262325,
H,19,Sample X187,270127,
H,20,Sample X188,286361,
H,21,Sample X189,264444,
H,22,Sample X190,252373,
H,23,Sample X191,274765,
H,24,Sample X192,259558,
I,1,Sample X193,234301,
I,2,Sample X194,133489,
I,3,Sample X195,136324,
I,4,Sample X196,161671,
I,5,Sample X197,204558,
I,6,Sample X198,247640,
I,7,Sample X199,261848,
I,8,Sample X200,231728,
I,9,Sample X201,250881,
I,10,Sample X202,276827,
I,11,Sample X203,256823,
I,12,Sample X204,245268,
I,13,Sample X205,1698,
I,14,Sample X206,1482,
I,15,Sample X207,3189,
I,16,Sample X208,161317,
I,17,Sample X209,238340,
I,18,Sample X210,240661,
I,19,Sample X211,259830,
I,20,Sample X212,245572,
I,21,Sample X213,263768,
I,22,Sample X214,271148,
I,23,Sample X215,303230,
I,24,Sample X216,248340,
J,1,Sample X217,247116,
J,2,Sample X218,195460,
J,3,Sample X219,238458,
J,4,Sample X220,230172,
J,5,Sample X221,234246,
J,6,Sample X222,248799,
J,7,Sample X223,236790,
J,8,Sample X224,234590,
J,9,Sample X225,234162,
J,10,Sample X226,251876,
J,11,Sample X227,261839,
J,12,Sample X228,291139,
J,13,Sample X229,247432,
J,14,Sample X230,224553,
J,15,Sample X231,260388,
J,16,Sample X232,282821,
J,17,Sample X233,240922,
J,18,Sample X234,279771,
J,19,Sample X235,250462,
J,20,Sample X236,257705,
J,21,Sample X237,285951,
J,22,Sample X238,248455,
J,23,Sample X239,285890,
J,24,Sample X240,263713,
K,1,Sample X241,271625,
K,2,Sample X242,272348,
K,3,Sample X243,236685,
K,4,Sample X244,270698,
K,5,Sample X245,267486,
K,6,Sample X246,273676,
K,7,Sample X247,264327,
K,8,Sample X248,235134,
K,9,Sample X249,260504,
K,10,Sample X250,294016,
K,11,Sample X251,240195,
K,12,Sample X252,295287,
K,13,Sample X253,248921,
K,14,Sample X254,192232,
K,15,Sample X255,227494,
K,16,Sample X256,220741,
K,17,Sample X257,281501,
K,18,Sample X258,240732,
K,19,Sample X259,262701,
K,20,Sample X260,277118,
K,21,Sample X261,260575,
K,22,Sample X262,296680,
K,23,Sample X263,312742,
K,24,Sample X264,310211,
L,1,Sample X265,289258,
L,2,Sample X266,18776,
L,3,Sample X267,63741,
L,4,Sample X268,98506,
L,5,Sample X269,206021,
L,6,Sample X270,233925,
L,7,Sample X271,258089,
L,8,Sample X272,236169,
L,9,Sample X273,260896,
L,10,Sample X274,291976,
L,11,Sample X275,250828,
L,12,Sample X276,228424,
L,13,Sample X277,111763,
L,14,Sample X278,208215,
L,15,Sample X279,253316,
L,16,Sample X280,263547,
L,17,Sample X281,262472,
L,18,Sample X282,263029,
L,19,Sample X283,235153,
L,20,Sample X284,267398,
L,21,Sample X285,301160,
L,22,Sample X286,251651,
L,23,Sample X287,259676,
L,24,Sample X288,313386,
M,1,Sample X289,295487,
M,2,Sample X290,96177,
M,3,Sample X291,99209,
M,4,Sample X292,120214,
M,5,Sample X293,177154,
M,6,Sample X294,212297,
M,7,Sample X295,241384,
M,8,Sample X296,242867,
M,9,Sample X297,250941,
M,10,Sample X298,245396,
M,11,Sample X299,265989,
M,12,Sample X300,262468,
M,13,Sample X301,163655,
M,14,Sample X302,182424,
M,15,Sample X303,205788,
M,16,Sample X304,277422,
M,17,Sample X305,278624,
M,18,Sample X306,229341,
M,19,Sample X307,268406,
M,20,Sample X308,269384,
M,21,Sample X309,249128,
M,22,Sample X310,225817,
M,23,Sample X311,237606,
M,24,Sample X312,312969,
N,1,Sample X313,271502,
N,2,Sample X314,275339,
N,3,Sample X315,246517,
N,4,Sample X316,263272,
N,5,Sample X317,232174,
N,6,Sample X318,259758,
N,7,Sample X319,207104,
N,8,Sample X320,254474,
N,9,Sample X321,252525,
N,10,Sample X322,216563,
N,11,Sample X323,268833,
N,12,Sample X324,295223,
N,13,Sample X325,12834,
N,14,Sample X326,16111,
N,15,Sample X327,19554,
N,16,Sample X328,31460,
N,17,Sample X329,39579,
N,18,Sample X330,53000,
N,19,Sample X331,112539,
N,20,Sample X332,214817,
N,21,Sample X333,251715,
N,22,Sample X334,269673,
N,23,Sample X335,311029,
N,24,Sample X336,292932,
O,1,Sample X337,288461,
O,2,Sample X338,241622,
O,3,Sample X339,235900,
O,4,Sample X340,227811,
O,5,Sample X341,275054,
O,6,Sample X342,242807,
O,7,Sample X343,223772,
O,8,Sample X344,245795,
O,9,Sample X345,236497,
O,10,Sample X346,250780,
O,11,Sample X347,262440,
O,12,Sample X348,278325,
O,13,Sample X349,242992,
O,14,Sample X350,259141,
O,15,Sample X351,253490,
O,16,Sample X352,272136,
O,17,Sample X353,248508,
O,18,Sample X354,253636,
O,19,Sample X355,247823,
O,20,Sample X356,248231,
O,21,Sample X357,269397,
O,22,Sample X358,296600,
O,23,Sample X359,316103,
O,24,Sample X360,267471,
P,1,Sample X361,315610,
P,2,Sample X362,304267,
P,3,Sample X363,283583,
P,4,Sample X364,282471,
P,5,Sample X365,322417,
P,6,Sample X366,323205,
P,7,Sample X367,290423,
P,8,Sample X368,287153,
P,9,Sample X369,234406,
P,10,Sample X370,311682,
P,11,Sample X371,290338,
P,12,Sample X372,301681,
P,13,Sample X373,265840,
P,14,Sample X374,301942,
P,15,Sample X375,295334,
P,16,Sample X376,261769,
P,17,Sample X377,255751,
P,18,Sample X378,296556,
P,19,Sample X379,336252,
P,20,Sample X380,292679,
P,21,Sample X381,259466,
P,22,Sample X382,280809,
P,23,Sample X383,275703,
P,24,Sample X384,302018,
