Well Row,Well Col,Content,Raw Data (No filter),
A,1,Sample X1,103412,
A,2,Sample X2,125415,
A,3,Sample X3,118954,
A,4,Sample X4,125093,
A,5,Sample X5,119644,
A,6,Sample X6,115410,
A,7,Sample X7,138581,
A,8,Sample X8,117752,
A,9,Sample X9,186,
A,10,Sample X10,114,
A,11,Sample X11,161,
A,12,Sample X12,180,
A,13,Sample X13,55755,
A,14,Sample X14,101067,
A,15,Sample X15,113951,
A,16,Sample X16,120078,
A,17,Sample X17,141439,
A,18,Sample X18,125921,
A,19,Sample X19,129256,
A,20,Sample X20,117635,
A,21,Sample X21,120781,
A,22,Sample X22,127020,
A,23,Sample X23,124028,
A,24,Sample X24,130135,
B,1,Sample X25,146091,
B,2,Sample X26,125072,
B,3,Sample X27,132418,
B,4,Sample X28,106140,
B,5,Sample X29,110296,
B,6,Sample X30,124729,
B,7,Sample X31,116453,
B,8,Sample X32,113769,
B,9,Sample X33,6221,
B,10,Sample X34,6006,
B,11,Sample X35,6329,
B,12,Sample X36,6070,
B,13,Sample X37,9750,
B,14,Sample X38,12386,
B,15,Sample X39,18492,
B,16,Sample X40,26618,
B,17,Sample X41,46969,
B,18,Sample X42,69541,
B,19,Sample X43,85742,
B,20,Sample X44,124206,
B,21,Sample X45,117436,
B,22,Sample X46,117437,
B,23,Sample X47,128562,
B,24,Sample X48,128180,
C,1,Sample X49,142065,
C,2,Sample X50,22056,
C,3,Sample X51,44620,
C,4,Sample X52,77405,
C,5,Sample X53,97365,
C,6,Sample X54,110715,
C,7,Sample X55,104814,
C,8,Sample X56,110205,
C,9,Sample X57,144135,
C,10,Sample X58,139639,
C,11,Sample X59,111055,
C,12,Sample X60,131366,
C,13,Sample X61,69744,
C,14,Sample X62,92146,
C,15,Sample X63,122796,
C,16,Sample X64,121735,
C,17,Sample X65,141317,
C,18,Sample X66,114433,
C,19,Sample X67,120966,
C,20,Sample X68,150143,
C,21,Sample X69,117806,
C,22,Sample X70,113861,
C,23,Sample X71,116623,
C,24,Sample X72,128416,
D,1,Sample X73,126526,
D,2,Sample X74,1342,
D,3,Sample X75,4863,
D,4,Sample X76,21566,
D,5,Sample X77,60271,
D,6,Sample X78,82047,
D,7,Sample X79,103382,
D,8,Sample X80,103752,
D,9,Sample X81,92226,
D,10,Sample X82,115947,
D,11,Sample X83,119788,
D,12,Sample X84,133115,
D,13,Sample X85,65792,
D,14,Sample X86,78617,
D,15,Sample X87,104482,
D,16,Sample X88,99682,
D,17,Sample X89,91575,
D,18,Sample X90,77651,
D,19,Sample X91,70554,
D,20,Sample X92,60029,
D,21,Sample X93,79528,
D,22,Sample X94,100564,
D,23,Sample X95,141690,
D,24,Sample X96,150848,
E,1,Sample X97,126477,
E,2,Sample X98,38715,
E,3,Sample X99,41808,
E,4,Sample X100,59147,
E,5,Sample X101,94948,
E,6,Sample X102,127006,
E,7,Sample X103,125816,
E,8,Sample X104,118527,
E,9,Sample X105,126756,
E,10,Sample X106,119577,
E,11,Sample X107,118836,
E,12,Sample X108,125783,
E,13,Sample X109,893,
E,14,Sample X110,821,
E,15,Sample X111,1084,
E,16,Sample X112,12400,
E,17,Sample X113,80238,
E,18,Sample X114,90169,
E,19,Sample X115,128406,
E,20,Sample X116,124613,
E,21,Sample X117,110604,
E,22,Sample X118,114591,
E,23,Sample X119,156636,
E,24,Sample X120,109308,
F,1,Sample X121,125272,
F,2,Sample X122,1696,
F,3,Sample X123,5168,
F,4,Sample X124,12911,
F,5,Sample X125,40969,
F,6,Sample X126,67391,
F,7,Sample X127,75849,
F,8,Sample X128,118073,
F,9,Sample X129,130398,
F,10,Sample X130,126088,
F,11,Sample X131,114673,
F,12,Sample X132,137406,
F,13,Sample X133,3032,
F,14,Sample X134,8679,
F,15,Sample X135,12553,
F,16,Sample X136,31120,
F,17,Sample X137,59794,
F,18,Sample X138,81983,
F,19,Sample X139,97110,
F,20,Sample X140,98990,
F,21,Sample X141,123430,
F,22,Sample X142,128209,
F,23,Sample X143,128830,
F,24,Sample X144,158940,
G,1,Sample X145,131501,
G,2,Sample X146,111004,
G,3,Sample X147,97389,
G,4,Sample X148,105043,
G,5,Sample X149,107122,
G,6,Sample X150,134668,
G,7,Sample X151,128780,
G,8,Sample X152,132911,
G,9,Sample X153,136625,
