Well Row,Well Col,Content, Raw Data (530-15/590-20),
A,1,Sample X1,175270,
A,2,Sample X2,173981,
A,3,Sample X3,173090,
A,4,Sample X4,154918,
A,5,Sample X5,173279,
A,6,Sample X6,164199,
A,7,Sample X7,157621,
A,8,Sample X8,170796,
A,9,Sample X9,2845,
A,10,Sample X10,2807,
A,11,Sample X11,2824,
A,12,Sample X12,2824,
A,13,Sample X13,59828,
A,14,Sample X14,111733,
A,15,Sample X15,141434,
A,16,Sample X16,155837,
A,17,Sample X17,159544,
A,18,Sample X18,161918,
A,19,Sample X19,161353,
A,20,Sample X20,138685,
A,21,Sample X21,159312,
A,22,Sample X22,164831,
A,23,Sample X23,165648,
A,24,Sample X24,155872,
B,1,Sample X25,173628,
B,2,Sample X26,173136,
B,3,Sample X27,183103,
B,4,Sample X28,178148,
B,5,Sample X29,172837,
B,6,Sample X30,180683,
B,7,Sample X31,175491,
B,8,Sample X32,169250,
B,9,Sample X33,96616,
B,10,Sample X34,99508,
B,11,Sample X35,93753,
B,12,Sample X36,97710,
B,13,Sample X37,160664,
B,14,Sample X38,179391,
B,15,Sample X39,184546,
B,16,Sample X40,167950,
B,17,Sample X41,180195,
B,18,Sample X42,155562,
B,19,Sample X43,177117,
B,20,Sample X44,170363,
B,21,Sample X45,157860,
B,22,Sample X46,172473,
B,23,Sample X47,165519,
B,24,Sample X48,173284,
C,1,Sample X49,185958,
C,2,Sample X50,193815,
C,3,Sample X51,182066,
C,4,Sample X52,188577,
C,5,Sample X53,159730,
C,6,Sample X54,180236,
C,7,Sample X55,175103,
C,8,Sample X56,171642,
C,9,Sample X57,165767,
C,10,Sample X58,169170,
C,11,Sample X59,179480,
C,12,Sample X60,164410,
C,13,Sample X61,174817,
C,14,Sample X62,167563,
C,15,Sample X63,166264,
C,16,Sample X64,165045,
C,17,Sample X65,155357,
C,18,Sample X66,171417,
C,19,Sample X67,182401,
C,20,Sample X68,145685,
C,21,Sample X69,153375,
C,22,Sample X70,169482,
C,23,Sample X71,161661,
C,24,Sample X72,166956,
D,1,Sample X73,192939,
D,2,Sample X74,155051,
D,3,Sample X75,159849,
D,4,Sample X76,176638,
D,5,Sample X77,198660,
D,6,Sample X78,187704,
D,7,Sample X79,182221,
D,8,Sample X80,178782,
D,9,Sample X81,181028,
D,10,Sample X82,163363,
D,11,Sample X83,173889,
D,12,Sample X84,174865,
D,13,Sample X85,98816,
D,14,Sample X86,115824,
D,15,Sample X87,143938,
D,16,Sample X88,156033,
D,17,Sample X89,157770,
D,18,Sample X90,169595,
D,19,Sample X91,167324,
D,20,Sample X92,166665,
D,21,Sample X93,174061,
D,22,Sample X94,175777,
D,23,Sample X95,168827,
D,24,Sample X96,174948,
E,1,Sample X97,187056,
E,2,Sample X98,22168,
E,3,Sample X99,107290,
E,4,Sample X100,170781,
E,5,Sample X101,191764,
E,6,Sample X102,184968,
E,7,Sample X103,178571,
E,8,Sample X104,179663,
E,9,Sample X105,177246,
E,10,Sample X106,173020,
E,11,Sample X107,178615,
E,12,Sample X108,160242,
E,13,Sample X109,3598,
E,14,Sample X110,3661,
E,15,Sample X111,3826,
E,16,Sample X112,98369,
E,17,Sample X113,114153,
E,18,Sample X114,156433,
E,19,Sample X115,167008,
E,20,Sample X116,172074,
E,21,Sample X117,176408,
E,22,Sample X118,179766,
E,23,Sample X119,171740,
E,24,Sample X120,180635,
F,1,Sample X121,188979,
F,2,Sample X122,184359,
F,3,Sample X123,187747,
F,4,Sample X124,187233,
F,5,Sample X125,195281,
F,6,Sample X126,191499,
F,7,Sample X127,178416,
F,8,Sample X128,178723,
F,9,Sample X129,184686,
F,10,Sample X130,182007,
F,11,Sample X131,180162,
F,12,Sample X132,175047,
F,13,Sample X133,185592,
F,14,Sample X134,166562,
F,15,Sample X135,162831,
F,16,Sample X136,155584,
F,17,Sample X137,137601,
F,18,Sample X138,149696,
F,19,Sample X139,161673,
F,20,Sample X140,164154,
F,21,Sample X141,169667,
F,22,Sample X142,164176,
F,23,Sample X143,182377,
F,24,Sample X144,169082,
G,1,Sample X145,189120,
G,2,Sample X146,3615,
G,3,Sample X147,3627,
G,4,Sample X148,152604,
G,5,Sample X149,192429,
G,6,Sample X150,181592,
G,7,Sample X151,184934,
G,8,Sample X152,186226,
