Well Row,Well Col,Content, Raw Data (530-15/590-20),
A,1,Sample X1,135845,
A,2,Sample X2,138114,
A,3,Sample X3,139498,
A,4,Sample X4,134437,
A,5,Sample X5,133356,
A,6,Sample X6,131797,
A,7,Sample X7,139648,
A,8,Sample X8,130506,
A,9,Sample X9,1847,
A,10,Sample X10,1867,
A,11,Sample X11,1838,
A,12,Sample X12,1816,
A,13,Sample X13,67789,
A,14,Sample X14,95304,
A,15,Sample X15,111395,
A,16,Sample X16,124753,
A,17,Sample X17,126798,
A,18,Sample X18,138484,
A,19,Sample X19,128729,
A,20,Sample X20,138279,
A,21,Sample X21,137709,
A,22,Sample X22,129068,
A,23,Sample X23,132211,
A,24,Sample X24,128399,
B,1,Sample X25,131266,
B,2,Sample X26,139725,
B,3,Sample X27,135708,
B,4,Sample X28,133941,
B,5,Sample X29,134505,
B,6,Sample X30,134622,
B,7,Sample X31,126551,
B,8,Sample X32,133333,
B,9,Sample X33,103709,
B,10,Sample X34,100460,
B,11,Sample X35,99364,
B,12,Sample X36,101257,
B,13,Sample X37,129863,
B,14,Sample X38,145073,
B,15,Sample X39,144244,
B,16,Sample X40,143323,
B,17,Sample X41,136497,
B,18,Sample X42,131642,
B,19,Sample X43,136924,
B,20,Sample X44,138852,
B,21,Sample X45,129432,
B,22,Sample X46,134494,
B,23,Sample X47,144537,
B,24,Sample X48,126605,
C,1,Sample X49,141339,
C,2,Sample X50,133238,
C,3,Sample X51,131566,
C,4,Sample X52,127352,
C,5,Sample X53,133571,
C,6,Sample X54,134149,
C,7,Sample X55,138376,
C,8,Sample X56,143725,
C,9,Sample X57,138619,
C,10,Sample X58,132381,
C,11,Sample X59,136962,
C,12,Sample X60,129759,
C,13,Sample X61,133297,
C,14,Sample X62,135306,
C,15,Sample X63,133676,
C,16,Sample X64,134660,
C,17,Sample X65,143569,
C,18,Sample X66,132317,
C,19,Sample X67,144402,
C,20,Sample X68,142202,
C,21,Sample X69,142620,
C,22,Sample X70,137532,
C,23,Sample X71,137995,
C,24,Sample X72,128411,
D,1,Sample X73,138486,
D,2,Sample X74,46469,
D,3,Sample X75,119300,
D,4,Sample X76,127163,
D,5,Sample X77,136220,
D,6,Sample X78,132613,
D,7,Sample X79,138260,
D,8,Sample X80,133414,
D,9,Sample X81,134745,
D,10,Sample X82,137833,
D,11,Sample X83,132239,
D,12,Sample X84,144558,
D,13,Sample X85,132546,
D,14,Sample X86,137176,
D,15,Sample X87,141809,
D,16,Sample X88,136653,
D,17,Sample X89,143531,
D,18,Sample X90,138779,
D,19,Sample X91,147178,
D,20,Sample X92,143603,
D,21,Sample X93,147024,
D,22,Sample X94,142201,
D,23,Sample X95,143929,
D,24,Sample X96,132303,
E,1,Sample X97,134833,
E,2,Sample X98,129906,
E,3,Sample X99,135821,
E,4,Sample X100,131801,
E,5,Sample X101,143466,
E,6,Sample X102,141049,
E,7,Sample X103,138401,
E,8,Sample X104,140894,
E,9,Sample X105,145540,
E,10,Sample X106,142754,
E,11,Sample X107,133662,
E,12,Sample X108,139262,
E,13,Sample X109,2276,
E,14,Sample X110,2321,
E,15,Sample X111,2429,
E,16,Sample X112,40442,
E,17,Sample X113,119229,
E,18,Sample X114,137857,
E,19,Sample X115,139496,
E,20,Sample X116,138228,
E,21,Sample X117,142487,
E,22,Sample X118,138137,
E,23,Sample X119,133701,
E,24,Sample X120,135360,
F,1,Sample X121,125514,
F,2,Sample X122,21125,
F,3,Sample X123,76658,
F,4,Sample X124,123104,
F,5,Sample X125,123905,
F,6,Sample X126,120402,
F,7,Sample X127,121639,
F,8,Sample X128,128930,
F,9,Sample X129,120452,
F,10,Sample X130,118372,
F,11,Sample X131,130245,
F,12,Sample X132,129580,
