Well Row,Well Col,Content, Raw Data (530-15/590-20),
A,1,Sample X1,131234,
A,2,Sample X2,128764,
A,3,Sample X3,132201,
A,4,Sample X4,124773,
A,5,Sample X5,140678,
A,6,Sample X6,129599,
A,7,Sample X7,128666,
A,8,Sample X8,132967,
A,9,Sample X9,2111,
A,10,Sample X10,2105,
A,11,Sample X11,2128,
A,12,Sample X12,2099,
A,13,Sample X13,36403,
A,14,Sample X14,105181,
A,15,Sample X15,111948,
A,16,Sample X16,112225,
A,17,Sample X17,114067,
A,18,Sample X18,139127,
A,19,Sample X19,128212,
A,20,Sample X20,126655,
A,21,Sample X21,133156,
A,22,Sample X22,130110,
A,23,Sample X23,136600,
A,24,Sample X24,120210,
B,1,Sample X25,142072,
B,2,Sample X26,134015,
B,3,Sample X27,147918,
B,4,Sample X28,142313,
B,5,Sample X29,132506,
B,6,Sample X30,131983,
B,7,Sample X31,134321,
B,8,Sample X32,136925,
B,9,Sample X33,96157,
B,10,Sample X34,95691,
B,11,Sample X35,96395,
B,12,Sample X36,97395,
B,13,Sample X37,135856,
B,14,Sample X38,134081,
B,15,Sample X39,145967,
B,16,Sample X40,134035,
B,17,Sample X41,140410,
B,18,Sample X42,129469,
B,19,Sample X43,131962,
B,20,Sample X44,131644,
B,21,Sample X45,133299,
B,22,Sample X46,133828,
B,23,Sample X47,132122,
B,24,Sample X48,133260,
C,1,Sample X49,139556,
C,2,Sample X50,153780,
C,3,Sample X51,145425,
C,4,Sample X52,145223,
C,5,Sample X53,135008,
C,6,Sample X54,95077,
C,7,Sample X55,137554,
C,8,Sample X56,134701,
C,9,Sample X57,127683,
C,10,Sample X58,127333,
C,11,Sample X59,120263,
C,12,Sample X60,118893,
C,13,Sample X61,131891,
C,14,Sample X62,129561,
C,15,Sample X63,112578,
C,16,Sample X64,119678,
C,17,Sample X65,130630,
C,18,Sample X66,130127,
C,19,Sample X67,126920,
C,20,Sample X68,127289,
C,21,Sample X69,113962,
C,22,Sample X70,131190,
C,23,Sample X71,134943,
C,24,Sample X72,123150,
D,1,Sample X73,144596,
D,2,Sample X74,158629,
D,3,Sample X75,152653,
D,4,Sample X76,126630,
D,5,Sample X77,125561,
D,6,Sample X78,96094,
D,7,Sample X79,111544,
D,8,Sample X80,130980,
D,9,Sample X81,120166,
D,10,Sample X82,116479,
D,11,Sample X83,119327,
D,12,Sample X84,93401,
D,13,Sample X85,127803,
D,14,Sample X86,124619,
D,15,Sample X87,121652,
D,16,Sample X88,120495,
D,17,Sample X89,119978,
D,18,Sample X90,122687,
D,19,Sample X91,140355,
D,20,Sample X92,121782,
D,21,Sample X93,114572,
D,22,Sample X94,134681,
D,23,Sample X95,130422,
D,24,Sample X96,145773,
E,1,Sample X97,132803,
E,2,Sample X98,143597,
E,3,Sample X99,143579,
E,4,Sample X100,134678,
E,5,Sample X101,126328,
E,6,Sample X102,109595,
E,7,Sample X103,87702,
E,8,Sample X104,108246,
E,9,Sample X105,130597,
E,10,Sample X106,111433,
E,11,Sample X107,93051,
E,12,Sample X108,84781,
E,13,Sample X109,114884,
E,14,Sample X110,115167,
E,15,Sample X111,112924,
E,16,Sample X112,121794,
E,17,Sample X113,87494,
E,18,Sample X114,92369,
E,19,Sample X115,125336,
E,20,Sample X116,102332,
E,21,Sample X117,102596,
E,22,Sample X118,139167,
E,23,Sample X119,131355,
E,24,Sample X120,135603,
F,1,Sample X121,133247,
F,2,Sample X122,90642,
F,3,Sample X123,97318,
F,4,Sample X124,116068,
F,5,Sample X125,124699,
F,6,Sample X126,125365,
F,7,Sample X127,68999,
F,8,Sample X128,63694,
F,9,Sample X129,61546,
F,10,Sample X130,122198,
F,11,Sample X131,116254,
F,12,Sample X132,115913,
F,13,Sample X133,100333,
F,14,Sample X134,86730,
F,15,Sample X135,99486,
F,16,Sample X136,106260,
F,17,Sample X137,72484,
F,18,Sample X138,91313,
F,19,Sample X139,94767,
F,20,Sample X140,79952,
F,21,Sample X141,119796,
F,22,Sample X142,134574,
F,23,Sample X143,142290,
F,24,Sample X144,144182,
G,1,Sample X145,129981,
G,2,Sample X146,142168,
G,3,Sample X147,146185,
G,4,Sample X148,128927,
G,5,Sample X149,123938,
G,6,Sample X150,110987,
G,7,Sample X151,87527,
G,8,Sample X152,65287,
G,9,Sample X153,69180,
G,10,Sample X154,68019,
G,11,Sample X155,109822,
G,12,Sample X156,88035,
G,13,Sample X157,106430,
G,14,Sample X158,113075,
G,15,Sample X159,71767,
G,16,Sample X160,123432,
G,17,Sample X161,90504,
G,18,Sample X162,79468,
G,19,Sample X163,114189,
G,20,Sample X164,111246,
G,21,Sample X165,139691,
G,22,Sample X166,129400,
G,23,Sample X167,133075,
G,24,Sample X168,133052,
H,1,Sample X169,132905,
H,2,Sample X170,121639,
H,3,Sample X171,138347,
H,4,Sample X172,128912,
H,5,Sample X173,129400,
H,6,Sample X174,66848,
H,7,Sample X175,75244,
H,8,Sample X176,73387,
H,9,Sample X177,82914,
H,10,Sample X178,72613,
H,11,Sample X179,117489,
H,12,Sample X180,85259,
H,13,Sample X181,124556,
H,14,Sample X182,100175,
H,15,Sample X183,65926,
H,16,Sample X184,92821,
H,17,Sample X185,98123,
H,18,Sample X186,67230,
H,19,Sample X187,75189,
H,20,Sample X188,105351,
H,21,Sample X189,95948,
H,22,Sample X190,128592,
H,23,Sample X191,133184,
H,24,Sample X192,134718,
I,1,Sample X193,133952,
I,2,Sample X194,157103,
I,3,Sample X195,162179,
I,4,Sample X196,136483,
I,5,Sample X197,133314,
I,6,Sample X198,63504,
I,7,Sample X199,72496,
I,8,Sample X200,80914,
I,9,Sample X201,62537,
I,10,Sample X202,88156,
I,11,Sample X203,65099,
I,12,Sample X204,84220,
I,13,Sample X205,78695,
I,14,Sample X206,78019,
I,15,Sample X207,69030,
I,16,Sample X208,86489,
I,17,Sample X209,87522,
I,18,Sample X210,97602,
I,19,Sample X211,96650,
I,20,Sample X212,78344,
I,21,Sample X213,124938,
I,22,Sample X214,101854,
I,23,Sample X215,129369,
I,24,Sample X216,145828,
J,1,Sample X217,151715,
J,2,Sample X218,153925,
J,3,Sample X219,156886,
J,4,Sample X220,145128,
J,5,Sample X221,127039,
J,6,Sample X222,116903,
J,7,Sample X223,117399,
J,8,Sample X224,91549,
J,9,Sample X225,91673,
J,10,Sample X226,79865,
J,11,Sample X227,68171,
J,12,Sample X228,104172,
J,13,Sample X229,110700,
J,14,Sample X230,82756,
J,15,Sample X231,74160,
J,16,Sample X232,94787,
J,17,Sample X233,105865,
J,18,Sample X234,106682,
J,19,Sample X235,70392,
J,20,Sample X236,76267,
J,21,Sample X237,95698,
J,22,Sample X238,126997,
J,23,Sample X239,128507,
J,24,Sample X240,132415,
K,1,Sample X241,141297,
K,2,Sample X242,129552,
K,3,Sample X243,130780,
K,4,Sample X244,128149,
K,5,Sample X245,123608,
K,6,Sample X246,135548,
K,7,Sample X247,105188,
K,8,Sample X248,100880,
K,9,Sample X249,76139,
K,10,Sample X250,75371,
K,11,Sample X251,77145,
K,12,Sample X252,94799,
K,13,Sample X253,82235,
K,14,Sample X254,69558,
K,15,Sample X255,74374,
K,16,Sample X256,96081,
K,17,Sample X257,123907,
K,18,Sample X258,80422,
K,19,Sample X259,80945,
K,20,Sample X260,113534,
K,21,Sample X261,104393,
K,22,Sample X262,131899,
K,23,Sample X263,139820,
K,24,Sample X264,134179,
L,1,Sample X265,143039,
L,2,Sample X266,2667,
L,3,Sample X267,2662,
L,4,Sample X268,2684,
L,5,Sample X269,141214,
L,6,Sample X270,132798,
L,7,Sample X271,118112,
L,8,Sample X272,113689,
L,9,Sample X273,109405,
L,10,Sample X274,80640,
L,11,Sample X275,110185,
L,12,Sample X276,91490,
